#timestamp [ns], p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z []
1520531467900274014,0.6946144467,-0.2985515607,1.3521338573,0.9998048414,0.0065108275,-0.0137566691,-0.0125953292
1520531467908608014,0.6942428193,-0.2991716721,1.3520589295,0.9997958705,0.0067137694,-0.0131994090,-0.0137447503
1520531467916941014,0.6937464423,-0.2998636190,1.3519092923,0.9997790726,0.0071289522,-0.0125553876,-0.0152756783
1520531467925274014,0.6931247794,-0.3003791814,1.3516385780,0.9997627589,0.0071437951,-0.0118604325,-0.0168143475
1520531467933608014,0.6929987496,-0.3011179853,1.3516432384,0.9997679381,0.0067367629,-0.0107476619,-0.0174118848
1520531467941941014,0.6924999487,-0.3017278634,1.3513872132,0.9997488369,0.0068203579,-0.0098082498,-0.0189616451
1520531467950275014,0.6921657253,-0.3024088772,1.3512465597,0.9997402382,0.0065696088,-0.0084165404,-0.0201359947
1520531467958608014,0.6916733556,-0.3030690787,1.3510202316,0.9997284130,0.0062122984,-0.0071454229,-0.0212943756
1520531467966941014,0.6912752165,-0.3038355669,1.3509749471,0.9997140806,0.0051367487,-0.0063256019,-0.0224801618
1520531467975275014,0.6908382736,-0.3042079262,1.3506396239,0.9997108943,0.0055017494,-0.0040731720,-0.0230492484
1520531467983608014,0.6904229532,-0.3046926335,1.3503120329,0.9997016736,0.0056499224,-0.0021940813,-0.0236606896
1520531467991941014,0.6900654707,-0.3051835224,1.3501448888,0.9996979289,0.0044802040,-0.0016410727,-0.0241098640
1520531468000274014,0.6899527702,-0.3058514742,1.3501602226,0.9996938267,0.0029374720,-0.0008575305,-0.0245537939
1520531468008608014,0.6897133524,-0.3062373321,1.3499836790,0.9996896890,0.0024287412,0.0000589571,-0.0247916020
1520531468016941014,0.6894204585,-0.3066488688,1.3498580466,0.9996758830,0.0020069368,0.0007693881,-0.0253674841
1520531468025274014,0.6892730792,-0.3070198148,1.3498676029,0.9996724283,0.0008573786,0.0014048577,-0.0255407002
1520531468033608014,0.6891375043,-0.3073736036,1.3498318429,0.9996660472,0.0008012727,0.0012719859,-0.0257979456
1520531468041941014,0.6888251052,-0.3075794223,1.3498333032,0.9996661440,-0.0004261925,0.0016879857,-0.0257792469
1520531468050274014,0.6890984599,-0.3082059810,1.3502891984,0.9996584102,-0.0023228214,0.0004614061,-0.0260279567
1520531468058608014,0.6888462913,-0.3082940752,1.3503324930,0.9996560397,-0.0034568855,0.0002644400,-0.0259958141
1520531468066941014,0.6889698373,-0.3086364782,1.3507406988,0.9996734145,-0.0049918173,0.0004426993,-0.0250589344
1520531468075275014,0.6888261691,-0.3086361879,1.3507717096,0.9996695771,-0.0050439536,-0.0004351894,-0.0252013045
1520531468083608014,0.6890773190,-0.3087586565,1.3511035646,0.9996903556,-0.0056916429,-0.0008035018,-0.0242105860
1520531468091941014,0.6890878107,-0.3087072662,1.3512568226,0.9996967153,-0.0058883276,-0.0016010085,-0.0238587896
1520531468100275014,0.6891855472,-0.3087159137,1.3516537140,0.9997078765,-0.0069137953,-0.0023306756,-0.0230418959
1520531468108608014,0.6892385104,-0.3085712258,1.3517362124,0.9997262630,-0.0060094412,-0.0027343627,-0.0224456900
1520531468116941014,0.6893160076,-0.3084647813,1.3519934539,0.9997345422,-0.0057588651,-0.0033902469,-0.0220496436
1520531468125274014,0.6891556048,-0.3082953517,1.3521074786,0.9997214658,-0.0053249667,-0.0047812985,-0.0224894371
1520531468133608014,0.6893872468,-0.3083910054,1.3525978613,0.9997242517,-0.0052101999,-0.0056804893,-0.0221812192
1520531468141941014,0.6893890707,-0.3081952054,1.3527647086,0.9997294064,-0.0046711441,-0.0062813921,-0.0219052149
1520531468150274014,0.6895501802,-0.3082004820,1.3531331797,0.9997342566,-0.0044468315,-0.0069482483,-0.0215258835
1520531468158608014,0.6895684855,-0.3080950481,1.3533843736,0.9997253539,-0.0041156077,-0.0080688315,-0.0216141745
1520531468166941014,0.6896057505,-0.3080736605,1.3537231657,0.9997144375,-0.0035470203,-0.0089790897,-0.0218595077
1520531468175274014,0.6895829581,-0.3079801378,1.3540413128,0.9997160895,-0.0036168363,-0.0098607899,-0.0213874656
1520531468183608014,0.6894162029,-0.3079716508,1.3542420626,0.9996620828,-0.0021415717,-0.0113896766,-0.0232682012
1520531468191941014,0.6895897151,-0.3079950840,1.3546752864,0.9996654213,-0.0019975303,-0.0119094731,-0.0228739996
1520531468200275014,0.6894147426,-0.3078547583,1.3548384306,0.9996421329,-0.0016255020,-0.0130249715,-0.0233090959
1520531468208608014,0.6895843750,-0.3078714464,1.3552348149,0.9996398384,-0.0013121247,-0.0135584628,-0.0231222821
1520531468216941014,0.6896561983,-0.3077095316,1.3554823723,0.9996232836,-0.0002530768,-0.0144026175,-0.0233621809
1520531468225275014,0.6897861880,-0.3076644557,1.3558415078,0.9996211772,-0.0002403282,-0.0150692538,-0.0230295878
1520531468233608014,0.6898889338,-0.3075020588,1.3561120976,0.9996167893,0.0000399160,-0.0155928179,-0.0228721875
1520531468241941014,0.6899834229,-0.3074110258,1.3562634737,0.9996234593,0.0005742492,-0.0156534948,-0.0225294900
1520531468250274014,0.6898235284,-0.3069932063,1.3561666206,0.9996435780,0.0020320372,-0.0146518665,-0.0222240974
1520531468258608014,0.6898166920,-0.3066762369,1.3563432210,0.9996365830,0.0020277569,-0.0151306178,-0.0222183359
1520531468266941014,0.6900899567,-0.3066918942,1.3566294133,0.9996455830,0.0019600293,-0.0151431781,-0.0218071258
1520531468275274014,0.6901308929,-0.3066197063,1.3568245512,0.9996426762,0.0017093885,-0.0151778324,-0.0219369868
1520531468283608014,0.6901544491,-0.3065562185,1.3569994301,0.9996442046,0.0016468738,-0.0148805572,-0.0220753510
1520531468291941014,0.6904204188,-0.3067715549,1.3575140462,0.9996227241,0.0000852246,-0.0157861605,-0.0224766378
1520531468300274014,0.6904397795,-0.3067501032,1.3578012096,0.9996198943,-0.0007609752,-0.0155895933,-0.0227255875
1520531468308608014,0.6903596509,-0.3066993112,1.3579822648,0.9996173115,-0.0012941790,-0.0151951067,-0.0230795243
1520531468316941014,0.6902991551,-0.3066651815,1.3581929163,0.9996153864,-0.0020699572,-0.0147780946,-0.0233752519
1520531468325275014,0.6902312826,-0.3066623759,1.3584111194,0.9996102218,-0.0029970190,-0.0144189527,-0.0237174225
1520531468333608014,0.6901561025,-0.3066111469,1.3586386940,0.9996029734,-0.0041286777,-0.0141701278,-0.0240011905
1520531468341941014,0.6900473197,-0.3065529675,1.3588133447,0.9996139967,-0.0055829411,-0.0135579951,-0.0235980731
1520531468350275014,0.6900476221,-0.3066349280,1.3589934665,0.9995854923,-0.0057599026,-0.0131163634,-0.0249725461
1520531468358608014,0.6900272275,-0.3066334748,1.3591454682,0.9995789902,-0.0066799907,-0.0128004706,-0.0251668053
1520531468366941014,0.6900355455,-0.3065996634,1.3593099014,0.9995745781,-0.0075988256,-0.0125031471,-0.0252307751
1520531468375274014,0.6898986007,-0.3063627236,1.3592682657,0.9995685506,-0.0078439974,-0.0124530019,-0.0254186374
1520531468383608014,0.6901088066,-0.3063685380,1.3595435222,0.9995715051,-0.0087622752,-0.0125341827,-0.0249584271
1520531468391941014,0.6901977972,-0.3062487326,1.3597381076,0.9995702866,-0.0095035106,-0.0127750534,-0.0246114478
1520531468400274014,0.6903219523,-0.3060812010,1.3599561488,0.9995678377,-0.0101056051,-0.0131321533,-0.0242808806
1520531468408608014,0.6903604703,-0.3059241178,1.3601450405,0.9995591598,-0.0104528987,-0.0134821182,-0.0242992910
1520531468416941014,0.6905366958,-0.3057902572,1.3604480035,0.9995491569,-0.0113817308,-0.0139906145,-0.0240042058
1520531468425274014,0.6906997501,-0.3055726575,1.3606414480,0.9995498005,-0.0116913540,-0.0140972612,-0.0237650132
1520531468433608014,0.6908507593,-0.3053607971,1.3607937507,0.9995518263,-0.0119446967,-0.0141153238,-0.0235420541
1520531468441941014,0.6910069692,-0.3051128631,1.3609481720,0.9995536993,-0.0122138361,-0.0140961968,-0.0233349884
1520531468450275014,0.6910094565,-0.3047991280,1.3609287127,0.9995504325,-0.0119492806,-0.0143543565,-0.0234542119
1520531468458608014,0.6913622564,-0.3046847156,1.3611888892,0.9995645319,-0.0119987771,-0.0142186681,-0.0229042639
1520531468466941014,0.6913479498,-0.3043682725,1.3612376822,0.9995637090,-0.0115997006,-0.0141874218,-0.0231636691
1520531468475275014,0.6916521004,-0.3040375245,1.3613456730,0.9995944026,-0.0103218987,-0.0137107590,-0.0227267179
1520531468483608014,0.6917719045,-0.3038613198,1.3614459993,0.9996026796,-0.0096528585,-0.0136694008,-0.0226815508
1520531468491941014,0.6919131083,-0.3037067674,1.3615382837,0.9996032654,-0.0090474174,-0.0138373801,-0.0228031357
1520531468500274014,0.6920236817,-0.3037001984,1.3617282232,0.9995948350,-0.0089299381,-0.0141021576,-0.0230553920
1520531468508608014,0.6921529584,-0.3034925456,1.3617869043,0.9996035832,-0.0080148039,-0.0140566365,-0.0230401898
1520531468516941014,0.6921911268,-0.3032599542,1.3617271745,0.9996174910,-0.0072783147,-0.0139959488,-0.0227158810
1520531468525274014,0.6923729385,-0.3030667380,1.3617546639,0.9996317259,-0.0063742915,-0.0139640026,-0.0223782828
1520531468533608014,0.6924785331,-0.3028601826,1.3616765955,0.9996401267,-0.0055622867,-0.0143812394,-0.0219512658
1520531468541941014,0.6926154778,-0.3026947904,1.3616400058,0.9996480605,-0.0046198864,-0.0144445930,-0.0217661542
1520531468550274014,0.6927736274,-0.3024816213,1.3615882045,0.9996486525,-0.0035367978,-0.0148418827,-0.0216744341
1520531468558608014,0.6929262881,-0.3023503419,1.3614850070,0.9996524318,-0.0023968465,-0.0149141704,-0.0216064383
1520531468566941014,0.6929335729,-0.3021017255,1.3612838355,0.9996502945,-0.0010586899,-0.0152796481,-0.0215569075
1520531468575275014,0.6932160391,-0.3020681318,1.3612992051,0.9996626157,-0.0001902623,-0.0152997171,-0.0209889807
1520531468583608014,0.6934335241,-0.3020416591,1.3612332609,0.9996741566,0.0006305363,-0.0154501294,-0.0203095180
1520531468591941014,0.6935813527,-0.3020035624,1.3611521172,0.9996735799,0.0013387652,-0.0159737594,-0.0198942292
1520531468600275014,0.6937226403,-0.3019196034,1.3610350197,0.9996797093,0.0025467905,-0.0159742668,-0.0194631841
1520531468608608014,0.6937793185,-0.3017631309,1.3608756456,0.9996740654,0.0037496848,-0.0161910189,-0.0193792096
1520531468616941014,0.6938377225,-0.3017192955,1.3607308875,0.9996865189,0.0043367931,-0.0159351784,-0.0188182423
1520531468625274014,0.6936735904,-0.3013197520,1.3602615771,0.9996913661,0.0071070715,-0.0147419279,-0.0186905784
1520531468633608014,0.6939551188,-0.3015162724,1.3603972787,0.9996891701,0.0064963221,-0.0153349514,-0.0185526339
1520531468641941014,0.6938348716,-0.3012014310,1.3600377790,0.9996689664,0.0083549569,-0.0151288140,-0.0190596748
1520531468650274014,0.6936649207,-0.3009430472,1.3597372279,0.9996752467,0.0090487500,-0.0145331343,-0.0188761542
1520531468658608014,0.6934339396,-0.3005882050,1.3592679677,0.9996885772,0.0107572821,-0.0130025025,-0.0183838080
1520531468666941014,0.6937162115,-0.3005586253,1.3592432028,0.9997061057,0.0108276585,-0.0125017562,-0.0177248444
1520531468675274014,0.6936307700,-0.3004022834,1.3590245285,0.9997023311,0.0111924672,-0.0122219889,-0.0179053281
1520531468683608014,0.6938225042,-0.3004748099,1.3590031046,0.9997205699,0.0108954359,-0.0117213548,-0.0173977440
1520531468691941014,0.6936880798,-0.3002799220,1.3588041392,0.9997237223,0.0108421251,-0.0113897378,-0.0174700116
1520531468700275014,0.6938083265,-0.3003298025,1.3587790537,0.9997417878,0.0101095922,-0.0109207001,-0.0171724234
1520531468708608014,0.6939064011,-0.3003479450,1.3587654616,0.9997526298,0.0095920347,-0.0105914059,-0.0170438926
1520531468716941014,0.6940020605,-0.3002913536,1.3587717008,0.9997691146,0.0087462012,-0.0102017314,-0.0167674123
1520531468725275014,0.6940275157,-0.3002021747,1.3587929746,0.9997811827,0.0076681811,-0.0100691718,-0.0166552525
1520531468733608014,0.6940243782,-0.3000360121,1.3588502944,0.9997945392,0.0063312646,-0.0096273645,-0.0166765807
1520531468741941014,0.6941422520,-0.3000151375,1.3589698096,0.9998110535,0.0048348748,-0.0090902724,-0.0164878229
1520531468750274014,0.6942530675,-0.2999505229,1.3591278403,0.9998187694,0.0030488633,-0.0090125554,-0.0164895926
1520531468758608014,0.6940035010,-0.2998147148,1.3590855833,0.9998196890,0.0015509245,-0.0085538880,-0.0168823893
1520531468766941014,0.6942398556,-0.2999308623,1.3594455166,0.9998242926,-0.0008975996,-0.0082469501,-0.0168096995
1520531468775274014,0.6942682373,-0.2997868967,1.3596278072,0.9998299307,-0.0033574150,-0.0078113790,-0.0163651991
1520531468783608014,0.6945362256,-0.2999108916,1.3599151127,0.9998263565,-0.0057593261,-0.0077572882,-0.0159346032
1520531468791941014,0.6945986279,-0.2998106450,1.3601247139,0.9998040715,-0.0078483560,-0.0077763373,-0.0164240815
1520531468800274014,0.6947660338,-0.2998219951,1.3603883052,0.9997864159,-0.0103051437,-0.0078137361,-0.0161205502
1520531468808608014,0.6948413128,-0.2995011269,1.3605609219,0.9997555015,-0.0121424261,-0.0079105815,-0.0167009414
1520531468816941014,0.6949356763,-0.2994685398,1.3607006427,0.9997337527,-0.0140086146,-0.0077712283,-0.0166069393
1520531468825275014,0.6950024823,-0.2994285198,1.3608398499,0.9997032721,-0.0160723263,-0.0077450073,-0.0165850244
1520531468833608014,0.6953022368,-0.2995884092,1.3612229013,0.9996449121,-0.0187921176,-0.0086925714,-0.0167733510
1520531468841941014,0.6954026773,-0.2995657247,1.3613244459,0.9996051903,-0.0203216286,-0.0089650717,-0.0172082052
1520531468850275014,0.6954861033,-0.2995466441,1.3613973524,0.9995766482,-0.0213351091,-0.0090980014,-0.0175659863
1520531468858608014,0.6955079865,-0.2994938162,1.3614140395,0.9995523910,-0.0220345627,-0.0092447457,-0.0180008415
1520531468866941014,0.6955658730,-0.2994393920,1.3614432186,0.9995342232,-0.0226845536,-0.0093657258,-0.0181392104
1520531468875274014,0.6955746951,-0.2993424765,1.3613671687,0.9995302402,-0.0229856080,-0.0092731100,-0.0180269310
1520531468883608014,0.6957301547,-0.2994359937,1.3613956415,0.9995104806,-0.0232781062,-0.0096002097,-0.0185678456
1520531468891941014,0.6957825919,-0.2994425456,1.3613017112,0.9995063524,-0.0231750829,-0.0095868633,-0.0189224476
1520531468900274014,0.6958553696,-0.2994541617,1.3612284157,0.9995004352,-0.0230653156,-0.0097086769,-0.0193031848
1520531468908608014,0.6958756395,-0.2994856623,1.3610610324,0.9995015418,-0.0224759582,-0.0097058437,-0.0199322823
1520531468916941014,0.6958617782,-0.2994883930,1.3607456058,0.9995157501,-0.0212973323,-0.0094681632,-0.0206165661
1520531468925274014,0.6957826087,-0.2995368392,1.3604943304,0.9995231720,-0.0208980059,-0.0091813035,-0.0207943663
1520531468933608014,0.6958099844,-0.2997109444,1.3602728769,0.9995247378,-0.0195558379,-0.0091018641,-0.0220232544
1520531468941941014,0.6957881513,-0.2997709461,1.3599888728,0.9995288371,-0.0183672134,-0.0092110961,-0.0228014266
1520531468950275014,0.6958608078,-0.2997958345,1.3597367146,0.9995371648,-0.0170762365,-0.0094126037,-0.0233508276
1520531468958608014,0.6958904595,-0.2998980523,1.3594933469,0.9995518670,-0.0159017650,-0.0094134085,-0.0235496669
1520531468966941014,0.6958811006,-0.2999341076,1.3592507488,0.9995540880,-0.0148875422,-0.0098416900,-0.0239400774
1520531468975275014,0.6958710203,-0.2999725358,1.3590262965,0.9995600610,-0.0136007340,-0.0100661045,-0.0243593500
1520531468983608014,0.6957917272,-0.2999735206,1.3587769170,0.9995528651,-0.0124135446,-0.0104205331,-0.0251274003
1520531468991941014,0.6958032659,-0.2999557621,1.3586046070,0.9995599566,-0.0113509466,-0.0106734849,-0.0252413542
1520531469000274014,0.6958074488,-0.2999950775,1.3585597034,0.9995581411,-0.0111440299,-0.0109820863,-0.0252730475
1520531469008608014,0.6957937754,-0.2999363369,1.3584242449,0.9995649556,-0.0105396049,-0.0111106760,-0.0252065284
1520531469016941014,0.6957350050,-0.2998671219,1.3583032618,0.9995722186,-0.0101533638,-0.0111380452,-0.0250645739
1520531469025274014,0.6956851497,-0.2997901074,1.3582077616,0.9995728085,-0.0100365916,-0.0113321813,-0.0250009808
1520531469033608014,0.6956425306,-0.2996847172,1.3581685959,0.9995789674,-0.0103938320,-0.0114076545,-0.0245707462
1520531469041941014,0.6956241381,-0.2996164375,1.3581667556,0.9995796823,-0.0102315701,-0.0113310982,-0.0246450794
1520531469050274014,0.6955584748,-0.2994936531,1.3581718672,0.9995750928,-0.0107715511,-0.0114971069,-0.0245239494
1520531469058608014,0.6955128469,-0.2993625789,1.3582307029,0.9995712537,-0.0115374157,-0.0115092051,-0.0243256026
1520531469066941014,0.6954435754,-0.2992242101,1.3582921539,0.9995725886,-0.0125764758,-0.0112883363,-0.0238546803
1520531469075275014,0.6953082219,-0.2990239853,1.3582842784,0.9995684394,-0.0131975770,-0.0110577553,-0.0238009430
1520531469083608014,0.6951497597,-0.2988146782,1.3583770810,0.9995530580,-0.0143776603,-0.0113456296,-0.0236271834
1520531469091941014,0.6952586208,-0.2988102250,1.3586519039,0.9995416920,-0.0161908175,-0.0112284743,-0.0229822708
1520531469100275014,0.6953321983,-0.2986194506,1.3589145349,0.9995371359,-0.0175548486,-0.0109602994,-0.0222982763
1520531469108608014,0.6953103048,-0.2985402979,1.3591395987,0.9995178201,-0.0192946097,-0.0108198779,-0.0217893474
1520531469116941014,0.6952727154,-0.2983917448,1.3593395975,0.9994904149,-0.0205934311,-0.0109249626,-0.0218051916
1520531469125274014,0.6951989175,-0.2982479457,1.3595206159,0.9994627530,-0.0219796601,-0.0110463590,-0.0216582053
1520531469133608014,0.6951089767,-0.2981209510,1.3597046547,0.9994275600,-0.0234613960,-0.0114013863,-0.0215435295
1520531469141941014,0.6950643635,-0.2979435902,1.3599100371,0.9993947828,-0.0251940398,-0.0117061044,-0.0209355096
1520531469150274014,0.6950821882,-0.2979285087,1.3602093420,0.9993503498,-0.0268504617,-0.0124998047,-0.0205349924
1520531469158608014,0.6950927200,-0.2977001293,1.3603326551,0.9993281673,-0.0280570573,-0.0128657828,-0.0197607488
1520531469166941014,0.6950216516,-0.2975672201,1.3604961531,0.9992927647,-0.0295549730,-0.0132938158,-0.0190721884
1520531469175274014,0.6949477451,-0.2974686052,1.3606456198,0.9992680609,-0.0303820993,-0.0137721152,-0.0187242978
1520531469183608014,0.6949118744,-0.2973533775,1.3608668616,0.9992342634,-0.0311285606,-0.0146841732,-0.0186084577
1520531469191941014,0.6948196301,-0.2971844611,1.3610274574,0.9991980165,-0.0325051720,-0.0149627962,-0.0179680917
1520531469200275014,0.6947602437,-0.2969549704,1.3612426622,0.9991586604,-0.0342036336,-0.0153224415,-0.0166524948
1520531469208608014,0.6946733702,-0.2968838880,1.3614002385,0.9991339894,-0.0343224581,-0.0159769497,-0.0172620153
1520531469216941014,0.6945508675,-0.2966801244,1.3615891761,0.9990942819,-0.0351395952,-0.0167199827,-0.0172124078
1520531469225275014,0.6944878601,-0.2964017124,1.3617536250,0.9990623933,-0.0357882875,-0.0173928134,-0.0170593900
1520531469233608014,0.6944154245,-0.2962323484,1.3619266323,0.9990375282,-0.0363514295,-0.0178772641,-0.0168224328
1520531469241941014,0.6942659984,-0.2960170610,1.3620404551,0.9990152910,-0.0366896733,-0.0184139415,-0.0168298235
1520531469250274014,0.6941483538,-0.2958207233,1.3621691197,0.9989859054,-0.0371549988,-0.0190060163,-0.0168949165
1520531469258608014,0.6939940539,-0.2955977485,1.3623013427,0.9989529944,-0.0377310912,-0.0196125007,-0.0168709689
1520531469266941014,0.6937687828,-0.2953557463,1.3623777247,0.9989345254,-0.0381782399,-0.0199335655,-0.0165797733
1520531469275274014,0.6936314640,-0.2952121136,1.3624569886,0.9989069213,-0.0381764194,-0.0206433488,-0.0173601764
1520531469283608014,0.6934859107,-0.2950438026,1.3625407949,0.9988865910,-0.0384488030,-0.0210132758,-0.0174845669
1520531469291941014,0.6933127003,-0.2948514704,1.3626559050,0.9988527717,-0.0388416048,-0.0215210374,-0.0179252677
1520531469300274014,0.6931494726,-0.2946750999,1.3627267042,0.9988279812,-0.0394383905,-0.0217476971,-0.0177289334
1520531469308608014,0.6930993040,-0.2946874556,1.3628891013,0.9987994925,-0.0400545065,-0.0220500879,-0.0175785045
1520531469316941014,0.6928209652,-0.2944090234,1.3629077025,0.9987955858,-0.0397336065,-0.0221835856,-0.0183441241
1520531469325275014,0.6926562764,-0.2942953019,1.3629872464,0.9987844648,-0.0398509557,-0.0222691211,-0.0185897928
1520531469333608014,0.6924837471,-0.2941899940,1.3630639140,0.9987744172,-0.0399259992,-0.0223990059,-0.0188112371
1520531469341941014,0.6923369801,-0.2941211704,1.3631513391,0.9987605893,-0.0399719340,-0.0226570361,-0.0191360506
1520531469350275014,0.6922231896,-0.2941003530,1.3632492508,0.9987661960,-0.0395708021,-0.0227863234,-0.0195197558
1520531469358608014,0.6920608885,-0.2940117708,1.3632826427,0.9987633191,-0.0393561690,-0.0231380717,-0.0196863938
1520531469366941014,0.6919595193,-0.2939542959,1.3633894383,0.9987725253,-0.0391145636,-0.0231804694,-0.0196509402
1520531469375274014,0.6918720411,-0.2938451562,1.3634441286,0.9987650994,-0.0391116231,-0.0235953541,-0.0195401210
1520531469383608014,0.6917514750,-0.2937806263,1.3635069838,0.9987700316,-0.0387756266,-0.0238222990,-0.0196817873
1520531469391941014,0.6916212857,-0.2937035031,1.3635469999,0.9987767649,-0.0383836686,-0.0240731808,-0.0198027750
1520531469400274014,0.6915252600,-0.2936107746,1.3636157226,0.9988086226,-0.0373445827,-0.0242752015,-0.0199356979
1520531469408608014,0.6914114599,-0.2935320403,1.3636107956,0.9988277764,-0.0367041891,-0.0244793689,-0.0199157242
1520531469416941014,0.6912713329,-0.2933935316,1.3635971254,0.9988448694,-0.0362296621,-0.0245260465,-0.0198698658
1520531469425274014,0.6911266999,-0.2932836379,1.3635872538,0.9988644972,-0.0355734911,-0.0246628198,-0.0198994529
1520531469433608014,0.6909537249,-0.2931441080,1.3636116661,0.9988686823,-0.0352666014,-0.0249367731,-0.0198942149
1520531469441941014,0.6908144456,-0.2930376986,1.3636161104,0.9988927589,-0.0342262454,-0.0251165155,-0.0202726658
1520531469450275014,0.6906859330,-0.2929186800,1.3636062939,0.9989130431,-0.0333218234,-0.0252871990,-0.0205656517
1520531469458608014,0.6905438485,-0.2927727688,1.3636046400,0.9989389043,-0.0322378345,-0.0254501563,-0.0208345158
1520531469466941014,0.6904110859,-0.2926581395,1.3635938927,0.9989747179,-0.0312929324,-0.0253412700,-0.0206902249
