#timestamp [ns], p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z []
1520531124594542537,0.8078726084,-0.2527350719,1.2787081763,0.9994087285,0.0140875992,-0.0295946652,-0.0103869530
1520531124602875537,0.8080321431,-0.2527169694,1.2787623900,0.9994281053,0.0141964798,-0.0290992354,-0.0097548378
1520531124611208537,0.8082285656,-0.2528154681,1.2789204381,0.9994552895,0.0137601628,-0.0285799727,-0.0091086452
1520531124619542537,0.8083703931,-0.2529023836,1.2791724493,0.9994893957,0.0128833402,-0.0279842110,-0.0084765190
1520531124627875537,0.8085017978,-0.2529735878,1.2794540183,0.9995218628,0.0116132700,-0.0275103803,-0.0080222601
1520531124636208537,0.8085872641,-0.2530551992,1.2797207050,0.9995568770,0.0101271787,-0.0269774289,-0.0074637939
1520531124644541537,0.8086585881,-0.2532555429,1.2801311356,0.9995831610,0.0080997482,-0.0267296051,-0.0073093504
1520531124652875537,0.8086575859,-0.2534156791,1.2805586573,0.9996133095,0.0054858317,-0.0263906436,-0.0068316198
1520531124661208537,0.8087793047,-0.2535375048,1.2809765569,0.9996415906,0.0035525612,-0.0258056066,-0.0061757861
1520531124669541537,0.8087901361,-0.2535290443,1.2813274190,0.9996605243,0.0017822974,-0.0254167557,-0.0054449989
1520531124677875537,0.8088790912,-0.2537011201,1.2817740037,0.9996602265,-0.0003695213,-0.0254544770,-0.0056004143
1520531124686208537,0.8090522994,-0.2536818595,1.2822454259,0.9996755250,-0.0027336334,-0.0248846890,-0.0047036369
1520531124694541537,0.8090923703,-0.2535855311,1.2825647415,0.9996770804,-0.0043438056,-0.0246687690,-0.0042799561
1520531124702875537,0.8091748825,-0.2535886598,1.2829614320,0.9996711430,-0.0062283217,-0.0245732010,-0.0038693316
1520531124711208537,0.8092181284,-0.2536115386,1.2832968552,0.9996690052,-0.0080658329,-0.0241872655,-0.0034349008
1520531124719542537,0.8092949902,-0.2535494779,1.2836322570,0.9996542200,-0.0096541589,-0.0242512242,-0.0031805321
1520531124727875537,0.8094053578,-0.2535565787,1.2839397217,0.9996470683,-0.0112097515,-0.0239380225,-0.0026554549
1520531124736208537,0.8094871708,-0.2534307592,1.2841835407,0.9996424378,-0.0126136151,-0.0234907930,-0.0020189081
1520531124744542537,0.8095760473,-0.2534502326,1.2844778075,0.9996346576,-0.0140554314,-0.0230388892,-0.0014851840
1520531124752875537,0.8096521313,-0.2533833526,1.2846678136,0.9996382505,-0.0146052531,-0.0225461713,-0.0013133199
1520531124761208537,0.8096597301,-0.2533089118,1.2848352856,0.9996383931,-0.0157412641,-0.0217936224,-0.0005775858
1520531124769541537,0.8096913838,-0.2533629583,1.2849995502,0.9996385711,-0.0162331698,-0.0214220559,-0.0005539004
1520531124777875537,0.8097363709,-0.2534923899,1.2851098537,0.9996556918,-0.0145813344,-0.0217129838,-0.0021044780
1520531124786208537,0.8096450108,-0.2536180641,1.2851426520,0.9996736899,-0.0146494280,-0.0208104083,-0.0021988351
1520531124794541537,0.8095446092,-0.2536914963,1.2851805644,0.9996800364,-0.0140551739,-0.0208692312,-0.0025984745
1520531124802875537,0.8094882541,-0.2537335938,1.2851362476,0.9996906555,-0.0132707303,-0.0208604236,-0.0027062574
1520531124811208537,0.8094859532,-0.2537715780,1.2851022114,0.9997021282,-0.0121914972,-0.0209705709,-0.0026939530
1520531124819541537,0.8095110816,-0.2538072159,1.2850319550,0.9997146236,-0.0109379725,-0.0210924982,-0.0024776173
1520531124827875537,0.8095675496,-0.2537460330,1.2849654370,0.9997312922,-0.0097792152,-0.0209474714,-0.0017069568
1520531124836208537,0.8095784184,-0.2537168175,1.2849823525,0.9997238681,-0.0090532355,-0.0216390300,-0.0014067512
1520531124844542537,0.8097063887,-0.2537565028,1.2848074377,0.9997445657,-0.0066556996,-0.0215807668,-0.0008806342
1520531124852875537,0.8097397531,-0.2535421503,1.2845206516,0.9997530769,-0.0046581686,-0.0217275498,0.0000141785
1520531124861208537,0.8098281996,-0.2534569595,1.2842966417,0.9997604043,-0.0028403132,-0.0216919600,0.0007249041
1520531124869542537,0.8099323995,-0.2534101596,1.2840609876,0.9997620089,-0.0010619674,-0.0217660509,0.0010182508
1520531124877875537,0.8100419939,-0.2533840045,1.2838190440,0.9997625069,0.0004265699,-0.0217152061,0.0017882150
1520531124886208537,0.8101421211,-0.2532649836,1.2835188932,0.9997623960,0.0021829605,-0.0215537829,0.0024126108
1520531124894541537,0.8101856318,-0.2532220114,1.2832630850,0.9997541123,0.0039144254,-0.0216358990,0.0028775005
1520531124902875537,0.8102399147,-0.2532107507,1.2830667957,0.9997430833,0.0052470757,-0.0218225311,0.0031642993
1520531124911208537,0.8102587136,-0.2531981885,1.2829103279,0.9997318568,0.0063179563,-0.0220134294,0.0034215267
1520531124919541537,0.8102566981,-0.2532123400,1.2828006837,0.9997150185,0.0074638796,-0.0224107761,0.0034538870
1520531124927875537,0.8102526541,-0.2532486457,1.2827564632,0.9997093957,0.0077494061,-0.0224776139,0.0039784173
1520531124936208537,0.8102685161,-0.2532740871,1.2827391071,0.9996803077,0.0092633393,-0.0232773749,0.0034112623
1520531124944541537,0.8101855608,-0.2533510222,1.2827477608,0.9996813297,0.0091736052,-0.0232383770,0.0036141310
1520531124952875537,0.8101097106,-0.2534038613,1.2827453064,0.9996740504,0.0094600004,-0.0234464821,0.0035445576
1520531124961208537,0.8100313244,-0.2533700656,1.2826455756,0.9996669255,0.0101099457,-0.0234612011,0.0036604901
1520531124969542537,0.8099557748,-0.2534586544,1.2826688401,0.9996655334,0.0100761459,-0.0235561940,0.0035211405
1520531124977875537,0.8098708281,-0.2535377708,1.2826897775,0.9996659777,0.0096866468,-0.0237185101,0.0033961963
1520531124986208537,0.8097758662,-0.2536443279,1.2827265424,0.9996732857,0.0094961235,-0.0235084572,0.0032400406
1520531124994542537,0.8097010380,-0.2536929369,1.2827169284,0.9996707970,0.0096179167,-0.0236221190,0.0027908407
1520531125002875537,0.8095672004,-0.2539455727,1.2828345735,0.9996724076,0.0089385549,-0.0238933493,0.0020706397
1520531125011208537,0.8094477439,-0.2540525232,1.2828168994,0.9996888403,0.0082686816,-0.0234647687,0.0018044900
1520531125019541537,0.8093348124,-0.2541858406,1.2828169533,0.9997074407,0.0076451188,-0.0228889110,0.0016379479
1520531125027875537,0.8092029358,-0.2542677814,1.2827760062,0.9997256512,0.0071396663,-0.0222450459,0.0016749442
1520531125036208537,0.8090996268,-0.2543168946,1.2827861523,0.9997481945,0.0058358234,-0.0215438059,0.0023141459
1520531125044541537,0.8090410618,-0.2545752764,1.2827980648,0.9997516387,0.0059399190,-0.0214541169,0.0010484271
1520531125052875537,0.8089977281,-0.2547820644,1.2828335755,0.9997589992,0.0053497413,-0.0212895474,0.0002809826
1520531125061208537,0.8088741796,-0.2549413221,1.2828249559,0.9997761993,0.0044278431,-0.0206837818,0.0003558972
1520531125069541537,0.8088092655,-0.2550632052,1.2828351769,0.9997838951,0.0039710486,-0.0204033352,0.0003127631
1520531125077875537,0.8087658373,-0.2551749008,1.2828442675,0.9997900277,0.0036555082,-0.0201623053,0.0001383020
1520531125086208537,0.8086829535,-0.2552753714,1.2828345385,0.9997981078,0.0033947006,-0.0198044427,0.0000601282
1520531125094542537,0.8086054542,-0.2553512931,1.2828487596,0.9998040591,0.0032426664,-0.0195269480,-0.0001640341
1520531125102875537,0.8085309276,-0.2554555843,1.2828376844,0.9998119550,0.0031223334,-0.0191363156,-0.0003272053
1520531125111208537,0.8084428538,-0.2555436921,1.2828152886,0.9998184096,0.0030496259,-0.0188030976,-0.0005395685
1520531125119542537,0.8083764564,-0.2556232445,1.2828048472,0.9998278164,0.0029317089,-0.0183118719,-0.0006464999
1520531125127875537,0.8083072537,-0.2556898129,1.2827780755,0.9998329999,0.0030479615,-0.0180005856,-0.0008131152
1520531125136208537,0.8082649065,-0.2557018011,1.2827122157,0.9998379129,0.0036757934,-0.0176077344,-0.0007772483
1520531125144541537,0.8083611789,-0.2560327420,1.2829182360,0.9998338643,0.0026887470,-0.0180184217,-0.0005924195
1520531125152875537,0.8081941318,-0.2557503012,1.2826534111,0.9998434376,0.0039701911,-0.0172220578,-0.0008594735
1520531125161208537,0.8080953284,-0.2555709120,1.2826889142,0.9998500504,0.0028277047,-0.0170844859,0.0000339078
1520531125169541537,0.8081091522,-0.2556457717,1.2826726613,0.9998442413,0.0038052519,-0.0172194878,-0.0007088447
1520531125177875537,0.8081932116,-0.2558439674,1.2829313516,0.9998463935,0.0019514031,-0.0174118283,0.0004579668
1520531125186208537,0.8080717271,-0.2556642387,1.2826866777,0.9998471281,0.0041304598,-0.0169737681,-0.0007422912
1520531125194541537,0.8080279774,-0.2555913564,1.2826972861,0.9998568570,0.0036339093,-0.0165243981,0.0000661986
1520531125202875537,0.8081347527,-0.2558334641,1.2826631802,0.9998566742,0.0053783753,-0.0160297983,-0.0008658972
1520531125211208537,0.8080773406,-0.2557623925,1.2825845961,0.9998504818,0.0061332539,-0.0161171219,-0.0012788753
1520531125219542537,0.8079555431,-0.2557315282,1.2825675195,0.9998512856,0.0058329617,-0.0161532770,-0.0015667770
1520531125227875537,0.8079734615,-0.2559137911,1.2824820498,0.9998562324,0.0068725929,-0.0154002469,-0.0017647419
1520531125236208537,0.8079114716,-0.2560102177,1.2824554991,0.9998580975,0.0070413859,-0.0151960943,-0.0018117538
1520531125244542537,0.8078011517,-0.2560747951,1.2823619459,0.9998558131,0.0072822850,-0.0151960473,-0.0020979733
1520531125252875537,0.8077459211,-0.2560520530,1.2821779607,0.9998458974,0.0081337488,-0.0153758576,-0.0023678066
1520531125261208537,0.8076768612,-0.2561017015,1.2821490466,0.9998390513,0.0085399622,-0.0155771120,-0.0025088139
1520531125269541537,0.8076758915,-0.2561757420,1.2820915170,0.9998305782,0.0089277150,-0.0158792543,-0.0026382056
1520531125277875537,0.8076400110,-0.2561678367,1.2819877432,0.9998237982,0.0095369464,-0.0159502107,-0.0026476376
1520531125286208537,0.8076068742,-0.2562760485,1.2819329464,0.9998238140,0.0098275124,-0.0157869508,-0.0025559988
1520531125294541537,0.8074983320,-0.2562950944,1.2818059316,0.9998196863,0.0105037859,-0.0155822860,-0.0027308979
1520531125302875537,0.8073992468,-0.2562682356,1.2816503432,0.9998124794,0.0112947714,-0.0154524388,-0.0029421560
1520531125311208537,0.8073244063,-0.2562670938,1.2815312894,0.9998118807,0.0116357823,-0.0152450905,-0.0028980875
1520531125319541537,0.8072842654,-0.2562892691,1.2814350276,0.9998065558,0.0124106873,-0.0149471117,-0.0030675313
1520531125327875537,0.8072149651,-0.2562624787,1.2813341313,0.9998010675,0.0129869107,-0.0147907143,-0.0032249578
1520531125336208537,0.8071421059,-0.2561759242,1.2811159070,0.9997947055,0.0140958974,-0.0142222543,-0.0030951681
1520531125344542537,0.8070962318,-0.2562450704,1.2810995395,0.9997933155,0.0141234150,-0.0142547360,-0.0032646595
1520531125352875537,0.8069748227,-0.2561588800,1.2808145852,0.9997797151,0.0152125368,-0.0140661979,-0.0033529205
1520531125361208537,0.8069542455,-0.2562241240,1.2808159146,0.9997780107,0.0151730523,-0.0141883848,-0.0035210095
1520531125369542537,0.8069206413,-0.2561650809,1.2807019598,0.9997733940,0.0155950346,-0.0141165107,-0.0032679615
1520531125377875537,0.8068849633,-0.2560026910,1.2804642430,0.9997604447,0.0167470517,-0.0137457795,-0.0031053064
1520531125386208537,0.8068600828,-0.2559369682,1.2803457382,0.9997546858,0.0170486355,-0.0138299220,-0.0029403323
1520531125394541537,0.8068515127,-0.2558880232,1.2802380518,0.9997506156,0.0173856201,-0.0137414875,-0.0027601451
1520531125402875537,0.8068364823,-0.2558275593,1.2801629266,0.9997488341,0.0175844541,-0.0136477329,-0.0026067245
1520531125411208537,0.8068121530,-0.2557252314,1.2800619066,0.9997451276,0.0178713537,-0.0135846906,-0.0023980731
1520531125419541537,0.8067554066,-0.2556644327,1.2799332716,0.9997453436,0.0179483706,-0.0134935408,-0.0022423734
1520531125427875537,0.8067935492,-0.2555166471,1.2798905010,0.9997442098,0.0181277524,-0.0134361740,-0.0015391058
1520531125436208537,0.8067888101,-0.2554352555,1.2798379328,0.9997442471,0.0181838290,-0.0133787257,-0.0013410450
1520531125444541537,0.8068104423,-0.2553679711,1.2798345056,0.9997471728,0.0179509314,-0.0135005363,-0.0010440555
1520531125452875537,0.8068384552,-0.2553082661,1.2797916191,0.9997468608,0.0180449923,-0.0134112901,-0.0008543450
1520531125461208537,0.8068066126,-0.2552231693,1.2797747691,0.9997494802,0.0177472678,-0.0136235527,-0.0006403641
1520531125469542537,0.8068156101,-0.2551676513,1.2797710477,0.9997518523,0.0175402532,-0.0137252089,-0.0004380884
1520531125477875537,0.8068440781,-0.2552638441,1.2799116441,0.9997631840,0.0164311874,-0.0142361142,-0.0009617984
1520531125486208537,0.8067826809,-0.2552332670,1.2798760083,0.9997664550,0.0162617108,-0.0141983682,-0.0009992739
1520531125494542537,0.8067974489,-0.2552019040,1.2798738125,0.9997712640,0.0160057113,-0.0141552825,-0.0009299662
1520531125502875537,0.8068051462,-0.2551744446,1.2798627902,0.9997766974,0.0157652282,-0.0140407506,-0.0009328181
1520531125511208537,0.8068115892,-0.2551586508,1.2798454123,0.9997843237,0.0154861167,-0.0138074090,-0.0009174841
1520531125519541537,0.8068054317,-0.2551713022,1.2798262061,0.9997850124,0.0154514441,-0.0137835550,-0.0010933588
1520531125527875537,0.8068382461,-0.2551265280,1.2797957820,0.9997961740,0.0149457919,-0.0135428643,-0.0009080408
1520531125536208537,0.8068521215,-0.2551137839,1.2797776458,0.9998040436,0.0145564168,-0.0133971509,-0.0007081102
1520531125544541537,0.8068917103,-0.2551247692,1.2797601940,0.9998089765,0.0143405593,-0.0132596883,-0.0007344721
1520531125552875537,0.8069357555,-0.2551169229,1.2797535532,0.9998124493,0.0141032658,-0.0132522709,-0.0007357738
1520531125561208537,0.8069906218,-0.2551185798,1.2797361558,0.9998162284,0.0138907314,-0.0131925577,-0.0007165637
1520531125569541537,0.8070322690,-0.2551197915,1.2797165730,0.9998215339,0.0135734890,-0.0131263036,-0.0006007846
1520531125577875537,0.8071095781,-0.2551349021,1.2797032020,0.9998259619,0.0133708906,-0.0129933156,-0.0006625437
1520531125586208537,0.8072004036,-0.2551614225,1.2796960558,0.9998295120,0.0132964945,-0.0127982092,-0.0005967235
1520531125594542537,0.8072639766,-0.2551828940,1.2796802600,0.9998329429,0.0130762673,-0.0127554333,-0.0006295930
1520531125602875537,0.8074649670,-0.2552556211,1.2797487998,0.9998134813,0.0136651492,-0.0135534120,-0.0016035337
1520531125611208537,0.8073050499,-0.2551600692,1.2796207353,0.9998403631,0.0127524136,-0.0125070571,-0.0004447643
1520531125619542537,0.8074208632,-0.2552473331,1.2796570559,0.9998480814,0.0125073911,-0.0121365654,-0.0002882583
1520531125627875537,0.8075546356,-0.2553853209,1.2797100962,0.9998320130,0.0131280600,-0.0127142166,-0.0013958642
1520531125636208537,0.8074593886,-0.2553055451,1.2795937451,0.9998323875,0.0131752805,-0.0125891942,-0.0017666577
1520531125644541537,0.8076733219,-0.2554490242,1.2796732950,0.9998379425,0.0130811936,-0.0122663249,-0.0015838159
1520531125652875537,0.8077351288,-0.2554785901,1.2796726675,0.9998404958,0.0129937306,-0.0121344528,-0.0017032127
1520531125661208537,0.8078139110,-0.2554845310,1.2796495649,0.9998459650,0.0127827319,-0.0119070493,-0.0016941988
1520531125669541537,0.8078593334,-0.2554842446,1.2796242367,0.9998570011,0.0122938611,-0.0115234211,-0.0014315012
1520531125677875537,0.8079432350,-0.2555230554,1.2796220595,0.9998574278,0.0122824619,-0.0114848562,-0.0015372941
1520531125686208537,0.8080296960,-0.2555403429,1.2796255756,0.9998604281,0.0121466228,-0.0113636632,-0.0015655684
1520531125694541537,0.8080863833,-0.2556496957,1.2796371149,0.9998636462,0.0119884574,-0.0112291781,-0.0016945622
1520531125702875537,0.8081560735,-0.2555876862,1.2794792321,0.9998625649,0.0124406764,-0.0108399075,-0.0016053649
1520531125711208537,0.8082521823,-0.2557661779,1.2795830348,0.9998623338,0.0121048640,-0.0111682660,-0.0020138442
1520531125719542537,0.8083146845,-0.2557358450,1.2794323224,0.9998600174,0.0125847900,-0.0108380313,-0.0020262476
1520531125727875537,0.8083966668,-0.2559126176,1.2795099476,0.9998587654,0.0123629924,-0.0111084848,-0.0024914201
1520531125736208537,0.8084852369,-0.2560086750,1.2794743048,0.9998609879,0.0122312519,-0.0110423153,-0.0025433489
1520531125744542537,0.8085527509,-0.2560365776,1.2793083239,0.9998561404,0.0128123266,-0.0108196147,-0.0025453439
1520531125752875537,0.8085926725,-0.2561262764,1.2793320351,0.9998597540,0.0128982023,-0.0104503706,-0.0022132373
1520531125761208537,0.8087087185,-0.2562064176,1.2791795667,0.9998508370,0.0134534601,-0.0105522636,-0.0024408831
1520531125769541537,0.8088379546,-0.2564703856,1.2793055545,0.9998599140,0.0124047889,-0.0108797505,-0.0028115052
1520531125777875537,0.8088681493,-0.2564360735,1.2791284187,0.9998530111,0.0129514024,-0.0108687004,-0.0028440846
1520531125786208537,0.8089427502,-0.2565271770,1.2790817035,0.9998534544,0.0129637638,-0.0108081964,-0.0028624065
1520531125794541537,0.8090443715,-0.2566345141,1.2791027113,0.9998592097,0.0126323065,-0.0107077768,-0.0027072539
1520531125802875537,0.8090700806,-0.2566560202,1.2790526060,0.9998575811,0.0125282759,-0.0109408750,-0.0028560515
1520531125811208537,0.8091758112,-0.2567600117,1.2790345226,0.9998577270,0.0126175058,-0.0108333287,-0.0028219141
1520531125819541537,0.8092801545,-0.2568630904,1.2790774588,0.9998624304,0.0122564629,-0.0108649039,-0.0026178877
1520531125827875537,0.8093244169,-0.2569180153,1.2791191173,0.9998649831,0.0118435506,-0.0110981197,-0.0025646895
1520531125836208537,0.8094555349,-0.2569436783,1.2791313881,0.9998598756,0.0121529220,-0.0112102432,-0.0026203416
1520531125844542537,0.8094996860,-0.2570678545,1.2791569516,0.9998682190,0.0115990521,-0.0110890611,-0.0024575069
1520531125852875537,0.8096877943,-0.2574493065,1.2795399993,0.9998924004,0.0097337936,-0.0108556662,-0.0016110316
1520531125861208537,0.8097609632,-0.2574869527,1.2794971397,0.9998900939,0.0098650197,-0.0109537292,-0.0015802635
1520531125869542537,0.8098392375,-0.2575125758,1.2795640994,0.9998908822,0.0096192351,-0.0111125746,-0.0014847996
1520531125877875537,0.8099470058,-0.2575513658,1.2796278771,0.9998922285,0.0093751771,-0.0112257095,-0.0012731643
1520531125886208537,0.8098879869,-0.2573631074,1.2795173373,0.9998844427,0.0100823066,-0.0112440563,-0.0017376872
1520531125894541537,0.8099526571,-0.2571900522,1.2792982699,0.9998673879,0.0111460218,-0.0116933477,-0.0020587611
1520531125902875537,0.8100357215,-0.2573430391,1.2794297388,0.9998773564,0.0105365242,-0.0114493658,-0.0017792853
1520531125911208537,0.8101166061,-0.2573062410,1.2793970905,0.9998740289,0.0106410156,-0.0116192900,-0.0019202037
1520531125919541537,0.8101654247,-0.2573203459,1.2793068884,0.9998691075,0.0111290024,-0.0115344851,-0.0022065511
1520531125927875537,0.8102360788,-0.2573277852,1.2793246962,0.9998689980,0.0112247955,-0.0114409561,-0.0022572835
1520531125936208537,0.8102734621,-0.2573529639,1.2792869952,0.9998673677,0.0112816914,-0.0114769829,-0.0024998452
1520531125944541537,0.8102899208,-0.2573032077,1.2792433868,0.9998636896,0.0116826959,-0.0114280273,-0.0023488458
1520531125952875537,0.8103226594,-0.2573016146,1.2792109059,0.9998612352,0.0117631780,-0.0115130860,-0.0025664799
1520531125961208537,0.8103750323,-0.2573026951,1.2791766853,0.9998562048,0.0120156101,-0.0116543880,-0.0027147991
1520531125969542537,0.8104515442,-0.2573548337,1.2791984576,0.9998565039,0.0118413671,-0.0118015553,-0.0027344088
1520531125977875537,0.8107945122,-0.2573756014,1.2791758366,0.9998453807,0.0118608075,-0.0127229679,-0.0025811062
1520531125986208537,0.8106195714,-0.2576967480,1.2794232642,0.9998670458,0.0105229351,-0.0120889698,-0.0030025478
1520531125994542537,0.8107341823,-0.2576890583,1.2791864985,0.9998495975,0.0112044957,-0.0128638247,-0.0031246805
1520531126002875537,0.8107541121,-0.2578182906,1.2792146908,0.9998509776,0.0109113788,-0.0129993779,-0.0031591912
1520531126011208537,0.8107891893,-0.2578999967,1.2791481853,0.9998446861,0.0107909172,-0.0135438901,-0.0032745759
1520531126019541537,0.8108543951,-0.2580805613,1.2791949274,0.9998493171,0.0102106887,-0.0137103169,-0.0030186264
1520531126027875537,0.8109064884,-0.2582107869,1.2791141155,0.9998444126,0.0101380474,-0.0141367296,-0.0029195040
1520531126036208537,0.8109182278,-0.2583271254,1.2790160822,0.9998393006,0.0101373174,-0.0144879228,-0.0029509019
1520531126044541537,0.8109494068,-0.2584572691,1.2789565131,0.9998307254,0.0100989714,-0.0150690838,-0.0030747394
1520531126052875537,0.8109883729,-0.2585744359,1.2789139022,0.9998262194,0.0098797873,-0.0155099372,-0.0030598419
1520531126061208537,0.8110443648,-0.2587733857,1.2788939576,0.9998298219,0.0089004486,-0.0159244031,-0.0027427589
1520531126069541537,0.8110492248,-0.2587877725,1.2787827651,0.9998266929,0.0093632137,-0.0159004535,-0.0024677969
1520531126077875537,0.8111239879,-0.2590175577,1.2788192766,0.9998252817,0.0085636155,-0.0163508306,-0.0029531315
1520531126086208537,0.8111183005,-0.2590455195,1.2787347893,0.9998247111,0.0085274708,-0.0164361449,-0.0027717180
1520531126094542537,0.8111516885,-0.2591584480,1.2786963951,0.9998235798,0.0081645084,-0.0166430688,-0.0030262617
