#timestamp [ns], p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z []
1520530731557632018,0.6135381544,-0.3643974871,1.2590584316,0.9993036647,-0.0223677357,-0.0007367699,-0.0298551046
1520530731565965018,0.6135435970,-0.3646904602,1.2590886659,0.9993128704,-0.0224275995,-0.0012741753,-0.0294816255
1520530731574299018,0.6135315205,-0.3648163457,1.2590215330,0.9993105501,-0.0221262583,-0.0018490914,-0.0297562447
1520530731582632018,0.6135741370,-0.3649046740,1.2589333192,0.9993130385,-0.0221286004,-0.0016678665,-0.0296815478
1520530731590965018,0.6131986055,-0.3650137838,1.2587081278,0.9993103106,-0.0217489812,-0.0011686880,-0.0300752241
1520530731599299018,0.6133476480,-0.3649803524,1.2586388333,0.9993348847,-0.0214256798,-0.0021174094,-0.0294320417
1520530731607632018,0.6131814565,-0.3648791108,1.2584843137,0.9993563432,-0.0211614931,-0.0017711656,-0.0289128604
1520530731615966018,0.6132014704,-0.3647008306,1.2583359308,0.9993667685,-0.0209269711,-0.0016231481,-0.0287313300
1520530731624299018,0.6131382208,-0.3651249911,1.2584578400,0.9993196662,-0.0218936681,-0.0026778718,-0.0295584359
1520530731632632018,0.6132569865,-0.3652489216,1.2583851881,0.9993126481,-0.0214978293,-0.0029184233,-0.0300592334
1520530731640966018,0.6134137570,-0.3651993978,1.2584025889,0.9993265800,-0.0216140104,-0.0032821851,-0.0294694471
1520530731649299018,0.6133466311,-0.3652152737,1.2582158264,0.9993190918,-0.0218262512,-0.0032833303,-0.0295666594
1520530731657632018,0.6135757831,-0.3653450701,1.2582087393,0.9993284166,-0.0223045854,-0.0034800209,-0.0288636577
1520530731665966018,0.6136794731,-0.3653037999,1.2580419024,0.9993394000,-0.0217672704,-0.0032300576,-0.0289225925
1520530731674299018,0.6137740431,-0.3651037361,1.2579796343,0.9993593779,-0.0224362185,-0.0034994684,-0.0276623136
1520530731682632018,0.6140199432,-0.3653252450,1.2578999906,0.9993407024,-0.0226486608,-0.0030424323,-0.0282124502
1520530731690965018,0.6141806096,-0.3654511239,1.2579864975,0.9993004399,-0.0235378044,-0.0032058965,-0.0288846796
1520530731699299018,0.6143159087,-0.3647795882,1.2577883986,0.9993438639,-0.0252915820,-0.0034975111,-0.0256893958
1520530731707632018,0.6145734642,-0.3651407814,1.2578074930,0.9993318954,-0.0253832437,-0.0030924915,-0.0261130272
1520530731715965018,0.6147974518,-0.3651150097,1.2577245008,0.9993065713,-0.0262347512,-0.0028574472,-0.0262668887
1520530731724299018,0.6150935093,-0.3651438259,1.2576645999,0.9993350592,-0.0255988978,-0.0022344480,-0.0258678012
1520530731732632018,0.6150568228,-0.3647676724,1.2575061843,0.9993406076,-0.0266333507,-0.0024587938,-0.0245554278
1520530731740966018,0.6152607648,-0.3648196057,1.2575455430,0.9993160544,-0.0276087507,-0.0027944532,-0.0244411817
1520530731749299018,0.6153992212,-0.3648685518,1.2574099662,0.9993186189,-0.0274955069,-0.0022475294,-0.0245202679
1520530731757632018,0.6154270574,-0.3647363398,1.2573361649,0.9993152803,-0.0279883838,-0.0022380510,-0.0240958936
1520530731765966018,0.6155427163,-0.3646926551,1.2572700767,0.9993285230,-0.0280658809,-0.0020965160,-0.0234609071
1520530731774299018,0.6155679370,-0.3646626850,1.2571911786,0.9993391771,-0.0280765710,-0.0018133185,-0.0230136293
1520530731782632018,0.6156485521,-0.3647133269,1.2570528633,0.9993481763,-0.0262673005,-0.0019563632,-0.0246865178
1520530731790966018,0.6154674041,-0.3647238907,1.2569151966,0.9993508334,-0.0276604581,-0.0012154980,-0.0230506685
1520530731799299018,0.6153963103,-0.3648172666,1.2567476334,0.9993606341,-0.0272624554,-0.0007377489,-0.0231200609
1520530731807632018,0.6152523943,-0.3648507306,1.2565601655,0.9993551227,-0.0272811469,-0.0004429376,-0.0233426972
1520530731815965018,0.6151094296,-0.3649891993,1.2564473924,0.9993425551,-0.0273536070,-0.0002670758,-0.0237942513
1520530731824299018,0.6149037470,-0.3648783231,1.2562837399,0.9993468740,-0.0275756880,-0.0001828978,-0.0233532303
1520530731832632018,0.6148985255,-0.3651873611,1.2562641713,0.9993314899,-0.0272354709,-0.0004222292,-0.0243849152
1520530731840965018,0.6148282629,-0.3652522270,1.2560752559,0.9993443899,-0.0260317942,0.0003621435,-0.0251595883
1520530731849299018,0.6147834723,-0.3654285375,1.2559382921,0.9993318039,-0.0259816589,0.0007069413,-0.0256982377
1520530731857632018,0.6145029779,-0.3653141772,1.2555803442,0.9993037819,-0.0249255121,0.0008571887,-0.0277477125
1520530731865966018,0.6141697611,-0.3654350434,1.2554615253,0.9992910967,-0.0264942476,0.0011564140,-0.0267211839
1520530731874299018,0.6139174150,-0.3657058497,1.2553435475,0.9992734534,-0.0266928035,0.0010415834,-0.0271840897
1520530731882632018,0.6138441772,-0.3659353096,1.2550899289,0.9992367916,-0.0247199844,0.0014592959,-0.0302097201
1520530731890966018,0.6135413390,-0.3662124270,1.2550636983,0.9992215108,-0.0257173982,0.0017049570,-0.0298677222
1520530731899299018,0.6128672206,-0.3662574464,1.2546794103,0.9992169872,-0.0253573580,0.0026650863,-0.0302541607
1520530731907632018,0.6128406518,-0.3668505676,1.2547954671,0.9991510985,-0.0261294814,0.0018951623,-0.0317921516
1520530731915966018,0.6119887908,-0.3668356516,1.2543508504,0.9991524529,-0.0250901198,0.0029366443,-0.0324998138
1520530731924299018,0.6118990600,-0.3673303041,1.2543242608,0.9990725448,-0.0236761933,0.0023445726,-0.0358885924
1520530731932632018,0.6111577161,-0.3678782747,1.2541741178,0.9990048412,-0.0258515805,0.0023190486,-0.0362718213
1520530731940965018,0.6109919566,-0.3684624541,1.2540262773,0.9989602239,-0.0257399186,0.0025351481,-0.0375433171
1520530731949299018,0.6101916165,-0.3689159451,1.2539273035,0.9988836975,-0.0263972970,0.0032190353,-0.0390407410
1520530731957632018,0.6098942247,-0.3695776392,1.2537752581,0.9988193440,-0.0258410254,0.0035888284,-0.0409790167
1520530731965965018,0.6096214946,-0.3700412361,1.2537212016,0.9987708603,-0.0263272014,0.0028408324,-0.0418996044
1520530731974299018,0.6095232617,-0.3702158509,1.2535421821,0.9988006934,-0.0267872119,0.0018791272,-0.0409400664
1520530731982632018,0.6093141774,-0.3703390155,1.2535911776,0.9987883892,-0.0269420075,0.0014747153,-0.0411546734
1520530731990966018,0.6094265201,-0.3704051399,1.2534659923,0.9987879762,-0.0276923393,-0.0001311101,-0.0406902423
1520530731999299018,0.6094728830,-0.3706253139,1.2535245370,0.9987900671,-0.0262808612,0.0001620455,-0.0415655132
1520530732007632018,0.6095267399,-0.3702692030,1.2534024551,0.9988245153,-0.0275441201,-0.0002131166,-0.0398856329
1520530732015966018,0.6098232485,-0.3701861770,1.2533229254,0.9988643665,-0.0269015810,-0.0004738080,-0.0393199419
1520530732024299018,0.6101901415,-0.3701536850,1.2531615816,0.9989069582,-0.0253448142,-0.0007124759,-0.0392685836
1520530732032632018,0.6105883973,-0.3697560458,1.2530985056,0.9989649763,-0.0237235860,-0.0015587949,-0.0387780568
1520530732040966018,0.6112149642,-0.3697900459,1.2531754517,0.9989852474,-0.0235017730,-0.0026727282,-0.0383275173
1520530732049299018,0.6114917557,-0.3696626069,1.2530817363,0.9989879684,-0.0231962877,-0.0029114504,-0.0384251821
1520530732057632018,0.6117446423,-0.3693554754,1.2529789315,0.9990509070,-0.0226757212,-0.0027338071,-0.0370893942
1520530732065965018,0.6121364918,-0.3691600774,1.2529625502,0.9990855458,-0.0222501079,-0.0030784862,-0.0363803219
1520530732074299018,0.6124254265,-0.3689469844,1.2529343000,0.9991137552,-0.0211308678,-0.0034178357,-0.0362423646
1520530732082632018,0.6126803057,-0.3685059226,1.2529767554,0.9991581456,-0.0204029564,-0.0038042997,-0.0353870997
1520530732090965018,0.6129349085,-0.3682828776,1.2529960438,0.9991885580,-0.0197078916,-0.0036716741,-0.0349334121
1520530732099299018,0.6130892957,-0.3683142991,1.2530338844,0.9991645818,-0.0189724614,-0.0038763942,-0.0359883006
1520530732107632018,0.6132535265,-0.3681284199,1.2531325431,0.9991711531,-0.0185597336,-0.0041703295,-0.0359882121
1520530732115966018,0.6135193074,-0.3680417024,1.2533145765,0.9991874977,-0.0179842746,-0.0043967578,-0.0357991469
1520530732124299018,0.6135995116,-0.3678421090,1.2534775375,0.9991785387,-0.0190455859,-0.0047637575,-0.0354516571
1520530732132632018,0.6137852960,-0.3676833264,1.2536080716,0.9991596484,-0.0186352632,-0.0056036080,-0.0360738633
1520530732140966018,0.6140183582,-0.3675931338,1.2537824686,0.9991679755,-0.0181296449,-0.0057095809,-0.0360842547
1520530732149299018,0.6143380205,-0.3673734617,1.2542176835,0.9991716771,-0.0190838450,-0.0063969914,-0.0353672885
1520530732157632018,0.6144655029,-0.3668967391,1.2543550648,0.9991734610,-0.0198369204,-0.0068412404,-0.0348150676
1520530732165966018,0.6146708263,-0.3667858944,1.2545065801,0.9991646272,-0.0193328869,-0.0072149071,-0.0352736789
1520530732174299018,0.6147911531,-0.3665045582,1.2546532904,0.9991662286,-0.0196312431,-0.0074119044,-0.0350217865
1520530732182632018,0.6151471020,-0.3662790605,1.2547828930,0.9991672605,-0.0194963809,-0.0075058893,-0.0350476576
1520530732190965018,0.6152218172,-0.3660490910,1.2547946677,0.9991669821,-0.0192063336,-0.0072530413,-0.0352682869
1520530732199299018,0.6155784668,-0.3658354164,1.2549261994,0.9991798499,-0.0194189095,-0.0069763187,-0.0348405592
1520530732207632018,0.6157088183,-0.3656916081,1.2549703384,0.9991792638,-0.0195730675,-0.0063824148,-0.0348849343
1520530732215965018,0.6160556864,-0.3657157997,1.2550705474,0.9991993707,-0.0197043502,-0.0053039151,-0.0344125654
1520530732224299018,0.6160901294,-0.3654207069,1.2550766702,0.9991960963,-0.0207077187,-0.0047929371,-0.0339908706
1520530732232632018,0.6161517198,-0.3653959208,1.2549708013,0.9991735791,-0.0196131726,-0.0039377397,-0.0353832806
1520530732240966018,0.6166283436,-0.3648910449,1.2547286411,0.9992157461,-0.0186809433,-0.0037013934,-0.0347162045
1520530732249299018,0.6167268431,-0.3646370339,1.2547515249,0.9992266961,-0.0189004364,-0.0029105327,-0.0343556715
1520530732257632018,0.6165260615,-0.3645210458,1.2549849322,0.9991798227,-0.0196599174,-0.0022641089,-0.0353276573
1520530732265966018,0.6166346400,-0.3644095340,1.2549123620,0.9991767980,-0.0195562316,-0.0014785829,-0.0355118841
1520530732274299018,0.6167836675,-0.3641001727,1.2549196344,0.9991945936,-0.0199408719,-0.0011162999,-0.0348034431
1520530732282632018,0.6170905109,-0.3640368185,1.2551175556,0.9992067463,-0.0205707927,-0.0008469757,-0.0340881692
1520530732290966018,0.6173436925,-0.3638029674,1.2552179716,0.9992092914,-0.0208791902,-0.0011521148,-0.0338160323
1520530732299299018,0.6171191833,-0.3629910361,1.2549572525,0.9992803998,-0.0201843698,0.0004183298,-0.0321107272
1520530732307632018,0.6173266974,-0.3629049415,1.2550824084,0.9992758566,-0.0190986062,-0.0001135393,-0.0329088541
1520530732315965018,0.6177191244,-0.3625829035,1.2551219240,0.9992994742,-0.0172677870,0.0001695040,-0.0332017414
1520530732324299018,0.6177553873,-0.3623854271,1.2550530802,0.9993010060,-0.0165468986,0.0006505137,-0.0335153159
1520530732332632018,0.6181384861,-0.3624652919,1.2553975033,0.9992806873,-0.0177026829,-0.0003510942,-0.0335350536
1520530732340965018,0.6178553799,-0.3620383767,1.2551507584,0.9993103870,-0.0168011362,0.0006452738,-0.0331067360
1520530732349299018,0.6178936852,-0.3618261371,1.2551769607,0.9993134766,-0.0163104781,0.0006902824,-0.0332575902
1520530732357632018,0.6178596483,-0.3615902352,1.2552369037,0.9993299910,-0.0166826357,0.0008345574,-0.0325662761
1520530732365966018,0.6178260172,-0.3613644051,1.2552716727,0.9993265967,-0.0161195700,0.0006246241,-0.0329563712
1520530732374299018,0.6177849277,-0.3611471741,1.2553089606,0.9993210372,-0.0156880149,0.0001183491,-0.0333367184
1520530732382632018,0.6179671623,-0.3609833141,1.2554986884,0.9993232185,-0.0152365851,-0.0006906418,-0.0334734889
1520530732390966018,0.6178046476,-0.3606755219,1.2553878733,0.9993366337,-0.0138080358,-0.0001903911,-0.0336985822
1520530732399299018,0.6178255845,-0.3604158059,1.2554223107,0.9993355810,-0.0134332946,-0.0008091746,-0.0338716464
1520530732407632018,0.6179178555,-0.3601097503,1.2553715487,0.9993530737,-0.0124070485,-0.0009419846,-0.0337433235
1520530732415966018,0.6179943564,-0.3596180799,1.2554236485,0.9993649716,-0.0130607167,-0.0019814071,-0.0330929788
1520530732424299018,0.6183524986,-0.3594208287,1.2556395042,0.9993791938,-0.0136913460,-0.0028846664,-0.0323334606
1520530732432632018,0.6186435502,-0.3594807421,1.2556498594,0.9993065498,-0.0112059696,-0.0037905399,-0.0353054884
1520530732440965018,0.6187323970,-0.3591081279,1.2556112248,0.9993423658,-0.0116500575,-0.0044486124,-0.0340488165
1520530732449299018,0.6188083130,-0.3587748500,1.2554566397,0.9993463549,-0.0110406379,-0.0046036772,-0.0341141226
1520530732457632018,0.6189121821,-0.3584389107,1.2552961348,0.9993517366,-0.0102763270,-0.0046384013,-0.0341904784
1520530732465965018,0.6189818974,-0.3579540217,1.2551545996,0.9993576428,-0.0097173402,-0.0050838549,-0.0341178777
1520530732474299018,0.6190930568,-0.3576899870,1.2550674424,0.9993469447,-0.0089929042,-0.0053521737,-0.0345856335
1520530732482632018,0.6191261948,-0.3573141753,1.2549143878,0.9993590041,-0.0080955649,-0.0053148801,-0.0344644003
1520530732490966018,0.6189069313,-0.3567748196,1.2546744945,0.9993624426,-0.0071573639,-0.0047540373,-0.0346537102
1520530732499299018,0.6189724338,-0.3566170381,1.2545660293,0.9993192139,-0.0059432021,-0.0052758816,-0.0360271018
1520530732507632018,0.6189244810,-0.3563537145,1.2546309080,0.9993061265,-0.0060541455,-0.0055087949,-0.0363354655
1520530732515966018,0.6192248391,-0.3561500261,1.2550785364,0.9993009407,-0.0082730427,-0.0076817746,-0.0356395439
1520530732524299018,0.6193696318,-0.3559131961,1.2552745280,0.9993059411,-0.0086729212,-0.0083113151,-0.0352610055
1520530732532632018,0.6194817685,-0.3555234496,1.2553944882,0.9993052381,-0.0091923500,-0.0092688734,-0.0349088785
1520530732540966018,0.6196505413,-0.3552330716,1.2554823555,0.9993160090,-0.0088251176,-0.0098697892,-0.0345285213
1520530732549299018,0.6198937620,-0.3548782035,1.2556312647,0.9992644762,-0.0073161172,-0.0113486229,-0.0358913616
1520530732557632018,0.6198017569,-0.3545326670,1.2557806336,0.9992835798,-0.0088777329,-0.0118896424,-0.0348159369
1520530732565965018,0.6198499435,-0.3541348722,1.2559241754,0.9992829445,-0.0088347085,-0.0126900712,-0.0345616398
1520530732574299018,0.6197990846,-0.3536898761,1.2560817238,0.9992898898,-0.0089828151,-0.0133804350,-0.0340586135
1520530732582632018,0.6198604422,-0.3533148068,1.2562418663,0.9992965163,-0.0090989223,-0.0142308154,-0.0334838163
1520530732590965018,0.6199675453,-0.3529383382,1.2565183463,0.9993090208,-0.0094124604,-0.0150522961,-0.0326544771
1520530732599299018,0.6200032333,-0.3525885108,1.2566477080,0.9993272157,-0.0091585278,-0.0154236655,-0.0319898086
1520530732607632018,0.6199275596,-0.3521181113,1.2569222452,0.9992913697,-0.0091522094,-0.0171375398,-0.0322381813
1520530732615966018,0.6199222292,-0.3518492508,1.2569700994,0.9993016602,-0.0085509141,-0.0166241250,-0.0323529327
1520530732624299018,0.6198958759,-0.3513697326,1.2572231591,0.9993188653,-0.0090969051,-0.0170735299,-0.0314252499
1520530732632632018,0.6197081085,-0.3510519270,1.2572850213,0.9993178703,-0.0088903353,-0.0164082965,-0.0318672841
1520530732640966018,0.6197053909,-0.3506580672,1.2575252053,0.9992743788,-0.0069126683,-0.0169757758,-0.0333879304
1520530732649299018,0.6194863928,-0.3501376726,1.2576373241,0.9993187200,-0.0085330164,-0.0160580250,-0.0321157814
1520530732657632018,0.6195056867,-0.3497940918,1.2578251404,0.9993455888,-0.0088172983,-0.0156563703,-0.0313931126
1520530732665966018,0.6196123270,-0.3496408337,1.2580378951,0.9993105011,-0.0097968162,-0.0161057917,-0.0319866879
1520530732674299018,0.6196311622,-0.3493499021,1.2581813517,0.9993102621,-0.0101061308,-0.0159796147,-0.0319611965
1520530732682632018,0.6197634395,-0.3491680188,1.2583326912,0.9993305942,-0.0093059096,-0.0154327704,-0.0318369766
1520530732690965018,0.6198636144,-0.3489351795,1.2584750830,0.9993269515,-0.0092868814,-0.0154240667,-0.0319608504
1520530732699299018,0.6199963703,-0.3486979744,1.2586179433,0.9993164472,-0.0094251803,-0.0156028236,-0.0321614099
1520530732707632018,0.6200276737,-0.3484239164,1.2587633188,0.9993354019,-0.0096227747,-0.0152113722,-0.0316981213
1520530732715965018,0.6201908485,-0.3482023058,1.2589381690,0.9993353293,-0.0097161212,-0.0151436818,-0.0317043440
1520530732724299018,0.6203381559,-0.3479647017,1.2591010218,0.9993455572,-0.0098576470,-0.0148129353,-0.0314938249
1520530732732632018,0.6205132413,-0.3477262705,1.2593196379,0.9993495242,-0.0100806660,-0.0146010301,-0.0313961568
1520530732740966018,0.6207140513,-0.3475871271,1.2595523518,0.9993565505,-0.0107403769,-0.0143500152,-0.0310677689
1520530732749299018,0.6208529577,-0.3472704347,1.2597098860,0.9993747491,-0.0104039921,-0.0138514606,-0.0308221478
1520530732757632018,0.6211774772,-0.3474027972,1.2600092222,0.9993797971,-0.0111490001,-0.0135788015,-0.0305178171
1520530732765966018,0.6213503394,-0.3472000211,1.2601672756,0.9993916849,-0.0109502861,-0.0132103212,-0.0303617973
1520530732774299018,0.6213545479,-0.3468302157,1.2602171272,0.9994137261,-0.0108063158,-0.0123178845,-0.0300615597
1520530732782632018,0.6217063829,-0.3467337879,1.2605528809,0.9994441245,-0.0118808709,-0.0119744051,-0.0287558795
1520530732790966018,0.6217093731,-0.3462700115,1.2606433124,0.9994413840,-0.0119415412,-0.0117094151,-0.0289345674
1520530732799299018,0.6219655881,-0.3461735720,1.2607871285,0.9994626686,-0.0112772650,-0.0109187437,-0.0287746142
1520530732807632018,0.6220805487,-0.3459247369,1.2609438548,0.9994634200,-0.0118843744,-0.0105916323,-0.0286260560
1520530732815965018,0.6222683477,-0.3458068180,1.2609751803,0.9994762582,-0.0109256704,-0.0097788077,-0.0288481202
1520530732824299018,0.6223727739,-0.3455959086,1.2610950635,0.9994676258,-0.0113302961,-0.0096132784,-0.0290460724
1520530732832632018,0.6225416815,-0.3454566020,1.2611680278,0.9994717548,-0.0112515319,-0.0091237059,-0.0290924805
1520530732840965018,0.6226861559,-0.3453277688,1.2611301188,0.9994771305,-0.0101647255,-0.0086121702,-0.0294614054
1520530732849299018,0.6230253385,-0.3452560569,1.2613267826,0.9994980579,-0.0103123025,-0.0079496913,-0.0288806348
1520530732857632018,0.6232528481,-0.3451199678,1.2614390205,0.9995083861,-0.0102775334,-0.0076630235,-0.0286118243
1520530732865966018,0.6235466611,-0.3449510249,1.2615190169,0.9995058874,-0.0093821253,-0.0076072552,-0.0290187274
1520530732874299018,0.6236763496,-0.3448501290,1.2615959870,0.9995232057,-0.0097316092,-0.0074319229,-0.0283447267
1520530732882632018,0.6238629928,-0.3446745481,1.2616480761,0.9995338452,-0.0096264391,-0.0071890624,-0.0280667301
1520530732890966018,0.6241516608,-0.3446137356,1.2617470305,0.9995440292,-0.0092780208,-0.0072058479,-0.0278159622
1520530732899299018,0.6243156165,-0.3444430469,1.2617464420,0.9995497680,-0.0091186684,-0.0070320349,-0.0277067070
1520530732907632018,0.6243862849,-0.3441872446,1.2616997870,0.9995507373,-0.0088792159,-0.0071660799,-0.0277151643
1520530732915966018,0.6246278148,-0.3440257116,1.2618236348,0.9995528326,-0.0086637307,-0.0079986157,-0.0274790235
1520530732924299018,0.6247250483,-0.3440592047,1.2615455269,0.9995544714,-0.0074228250,-0.0071241206,-0.0280179805
1520530732932632018,0.6251198529,-0.3440986463,1.2616232949,0.9995596086,-0.0072437523,-0.0072621774,-0.0278456036
1520530732940965018,0.6253770025,-0.3440960692,1.2615863596,0.9995563019,-0.0067324905,-0.0075233924,-0.0280226957
1520530732949299018,0.6255789959,-0.3440318973,1.2615246546,0.9995665452,-0.0066147611,-0.0074873672,-0.0276930668
1520530732957632018,0.6257509784,-0.3439893493,1.2614760730,0.9995652105,-0.0063830555,-0.0074565219,-0.0278037183
1520530732965965018,0.6260727313,-0.3439940854,1.2614611011,0.9995737173,-0.0061673743,-0.0076389473,-0.0274953380
1520530732974299018,0.6262447366,-0.3439754022,1.2613657330,0.9995791026,-0.0059309011,-0.0075221862,-0.0273835502
1520530732982632018,0.6265016733,-0.3439153804,1.2613843520,0.9995816083,-0.0062869717,-0.0078425768,-0.0271215098
1520530732990966018,0.6267048572,-0.3439505918,1.2613064147,0.9995744851,-0.0059343743,-0.0078029567,-0.0274726356
1520530732999299018,0.6269766050,-0.3439570793,1.2613214700,0.9995968075,-0.0067040305,-0.0077451713,-0.0264818926
1520530733007632018,0.6272568103,-0.3438662867,1.2613056744,0.9995945614,-0.0064759888,-0.0079589351,-0.0265599273
1520530733015966018,0.6275110823,-0.3438085692,1.2612744769,0.9996052216,-0.0068555302,-0.0077864897,-0.0261107861
1520530733024299018,0.6278245347,-0.3437691372,1.2613082976,0.9996100639,-0.0072187112,-0.0078557696,-0.0258049856
1520530733032632018,0.6282105479,-0.3437993673,1.2613074556,0.9996213295,-0.0069779544,-0.0074697588,-0.0255481600
1520530733040966018,0.6283971813,-0.3437526216,1.2612624118,0.9996195102,-0.0074224159,-0.0074825937,-0.0254902611
1520530733049299018,0.6287442938,-0.3437292316,1.2612860953,0.9996221197,-0.0077113804,-0.0074856780,-0.0253005343
1520530733057632018,0.6290220544,-0.3436620865,1.2613098675,0.9996244646,-0.0082543798,-0.0073296931,-0.0250812816
1520530733065965018,0.6293566956,-0.3436737739,1.2612797623,0.9996223076,-0.0083494063,-0.0071990483,-0.0251734627
1520530733074299018,0.6296370574,-0.3435801060,1.2612721082,0.9996395872,-0.0088841346,-0.0070239817,-0.0243399151
1520530733082632018,0.6299117353,-0.3435017032,1.2611920477,0.9996481210,-0.0092446582,-0.0067069150,-0.0239413407
1520530733090965018,0.6301976807,-0.3434585387,1.2611457871,0.9996489183,-0.0093861641,-0.0066404886,-0.0238714043
1520530733099299018,0.6304424019,-0.3433127896,1.2611313633,0.9996538023,-0.0098284330,-0.0064301279,-0.0235442332
1520530733107632018,0.6307559249,-0.3432439313,1.2610925467,0.9996500493,-0.0102037784,-0.0065787426,-0.0235028092
1520530733115966018,0.6308720936,-0.3430372313,1.2609531705,0.9996493043,-0.0100428292,-0.0064940643,-0.0236270418
1520530733124299018,0.6313501601,-0.3430371340,1.2610523710,0.9996483990,-0.0103674368,-0.0065770721,-0.0235018460
1520530733132632018,0.6316889953,-0.3429245599,1.2610590940,0.9996550248,-0.0108682585,-0.0064600142,-0.0230213047
1520530733140966018,0.6319983627,-0.3428666741,1.2610987643,0.9996428976,-0.0111782102,-0.0066805430,-0.0233344226
1520530733149299018,0.6322820931,-0.3427029902,1.2611831014,0.9996299433,-0.0124182349,-0.0069379935,-0.0231868117
1520530733157632018,0.6326560658,-0.3426908799,1.2611584082,0.9996345217,-0.0123908662,-0.0066207007,-0.0230966628
1520530733165966018,0.6330089965,-0.3426562807,1.2611303994,0.9996443134,-0.0122950753,-0.0063627680,-0.0227945819
1520530733174299018,0.6333301867,-0.3426168078,1.2611839755,0.9996410261,-0.0127769926,-0.0063214009,-0.0226849583
1520530733182632018,0.6335387113,-0.3424978633,1.2611437966,0.9996313499,-0.0131604951,-0.0063233671,-0.0228906232
1520530733190965018,0.6338864002,-0.3424963995,1.2611807744,0.9996318783,-0.0138012716,-0.0062044724,-0.0225197107
1520530733199299018,0.6341505362,-0.3424219442,1.2611633363,0.9996134720,-0.0144982440,-0.0065561995,-0.0227974510
1520530733207632018,0.6343721884,-0.3423234766,1.2611323702,0.9996101841,-0.0151540346,-0.0063050359,-0.0225849870
1520530733215965018,0.6346370929,-0.3423172872,1.2611378630,0.9995998368,-0.0156457801,-0.0062474649,-0.0227232281
1520530733224299018,0.6348828129,-0.3422868535,1.2610622058,0.9995887913,-0.0160132289,-0.0061492374,-0.0229785052
1520530733232632018,0.6350698402,-0.3421982413,1.2610158679,0.9995751307,-0.0167482319,-0.0060177283,-0.0230833653
1520530733240966018,0.6353982650,-0.3422519366,1.2609480169,0.9995710431,-0.0169939403,-0.0058670970,-0.0231195371
1520530733249299018,0.6357021608,-0.3422084842,1.2609031251,0.9995540215,-0.0179138235,-0.0059643774,-0.0231361008
1520530733257632018,0.6359864057,-0.3421956834,1.2608650971,0.9995260492,-0.0183248695,-0.0064542814,-0.0238792443
1520530733265966018,0.6362753318,-0.3421714082,1.2607880264,0.9995099110,-0.0186471917,-0.0065806219,-0.0242675819
