#timestamp [ns], p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z []
1520530308614678351,0.8365058711,-0.2299033260,1.2477531945,0.9992307523,0.0037237502,0.0127915837,-0.0368837738
1520530308623012351,0.8365213447,-0.2302505079,1.2477514538,0.9992395046,0.0027496982,0.0119179978,-0.0370244907
1520530308631345351,0.8363292723,-0.2302718129,1.2474711640,0.9992532334,0.0028599516,0.0126018860,-0.0364141269
1520530308639679351,0.8362620745,-0.2304341781,1.2473956931,0.9992588205,0.0026081785,0.0125644982,-0.0362924305
1520530308648012351,0.8362407036,-0.2306266239,1.2473313507,0.9992697624,0.0019871447,0.0121089407,-0.0361851736
1520530308656345351,0.8362294591,-0.2307380603,1.2472934263,0.9992832518,0.0017412743,0.0119595307,-0.0358736722
1520530308664679351,0.8362412653,-0.2308049540,1.2472501845,0.9992974727,0.0016148560,0.0118342440,-0.0355232882
1520530308673012351,0.8362950208,-0.2308647783,1.2472127380,0.9993107768,0.0017163295,0.0115760532,-0.0352281226
1520530308681345351,0.8363595902,-0.2308887034,1.2471670883,0.9993244625,0.0018548437,0.0113254583,-0.0349129227
1520530308689679351,0.8364500381,-0.2309003623,1.2471176880,0.9993390551,0.0021380309,0.0112351622,-0.0345058382
1520530308698012351,0.8365269466,-0.2308810469,1.2470121098,0.9993552786,0.0028428733,0.0110823780,-0.0340312516
1520530308706345351,0.8366428087,-0.2309029708,1.2469525729,0.9993635386,0.0034148980,0.0110085505,-0.0337589688
1520530308714678351,0.8367683597,-0.2309503211,1.2468926583,0.9993721443,0.0040524274,0.0111078607,-0.0333992585
1520530308723012351,0.8368408410,-0.2309799305,1.2468368308,0.9993774298,0.0046078010,0.0111184113,-0.0331647677
1520530308731345351,0.8369094970,-0.2310269137,1.2467831490,0.9993763320,0.0052605644,0.0110470222,-0.0331245638
1520530308739678351,0.8369715768,-0.2310944063,1.2467747633,0.9993751929,0.0059097171,0.0107592450,-0.0331441970
1520530308748012351,0.8370631513,-0.2311781702,1.2467772546,0.9993661339,0.0067567189,0.0101121571,-0.0334577572
1520530308756345351,0.8371123419,-0.2312705430,1.2468455898,0.9993616884,0.0077230851,0.0098604217,-0.0334565659
1520530308764679351,0.8371337165,-0.2313733521,1.2469635652,0.9993574594,0.0082803139,0.0092752065,-0.0336165928
1520530308773012351,0.8372064709,-0.2315402554,1.2470754593,0.9993171493,0.0097368416,0.0082321735,-0.0346793947
1520530308781345351,0.8372098349,-0.2316197174,1.2472231077,0.9993556148,0.0092044656,0.0079388000,-0.0337728952
1520530308789679351,0.8372376596,-0.2317794982,1.2473473721,0.9993197575,0.0104895702,0.0069693766,-0.0346614902
1520530308798012351,0.8373009938,-0.2317964071,1.2475072920,0.9993171461,0.0110973037,0.0057740653,-0.0347671035
1520530308806345351,0.8373299193,-0.2317111922,1.2476804151,0.9993575787,0.0110756696,0.0056695347,-0.0336097579
1520530308814679351,0.8374221727,-0.2317134888,1.2477869922,0.9993768639,0.0116263480,0.0049813193,-0.0329529721
1520530308823012351,0.8375705482,-0.2316630710,1.2479689156,0.9993931072,0.0122666869,0.0043634837,-0.0323095297
1520530308831345351,0.8377889288,-0.2316448422,1.2482077324,0.9993664488,0.0135540647,0.0027089949,-0.0327970977
1520530308839678351,0.8378839522,-0.2314743240,1.2483823908,0.9994169924,0.0134597297,0.0021884092,-0.0313005082
1520530308848012351,0.8379817442,-0.2313326076,1.2484975568,0.9994380783,0.0139508059,0.0018010286,-0.0304246441
1520530308856345351,0.8381674720,-0.2312483597,1.2487233293,0.9994558462,0.0143483669,0.0009997456,-0.0296839426
1520530308864678351,0.8382266804,-0.2311012805,1.2488836478,0.9994767591,0.0144134567,0.0003848758,-0.0289536205
1520530308873012351,0.8384092018,-0.2310266160,1.2491009670,0.9994739944,0.0148173808,-0.0003418340,-0.0288454987
1520530308881345351,0.8386220027,-0.2307403883,1.2492086793,0.9994749236,0.0159460844,-0.0013865087,-0.0281722764
1520530308889679351,0.8387797763,-0.2305868046,1.2493826138,0.9994692088,0.0166357639,-0.0019111295,-0.0279445806
1520530308898012351,0.8388753953,-0.2304466702,1.2495790334,0.9994858966,0.0166445966,-0.0021554779,-0.0273176463
1520530308906345351,0.8388783330,-0.2304161805,1.2497986122,0.9995127775,0.0162980167,-0.0015626735,-0.0265733019
1520530308914679351,0.8389182649,-0.2304242958,1.2499811893,0.9995105350,0.0164780181,-0.0018025462,-0.0265314183
1520530308923012351,0.8389892003,-0.2303887071,1.2501502643,0.9995228673,0.0164116718,-0.0017462361,-0.0261083394
1520530308931345351,0.8390785529,-0.2303134179,1.2502998023,0.9995226614,0.0165082980,-0.0018465970,-0.0260483313
1520530308939679351,0.8391204341,-0.2303284036,1.2504476353,0.9995126120,0.0166419945,-0.0018354997,-0.0263479318
1520530308948012351,0.8391565529,-0.2302828000,1.2506197729,0.9995408809,0.0160796288,-0.0016246736,-0.0256287593
1520530308956345351,0.8392150723,-0.2302895275,1.2507832184,0.9995505707,0.0157916126,-0.0015966734,-0.0254309291
1520530308964678351,0.8392799774,-0.2303032726,1.2509546038,0.9995424844,0.0157056418,-0.0017051730,-0.0257923845
1520530308973012351,0.8393558110,-0.2303751536,1.2511398445,0.9995525001,0.0151988589,-0.0018229154,-0.0256996339
1520530308981345351,0.8394314764,-0.2303797216,1.2512900731,0.9995600785,0.0149381675,-0.0018763175,-0.0255534743
1520530308989678351,0.8394939623,-0.2302924356,1.2514322262,0.9995981864,0.0140124077,-0.0016434384,-0.0245848994
1520530308998012351,0.8396037405,-0.2303876857,1.2515903977,0.9995646492,0.0146894031,-0.0020489067,-0.0255055953
1520530309006345351,0.8396434247,-0.2302900280,1.2517209380,0.9996015446,0.0138537650,-0.0017921449,-0.0245278116
1520530309014679351,0.8397469100,-0.2303841868,1.2518737100,0.9995688611,0.0144491270,-0.0022779149,-0.0254583152
1520530309023012351,0.8398215825,-0.2303896003,1.2520190224,0.9995675603,0.0144010317,-0.0024963634,-0.0255160886
1520530309031345351,0.8399808689,-0.2304404117,1.2522192515,0.9995616477,0.0143406890,-0.0030579568,-0.0257197568
1520530309039679351,0.8400880952,-0.2304577471,1.2523680450,0.9995610801,0.0145045890,-0.0030304292,-0.0256530790
1520530309048012351,0.8402426753,-0.2305116444,1.2525637104,0.9995508079,0.0141776463,-0.0036347390,-0.0261527333
1520530309056345351,0.8402670104,-0.2304472439,1.2526255460,0.9995770409,0.0135378370,-0.0032900937,-0.0255272708
1520530309064679351,0.8404628769,-0.2304871425,1.2528319791,0.9995667333,0.0135327548,-0.0038883217,-0.0258474590
1520530309073012351,0.8406663382,-0.2305449393,1.2529726131,0.9995283654,0.0144206011,-0.0042364575,-0.0267795701
1520530309081345351,0.8407890611,-0.2304582940,1.2530729641,0.9995502041,0.0138948747,-0.0039932197,-0.0262750094
1520530309089678351,0.8409847461,-0.2303954938,1.2530661949,0.9995271972,0.0142280827,-0.0045066072,-0.0268818566
1520530309098012351,0.8411876209,-0.2303229216,1.2531527291,0.9995271343,0.0143193876,-0.0044984418,-0.0268370451
1520530309106345351,0.8412911357,-0.2301467142,1.2531403913,0.9995417899,0.0146967240,-0.0038426345,-0.0261811145
1520530309114678351,0.8415516309,-0.2300686612,1.2534134027,0.9995629157,0.0141822167,-0.0034686196,-0.0257062450
1520530309123012351,0.8417459215,-0.2299244770,1.2535250297,0.9995610750,0.0140806797,-0.0040742009,-0.0257447616
1520530309131345351,0.8420061093,-0.2297972650,1.2537246436,0.9995660525,0.0140374790,-0.0045170877,-0.0255000368
1520530309139679351,0.8422674629,-0.2296655977,1.2539844177,0.9995724237,0.0138214321,-0.0050944736,-0.0252583461
1520530309148012351,0.8425375472,-0.2296148125,1.2542878250,0.9995370652,0.0145720084,-0.0060403560,-0.0260158775
1520530309156345351,0.8428487383,-0.2294714025,1.2546581033,0.9995437528,0.0141769915,-0.0069596858,-0.0257461038
1520530309164679351,0.8431504926,-0.2294371523,1.2550905730,0.9995487591,0.0137451597,-0.0074162646,-0.0256582902
1520530309173012351,0.8432573139,-0.2291643959,1.2552883749,0.9995591841,0.0138599509,-0.0073860807,-0.0251949412
1520530309181345351,0.8435650451,-0.2289737912,1.2556316994,0.9995550121,0.0136446263,-0.0079879197,-0.0252941732
1520530309189679351,0.8438033295,-0.2288791993,1.2559845591,0.9995370182,0.0133936940,-0.0087996673,-0.0258635654
1520530309198012351,0.8439634792,-0.2286876489,1.2562211390,0.9995456122,0.0133749172,-0.0088491824,-0.0255220026
1520530309206345351,0.8441249111,-0.2285700706,1.2564677392,0.9995339739,0.0131151136,-0.0094245555,-0.0259037954
1520530309214678351,0.8442939639,-0.2285157394,1.2567256590,0.9995338177,0.0130626627,-0.0093849785,-0.0259506519
1520530309223012351,0.8445088154,-0.2284440291,1.2570222853,0.9995147587,0.0127920668,-0.0103847166,-0.0264342169
1520530309231345351,0.8446031685,-0.2283008068,1.2571862443,0.9995393504,0.0123501570,-0.0101204262,-0.0258096400
1520530309239678351,0.8447431154,-0.2283208798,1.2574171689,0.9995369046,0.0121169514,-0.0105204636,-0.0258548978
1520530309248012351,0.8449167547,-0.2283150678,1.2576096868,0.9995117381,0.0124898930,-0.0111880009,-0.0263650660
1520530309256345351,0.8451291242,-0.2283298821,1.2578586498,0.9995034611,0.0119050509,-0.0118287925,-0.0266679707
1520530309264679351,0.8453123393,-0.2282807162,1.2580245908,0.9994981287,0.0119428794,-0.0122528320,-0.0266594530
1520530309273012351,0.8454698290,-0.2281326199,1.2581017206,0.9994871037,0.0127055059,-0.0126743299,-0.0265228399
1520530309281345351,0.8456962687,-0.2281377301,1.2582591115,0.9994711310,0.0126369869,-0.0133093937,-0.0268444588
1520530309289679351,0.8458879184,-0.2280644563,1.2584006959,0.9994731862,0.0126375400,-0.0136397266,-0.0266007619
1520530309298012351,0.8460605921,-0.2279689005,1.2584911524,0.9994705636,0.0126492173,-0.0141567316,-0.0264230340
1520530309306345351,0.8462462800,-0.2279066512,1.2585876948,0.9994710398,0.0126777909,-0.0145571755,-0.0261725590
1520530309314679351,0.8464411420,-0.2278493830,1.2586732288,0.9994767524,0.0127137104,-0.0148708490,-0.0257573457
1520530309323012351,0.8465735435,-0.2276720720,1.2587197587,0.9994904871,0.0131749165,-0.0147463247,-0.0250546123
1520530309331345351,0.8467488957,-0.2276044233,1.2587762660,0.9994951630,0.0132592458,-0.0151370340,-0.0245862115
1520530309339678351,0.8468342138,-0.2274611664,1.2588802220,0.9995050789,0.0132008555,-0.0149282745,-0.0243409380
1520530309348012351,0.8470508422,-0.2274789600,1.2589136070,0.9994743808,0.0140330438,-0.0157281400,-0.0246304963
1520530309356345351,0.8471818003,-0.2273340817,1.2589467048,0.9994744583,0.0143487841,-0.0158425123,-0.0243707702
1520530309364678351,0.8474125437,-0.2272460714,1.2590330800,0.9994700655,0.0145314228,-0.0164795755,-0.0240176925
1520530309373012351,0.8475777155,-0.2270420828,1.2588962960,0.9994544369,0.0152888536,-0.0170184418,-0.0238212523
1520530309381345351,0.8476204490,-0.2270041992,1.2589044913,0.9995010434,0.0143215045,-0.0164964651,-0.0228128355
1520530309389679351,0.8478922759,-0.2267586981,1.2587878290,0.9994666233,0.0159519351,-0.0171563168,-0.0227522643
1520530309398012351,0.8480132754,-0.2268536028,1.2587949310,0.9994536009,0.0162996745,-0.0169334286,-0.0232396036
1520530309406345351,0.8481653020,-0.2267505112,1.2587321047,0.9994703791,0.0164528282,-0.0167238242,-0.0225517072
1520530309414679351,0.8483505411,-0.2265380164,1.2585331256,0.9994520403,0.0174550389,-0.0168003107,-0.0225541646
1520530309423012351,0.8485038189,-0.2265560226,1.2585790594,0.9994751970,0.0176276172,-0.0162849798,-0.0217576931
1520530309431345351,0.8486442817,-0.2264039551,1.2584810018,0.9994762571,0.0181039129,-0.0159604658,-0.0215574451
1520530309439679351,0.8488570475,-0.2263457736,1.2583594380,0.9994807205,0.0185447524,-0.0158051105,-0.0210850676
1520530309448012351,0.8490869671,-0.2260906077,1.2581240003,0.9994628337,0.0189651084,-0.0160323018,-0.0213853696
1520530309456345351,0.8494743296,-0.2259959082,1.2582144088,0.9994516806,0.0189811239,-0.0164697508,-0.0215592757
1520530309464678351,0.8495965511,-0.2258425282,1.2581519789,0.9994528982,0.0193397644,-0.0160001266,-0.0215377304
1520530309473012351,0.8497878437,-0.2257539064,1.2581241982,0.9994665470,0.0194528725,-0.0154186252,-0.0212243551
1520530309481345351,0.8498522034,-0.2255848099,1.2579452418,0.9994879388,0.0203894337,-0.0146061097,-0.0198693916
1520530309489678351,0.8500296974,-0.2254503995,1.2578841265,0.9994900493,0.0206763822,-0.0141618190,-0.0197881627
1520530309498012351,0.8503140722,-0.2251844200,1.2577628475,0.9994952311,0.0204294974,-0.0142456864,-0.0197225519
1520530309506345351,0.8504810649,-0.2251319563,1.2577428043,0.9994871920,0.0213896569,-0.0138181540,-0.0194137625
1520530309514679351,0.8506223436,-0.2250089217,1.2575990669,0.9994962467,0.0216339861,-0.0131877750,-0.0191129829
1520530309523012351,0.8510078554,-0.2248850851,1.2577257546,0.9994739261,0.0213368702,-0.0140492379,-0.0199806903
1520530309531345351,0.8511378766,-0.2247421813,1.2575694221,0.9994669852,0.0219001134,-0.0138570538,-0.0198522712
1520530309539679351,0.8513148085,-0.2246200822,1.2576064726,0.9994739425,0.0216856430,-0.0139134198,-0.0196974061
1520530309548012351,0.8515491991,-0.2245585956,1.2576098219,0.9994739741,0.0217281759,-0.0142263933,-0.0194234720
1520530309556345351,0.8517212297,-0.2244657466,1.2576563264,0.9994795441,0.0214509974,-0.0144193858,-0.0193022533
1520530309564679351,0.8519374439,-0.2243873715,1.2577189635,0.9994832220,0.0212529339,-0.0146381500,-0.0191657605
1520530309573012351,0.8520906851,-0.2243675477,1.2577503605,0.9994901239,0.0209681422,-0.0148384480,-0.0189644324
1520530309581345351,0.8521241586,-0.2243590336,1.2577630496,0.9995183711,0.0207086237,-0.0146659429,-0.0178630565
1520530309589678351,0.8524229907,-0.2242599308,1.2577306345,0.9994829814,0.0207139521,-0.0157632210,-0.0188738704
1520530309598012351,0.8524807319,-0.2243116603,1.2577932564,0.9995222211,0.0200952268,-0.0153181560,-0.0178007149
1520530309606345351,0.8527602514,-0.2242026547,1.2578340144,0.9994869025,0.0203975901,-0.0160016095,-0.0188100635
1520530309614678351,0.8528110881,-0.2242215707,1.2578738910,0.9995249166,0.0200018407,-0.0154318815,-0.0176557218
1520530309623012351,0.8531734640,-0.2239954945,1.2577690016,0.9994672178,0.0206580153,-0.0166242951,-0.0190304938
1520530309631345351,0.8533748000,-0.2240526246,1.2579417386,0.9994846515,0.0201662239,-0.0164518329,-0.0187907424
1520530309639679351,0.8534850145,-0.2240493012,1.2579826934,0.9995169462,0.0201209247,-0.0158655759,-0.0175871029
1520530309648012351,0.8538485999,-0.2239068383,1.2579432596,0.9994821194,0.0201837898,-0.0169263524,-0.0184825942
1520530309656345351,0.8539584260,-0.2238802942,1.2580175216,0.9995223741,0.0201457966,-0.0160310432,-0.0170931620
1520530309664679351,0.8542138840,-0.2238084234,1.2579960042,0.9995256525,0.0202844725,-0.0160593496,-0.0167065117
1520530309673012351,0.8545834676,-0.2235392109,1.2579943578,0.9995376720,0.0198172524,-0.0161825857,-0.0164268905
1520530309681345351,0.8546892659,-0.2236210010,1.2580173140,0.9995542307,0.0202954717,-0.0154139619,-0.0155513150
1520530309689679351,0.8550807509,-0.2233993744,1.2580579768,0.9995217326,0.0207819275,-0.0159211591,-0.0164600788
1520530309698012351,0.8553992614,-0.2233270889,1.2580328261,0.9995163859,0.0208090668,-0.0160492203,-0.0166252711
1520530309706345351,0.8556027950,-0.2232195147,1.2581265313,0.9995297872,0.0210455328,-0.0153410941,-0.0161845876
1520530309714678351,0.8558289218,-0.2230994017,1.2581640109,0.9995361678,0.0213783906,-0.0149455564,-0.0157176331
1520530309723012351,0.8559241364,-0.2230282893,1.2582062631,0.9995668098,0.0214023601,-0.0140782186,-0.0144891525
1520530309731345351,0.8563318773,-0.2227430753,1.2583345267,0.9995497132,0.0216218569,-0.0146574092,-0.0147657177
1520530309739678351,0.8565726324,-0.2226212973,1.2584150097,0.9995384449,0.0220189238,-0.0144498285,-0.0151415531
1520530309748012351,0.8567545773,-0.2224377235,1.2584907002,0.9995569211,0.0217198373,-0.0142287308,-0.0145517477
1520530309756345351,0.8569140846,-0.2222329140,1.2585185793,0.9995737513,0.0218812338,-0.0137270521,-0.0136049771
1520530309764679351,0.8570627231,-0.2220245700,1.2584582916,0.9995596165,0.0223898168,-0.0136454408,-0.0138950058
1520530309773012351,0.8571922702,-0.2218511142,1.2585546988,0.9995786365,0.0222321458,-0.0132426016,-0.0131497025
1520530309781345351,0.8573631288,-0.2217791642,1.2586498889,0.9995788082,0.0220504152,-0.0133972880,-0.0132852559
1520530309789679351,0.8575623575,-0.2216383232,1.2587427778,0.9995505222,0.0230327417,-0.0136544010,-0.0134834586
1520530309798012351,0.8576922008,-0.2215210944,1.2588287681,0.9995518400,0.0230593759,-0.0136680366,-0.0133255094
1520530309806345351,0.8578623223,-0.2213941108,1.2589335851,0.9995532964,0.0231728050,-0.0137290306,-0.0129515405
1520530309814679351,0.8580394292,-0.2213474626,1.2590757203,0.9995599596,0.0227059509,-0.0138763019,-0.0131063039
1520530309823012351,0.8581422835,-0.2212240663,1.2591748711,0.9995658008,0.0226992249,-0.0136844092,-0.0128721445
1520530309831345351,0.8582444763,-0.2210299993,1.2592467690,0.9995787206,0.0227733675,-0.0132666463,-0.0121552940
1520530309839678351,0.8583076859,-0.2208530469,1.2592732810,0.9995771131,0.0227159332,-0.0132957473,-0.0123614071
1520530309848012351,0.8584195879,-0.2208495952,1.2595079739,0.9996127261,0.0217365194,-0.0126203214,-0.0119435767
1520530309856345351,0.8585089274,-0.2207572725,1.2595882110,0.9996227411,0.0216709137,-0.0121620624,-0.0116974857
1520530309864678351,0.8586290973,-0.2207034466,1.2597072713,0.9996298235,0.0214360655,-0.0118252488,-0.0118690593
1520530309873012351,0.8586862064,-0.2205994425,1.2597694820,0.9996397217,0.0212622706,-0.0114528709,-0.0117121478
1520530309881345351,0.8587115925,-0.2203980956,1.2598081681,0.9996504950,0.0211792725,-0.0110371887,-0.0113360816
1520530309889679351,0.8587801042,-0.2203861708,1.2599112124,0.9996564288,0.0210252679,-0.0106802804,-0.0114408991
1520530309898012351,0.8588240252,-0.2201478139,1.2599904273,0.9996702634,0.0208766963,-0.0102170850,-0.0109150888
1520530309906345351,0.8589347729,-0.2199612308,1.2599697047,0.9996759750,0.0206180395,-0.0104595637,-0.0106507774
1520530309914679351,0.8589810423,-0.2198068099,1.2600602885,0.9996934632,0.0201806369,-0.0100310897,-0.0102517681
1520530309923012351,0.8589918476,-0.2197885484,1.2602303862,0.9997138231,0.0195874111,-0.0094733624,-0.0099428648
1520530309931345351,0.8590623376,-0.2195677245,1.2601926527,0.9997069275,0.0199126408,-0.0095030383,-0.0099618324
1520530309939679351,0.8590568921,-0.2196593905,1.2603881368,0.9997372110,0.0188226370,-0.0089151209,-0.0095779882
1520530309948012351,0.8590075248,-0.2195794230,1.2603376579,0.9997174100,0.0199730241,-0.0086410860,-0.0095660897
1520530309956345351,0.8591057897,-0.2195026713,1.2605078309,0.9997201843,0.0193463209,-0.0087485513,-0.0104276495
1520530309964678351,0.8590192927,-0.2194851634,1.2606067878,0.9997496994,0.0188957350,-0.0077909602,-0.0090989356
1520530309973012351,0.8589677383,-0.2192963176,1.2606379463,0.9997548142,0.0190588971,-0.0072476693,-0.0086337285
1520530309981345351,0.8589678736,-0.2192309446,1.2607108045,0.9997577042,0.0189405826,-0.0069961517,-0.0087659063
1520530309989678351,0.8589416163,-0.2191401864,1.2607941760,0.9997617219,0.0187425889,-0.0067789119,-0.0089028708
1520530309998012351,0.8588760719,-0.2190516323,1.2608663980,0.9997697491,0.0184270861,-0.0064590692,-0.0088978528
1520530310006345351,0.8588344006,-0.2189647418,1.2609538044,0.9997730523,0.0182443768,-0.0062892741,-0.0090239440
1520530310014679351,0.8588248924,-0.2189032539,1.2610527787,0.9997732149,0.0181175824,-0.0062795374,-0.0092649562
1520530310023012351,0.8587851154,-0.2188368384,1.2611408081,0.9997760531,0.0179463840,-0.0062124105,-0.0093368609
1520530310031345351,0.8587827384,-0.2186574063,1.2611211162,0.9997664588,0.0183896199,-0.0060829636,-0.0095836990
1520530310039679351,0.8588248541,-0.2185286109,1.2611860608,0.9997501509,0.0183619951,-0.0067351457,-0.0108217750
1520530310048012351,0.8586666988,-0.2185444068,1.2612805194,0.9997703469,0.0179838288,-0.0060499009,-0.0099616323
1520530310056345351,0.8586069817,-0.2185262623,1.2613655282,0.9997747114,0.0177401672,-0.0057648582,-0.0101281469
1520530310064679351,0.8585143427,-0.2185735227,1.2615115355,0.9997881035,0.0170233391,-0.0054678323,-0.0102008278
1520530310073012351,0.8584434478,-0.2185730703,1.2615824078,0.9997918268,0.0168269246,-0.0051472468,-0.0103278021
1520530310081345351,0.8583727860,-0.2185724793,1.2616128364,0.9997960581,0.0164975350,-0.0050289181,-0.0105063526
1520530310089678351,0.8582904915,-0.2185861876,1.2616346151,0.9997993249,0.0162452019,-0.0048720018,-0.0106614746
1520530310098012351,0.8581978164,-0.2185214956,1.2616332759,0.9998233901,0.0153225714,-0.0044350680,-0.0099366831
1520530310106345351,0.8581352202,-0.2186112478,1.2616527502,0.9998040360,0.0158553316,-0.0046593408,-0.0108990147
1520530310114678351,0.8580681772,-0.2186165768,1.2617118972,0.9998264297,0.0146473184,-0.0044937597,-0.0106005927
