# t x y z qx qy qz qw
1520500652.77475 -0.268594954 0.03876804 1.176819137 -0.028401027 -0.010286279 -0.011912204 0.999480638
1520500652.87507 -0.221151206 0.189788151 1.164454816 -0.03005379 -0.006115489 0.013201725 0.999451395
1520500652.94278 -0.187494726 0.287425988 1.143689206 -0.026430606 -0.008550974 0.04537796 0.998599555
1520500653.06316 -0.12029481 0.426064669 1.121625601 0.027303426 -0.006401551 0.105773928 0.994010935
1520500653.15345 -0.057289803 0.469962926 1.118905178 0.024415933 0.015517228 0.113513345 0.993117887
1520500653.23872 0.01469097 0.468768746 1.125342048 0.012443025 0.017062231 0.10375919 0.994379466
1520500653.39171 0.162065187 0.433024018 1.153131633 -0.009331523 0.008287384 0.094711002 0.995430354
1520500653.44688 0.210468888 0.401017541 1.154336876 -0.000495715 0.006090834 0.090441128 0.995884547
1520500653.56225 0.312829745 0.290883132 1.137738203 -0.003410228 0.00597584 0.090352474 0.995889995
1520500653.63999 0.394839434 0.2022799 1.140665513 0.00037792 -0.006987197 0.110651413 0.993836292
1520500653.86822 0.587364624 -0.087740824 1.172156882 -0.029303817 -0.000095095 0.098914783 0.994672935
1520500653.94346 0.649935912 -0.191461066 1.182587517 -0.025887601 0.003461579 0.082552884 0.996256143
1520500654.00365 0.692177709 -0.26964894 1.197466644 -0.035315559 0.007155825 0.067628099 0.997066296
1520500654.09644 0.756010988 -0.384647154 1.198534575 -0.030651322 -0.004904971 0.066249747 0.997320644
1520500654.19927 0.836707372 -0.524468821 1.184487185 -0.046443957 -0.001042274 0.07306475 0.996246113
1520500654.29708 0.917605578 -0.634777953 1.195781074 -0.046049932 -0.012509676 0.078875031 0.995743127
1520500654.3999 1.002614209 -0.705213996 1.207370514 -0.049387821 -0.014801123 0.065344787 0.996533958
1520500654.50774 1.088830705 -0.726236273 1.201038808 -0.048660737 -0.019817505 0.005004975 0.998623523
1520500654.61057 1.158379506 -0.687614907 1.189607829 -0.036391734 -0.018394981 -0.038180927 0.998444351
1520500654.70587 1.205620825 -0.606547693 1.181899955 -0.034546359 -0.01270905 -0.045783537 0.998273186
1520500654.79867 1.237815987 -0.495675639 1.170933127 -0.037829705 -0.009191312 -0.027357346 0.998871075
1520500654.88895 1.266933052 -0.376847181 1.137518039 -0.00339587 -0.01359535 -0.028070622 0.999518719
1520500655.14226 1.396196384 -0.056610652 1.094542823 0.035129752 -0.00342841 -0.022077167 0.999136569
1520500655.23004 1.426140581 0.015183582 1.18808288 0.019941592 -0.006610646 -0.011019247 0.999729527
1520500655.30527 1.433944393 0.06733394 1.302852189 -0.037820944 -0.016461772 0.000347266 0.999183173
1520500655.40058 1.42695563 0.142117654 1.452870933 -0.10871082 0.003677678 0.020722103 0.993867146
1520500655.51093 1.398865542 0.233952747 1.579345678 -0.12805564 0.017841623 0.020085159 0.991404437
1520500655.5962 1.379555552 0.299688986 1.654222303 -0.139912649 0.025485152 0.010332475 0.989784639
1520500655.70655 1.349448366 0.381406518 1.717719706 -0.140077337 0.030079207 -0.020675802 0.989471401
1520500655.78931 1.31447316 0.427298227 1.722988431 -0.135617239 0.029805025 -0.044116679 0.989331108
1520500655.90217 1.245210533 0.472090387 1.615827893 -0.113924852 0.02080576 -0.063971715 0.991215657
1520500656.02505 1.142983408 0.512884106 1.400000252 -0.060148355 0.001961314 -0.067607578 0.995907066
1520500656.11534 1.067750239 0.535284244 1.251868161 -0.038051945 -0.001477355 -0.063770586 0.997241296
1520500656.33855 0.871183595 0.530575906 0.940208317 0.016386686 0.019790587 -0.086930262 0.995917475
1520500656.39874 0.811600898 0.520940235 0.885403314 0.049595321 0.012287671 -0.078004769 0.995653849
1520500656.50909 0.69560142 0.515040919 0.843954792 0.066442571 0.004659633 -0.083383563 0.994296849
1520500656.59687 0.577562094 0.485420484 0.919518739 0.030643527 -0.001216105 -0.105104863 0.994003671
1520500656.71976 0.38895061 0.424920456 1.145453437 -0.057934227 0.012202791 -0.077406733 0.995292084
1520500656.79249 0.294872235 0.402603936 1.293078471 -0.088421035 0.035975342 -0.059191029 0.993679446
1520500656.93544 0.168250515 0.383505122 1.560281638 -0.137746257 0.036111635 -0.056966427 0.988193172
1520500656.99312 0.124229915 0.378129663 1.651709407 -0.160132318 0.031005817 -0.054446165 0.985108741
1520500657.09846 0.031015496 0.368056893 1.781339473 -0.198438239 0.02470121 -0.065612907 0.977616784
1520500657.21382 -0.085227047 0.358733112 1.791668322 -0.205272241 0.010395667 -0.069228685 0.976205219
1520500657.31414 -0.19414726 0.335927286 1.653418917 -0.151865569 0.012238006 -0.070555753 0.985840516
1520500657.38938 -0.279292633 0.337877586 1.50840498 -0.106863424 0.005763276 -0.063243283 0.992248817
1520500657.56243 -0.454780168 0.379307049 1.20012502 -0.062142158 0.01702482 -0.067543749 0.995645115
1520500657.64017 -0.529075656 0.396186465 1.087817324 -0.068519693 0.033103399 -0.061358357 0.99521973
1520500657.69786 -0.584503004 0.404026062 1.011455736 -0.061896242 0.031357658 -0.058133845 0.995895016
1520500657.80821 -0.692370256 0.409605103 0.891342562 -0.032032352 0.044934711 -0.048715872 0.997293359
1520500657.90602 -0.78309533 0.419866869 0.818511482 0.004916549 0.021176411 -0.059286933 0.998019151
1520500658.00132 -0.863452715 0.420153676 0.81037288 0.038351782 0.018027227 -0.046344923 0.998028546
1520500658.11418 -0.990779304 0.33943759 0.914102566 0.006354013 0.017093251 -0.028055037 0.999449868
1520500658.19443 -1.096349993 0.239888159 1.065605367 -0.037412012 0.035439833 -0.024648362 0.998389202
1520500658.29475 -1.200633826 0.141804112 1.306662525 -0.095500479 0.033603995 -0.021821675 0.994628392
1520500658.41011 -1.265121565 0.071940487 1.555981707 -0.105852216 0.036364726 -0.021739726 0.993480696
1520500658.49538 -1.285550303 0.025309866 1.696133144 -0.095637408 0.014756928 -0.019600398 0.99511625
1520500658.60072 -1.292405884 -0.034420184 1.812438063 -0.140801497 0.010361728 -0.016598745 0.989855682
1520500658.83145 -1.245095845 -0.267451136 1.574201625 -0.082825344 0.009458514 0.020653875 0.996352532
1520500658.88161 -1.225574047 -0.321426766 1.444513379 -0.077621304 0.022857428 0.021288684 0.996517038
1520500658.95935 -1.190235671 -0.388263829 1.251505739 -0.031608446 0.016305552 0.043724366 0.998441574
1520500659.05465 -1.138154639 -0.424672701 1.085865503 -0.014688843 0.014851415 0.066523 0.997569299
1520500659.15246 -1.080949898 -0.439302593 0.95057112 -0.001034255 0.012887224 0.050813378 0.99862947
1520500659.23523 -1.022794542 -0.447286725 0.861702732 0.012471858 0.009568501 0.032390525 0.999359968
1520500659.36062 -0.909374403 -0.494834098 0.857686331 0.037973672 0.023567558 0.001663475 0.999005294
1520500659.45091 -0.821593438 -0.579981126 0.953369438 -0.028445676 0.025380395 -0.016921596 0.999164385
1520500659.5738 -0.687948536 -0.654550819 1.180508704 -0.115394095 0.007699787 0.007586315 0.993295641
1520500659.66659 -0.587786996 -0.641238839 1.38558588 -0.139757468 -0.00927063 0.013729366 0.990052445
1520500659.75939 -0.493650749 -0.599410918 1.57316296 -0.178417883 -0.014995787 0.031244213 0.983367093
1520500659.86221 -0.376369621 -0.544981607 1.740589846 -0.180573327 0.003512534 0.045786385 0.98249463
1520500660.04278 -0.164772157 -0.483475492 1.859061633 -0.149863284 -0.00305613 0.032384262 0.988200401
1520500660.09796 -0.105885158 -0.503494622 1.822165719 -0.141692515 0.013259095 0.039066623 0.9890734
1520500660.16818 -0.02970658 -0.551315282 1.704544139 -0.110489734 0.011015854 0.045638996 0.992792473
1520500660.2384 0.050287844 -0.600883026 1.5229928 -0.04502678 -0.004285363 0.057564622 0.997342919
1520500660.36129 0.200577054 -0.623863331 1.227114186 0.000955087 -0.008091574 0.075426845 0.997118742
1520500660.43402 0.280697342 -0.596097315 1.104548585 0.032309668 -0.000005358 0.076218545 0.9965756
1520500660.5519 0.400300966 -0.508227365 0.940856301 0.039754518 -0.016181902 0.043066924 0.998161543
1520500660.64971 0.490662887 -0.423678867 0.874475462 0.078370094 -0.011842512 -0.000699004 0.996874746
1520500660.75253 0.578709953 -0.398030538 0.919141357 0.04585534 -0.004345926 -0.029224013 0.998538424
1520500660.84031 0.652829386 -0.412359582 1.034843361 -0.031482099 -0.011351321 -0.01439851 0.999358113
1520500660.95567 0.755367829 -0.400801259 1.271092585 -0.11535882 -0.000825353 0.016441734 0.993203876
1520500661.05599 0.836084747 -0.352049878 1.48286354 -0.122950646 -0.003869533 0.011728699 0.992337031
1520500661.14126 0.90111422 -0.272906791 1.638086051 -0.188611367 -0.013949097 0.018708837 0.981805189
1520500661.3745 1.07754029 -0.01374207 1.690949746 -0.145342333 -0.067829234 0.051802608 0.985737732
1520500661.41212 1.09930048 0.013124392 1.636889431 -0.117146887 -0.072780693 0.048812572 0.989274351
1520500661.48485 1.126704051 0.066810593 1.500445816 -0.06759598 -0.094906165 0.052767593 0.99179371
1520500661.59771 1.101346322 0.180978207 1.265260066 -0.027197254 -0.089482362 0.054950481 0.994108121
1520500661.68548 0.990231762 0.318995268 1.095180751 -0.00791288 -0.086640468 0.033999594 0.995632329
1520500661.82091 0.683000568 0.609860238 0.959324058 0.082923346 -0.046097606 -0.088984771 0.991635158
1520500661.89866 0.50274484 0.747550889 1.018615226 0.065222417 -0.002749463 -0.162706897 0.984566018
1520500662.00399 0.33546341 0.79360219 1.214225009 0.03634515 0.103062337 -0.200396536 0.973649331
1520500662.1018 0.246421246 0.688359494 1.42261498 -0.051258976 0.140773425 -0.181672146 0.971971163
1520500662.1971 0.223135397 0.49556471 1.549831922 -0.134151869 0.123717764 -0.079384023 0.980063869
1520500662.29993 0.23459903 0.294884109 1.539471995 -0.149413218 0.05554628 0.026319637 0.986924437
1520500662.39022 0.225718834 0.187072143 1.408444181 -0.103776811 0.016717913 0.077109491 0.991482762
1520500662.58333 -0.058301328 0.241380421 1.00612048 0.021421267 -0.033349971 0.005636138 0.999329971
1520500662.64352 -0.228867316 0.3235936 0.955804986 0.065600604 -0.040896418 -0.066459741 0.994969903
1520500662.70622 -0.407018255 0.412824014 0.974218121 0.079553213 -0.006736925 -0.135241268 0.987661804
1520500662.80152 -0.62153588 0.489241073 1.133867035 0.045166773 0.0569887 -0.223076437 0.972150059
1520500662.90936 -0.731782017 0.403595964 1.403765559 -0.042328559 0.168292413 -0.218365861 0.960405378
1520500663.00215 -0.735640499 0.244833617 1.590381992 -0.140474693 0.169901863 -0.165429969 0.961339056
1520500663.10247 -0.704049061 0.047082407 1.651952946 -0.199150335 0.128469627 -0.118776849 0.964251158
1520500663.18523 -0.659511916 -0.096129817 1.576651552 -0.183192334 0.088363318 -0.099098909 0.974073813
1520500663.30561 -0.538614592 -0.180189212 1.308162512 -0.133428224 0.042700809 -0.059856397 0.98837072
1520500663.38587 -0.408119768 -0.095009442 1.0970248 -0.018112885 0.027215793 -0.028884583 0.99911107
1520500663.51628 -0.114393645 0.234627136 0.96625671 0.124060894 0.028277734 0.11828831 0.984958549
1520500663.61409 0.071562616 0.452487625 1.11882387 0.093953816 -0.025816045 0.246547567 0.964359869
1520500663.81472 0.265403383 0.442505405 1.550537159 -0.036342329 -0.168526971 0.312159987 0.934535008
1520500663.86739 0.280769345 0.363644884 1.620066636 -0.081328686 -0.185783838 0.256751415 0.945208712
1520500663.89498 0.28213921 0.316578214 1.643261107 -0.100585515 -0.177435294 0.225789969 0.952655389
1520500663.98526 0.280495741 0.154773331 1.640393346 -0.120069553 -0.136317904 0.12450548 0.975482139
1520500664.10564 0.304225254 -0.02845904 1.461319805 -0.0811314 -0.076730965 -0.023631996 0.993567753
1520500664.20094 0.393431348 -0.091086811 1.227881839 -0.030577527 -0.008278765 -0.046924469 0.998440441
1520500664.29875 0.545357123 -0.021229317 1.011310045 0.042976124 0.029538181 0.020062971 0.998526497
1520500664.40409 0.767723727 0.168002072 0.909754873 0.119496211 0.05950414 0.157854919 0.978526968
1520500664.49939 1.029316184 0.351402985 0.973629938 0.100572554 0.028305566 0.298506085 0.948801738
1520500664.58967 1.229230061 0.47474538 1.17760915 0.008408061 -0.056164745 0.417856678 0.906849991
1520500664.70755 1.288000738 0.49252362 1.500233746 -0.100710652 -0.166479169 0.441073582 0.876213165
1520500664.80535 1.199759041 0.412859496 1.657878586 -0.19216436 -0.198242218 0.363312338 0.889933548
1520500664.88812 1.065216928 0.318529473 1.651176302 -0.219247959 -0.166508514 0.254531884 0.927113706
1520500665.09377 0.569045034 0.259688306 1.160261434 -0.038577887 -0.086978539 0.04624092 0.994746094
1520500665.13891 0.435965679 0.310264135 1.042671153 0.028560559 -0.069676677 0.011296891 0.997347441
1520500665.1991 0.252450309 0.3997831 0.941961897 0.101173143 -0.049842851 -0.051694331 0.992372739
1520500665.30443 -0.06713402 0.557827384 0.947800621 0.117972583 -0.02537119 -0.194734109 0.973541189
1520500665.40224 -0.272744839 0.646872725 1.135501586 0.014151712 0.041831632 -0.301768798 0.952497796
1520500665.49503 -0.320144724 0.652021171 1.374561362 -0.051702689 0.122113581 -0.296290375 0.94587961
1520500665.60287 -0.197208128 0.584797969 1.586252798 -0.125822346 0.134230192 -0.223581795 0.957233768
1520500665.70821 0.06242508 0.497455712 1.602891512 -0.164592803 0.067108337 -0.124584697 0.97624188
1520500665.83611 0.447293606 0.438171578 1.344674826 -0.060437446 0.018151168 0.00418445 0.998203936
1520500665.91636 0.678094125 0.485276254 1.16134056 0.010064388 -0.029008825 0.080159091 0.996412029
1520500666.00414 0.894147514 0.590869757 1.037587334 0.058511972 -0.012139787 0.153081872 0.986463583
1520500666.12201 1.10287437 0.741646133 1.08533663 0.065084689 -0.032915613 0.282030616 0.956731647
1520500666.33017 1.083628155 0.709814275 1.529680061 -0.14578519 -0.115822551 0.346073786 0.919906037
1520500666.39538 0.959228661 0.65390432 1.62807079 -0.208948822 -0.111981972 0.300526301 0.92412152
1520500666.4656 0.789455924 0.587110098 1.663227653 -0.226577637 -0.073193866 0.257220564 0.936687284
1520500666.51827 0.650548921 0.537166969 1.634590505 -0.221896666 -0.060719567 0.231882909 0.945170934
1520500666.61106 0.413876748 0.447657597 1.475535632 -0.148391567 -0.053938496 0.182556218 0.970529364
1520500666.69382 0.220329849 0.39949911 1.28555816 -0.103663373 -0.043320563 0.128727414 0.985321246
1520500666.79163 -0.008359195 0.393301514 1.061316512 -0.010067415 -0.034106171 0.044208481 0.998447207
1520500666.89195 -0.284774646 0.433996493 0.921287568 0.076085138 -0.021242898 -0.057080796 0.995328925
1520500666.98975 -0.578745712 0.474152116 0.978535759 0.107043871 0.024409977 -0.179298223 0.977699418
1520500667.09258 -0.783138074 0.442060838 1.203456945 -0.007556168 0.099693462 -0.232062031 0.967621524
1520500667.18788 -0.864131107 0.347381586 1.432589926 -0.117267856 0.170224236 -0.220815365 0.953200077
1520500667.30074 -0.829921995 0.206304731 1.626762103 -0.232804247 0.149143793 -0.139235848 0.950971532
1520500667.39102 -0.718554497 0.105259916 1.645004961 -0.254009947 0.074131443 -0.057472568 0.96269097
1520500667.57661 -0.381341574 0.016178849 1.339978751 -0.088216922 0.013678793 0.084356585 0.992632704
1520500667.60921 -0.314876467 0.021855101 1.278018875 -0.051184565 0.015336757 0.088155029 0.99474088
1520500667.69699 -0.151545955 0.056098515 1.140973724 0.0427821 0.052623368 0.121656085 0.990306258
1520500667.79479 -0.031040634 0.095743596 1.095527383 0.05471623 0.004303288 0.14158174 0.988519217
1520500667.8901 0.035282505 0.104647703 1.140845183 -0.004359581 -0.25137079 0.073439842 0.965323498
1520500667.99794 0.083936975 0.117271836 1.18428241 0.044517677 -0.426807071 0.036698144 0.902536575
1520500668.10327 0.111045341 0.136769103 1.17525586 0.030791574 -0.205478911 0.014710274 0.978550848
1520500668.19355 0.134808723 0.172515873 1.153675473 0.029363082 0.094232041 0.029983664 0.995078433
1520500668.30139 0.153293143 0.22177202 1.123357916 0.153940599 0.407231712 0.023554112 0.900339042
1520500668.39168 0.192548806 0.254585498 1.118678214 0.183983396 0.480362003 0.006873321 0.857539561
1520500668.49701 0.296339758 0.259324665 1.123335971 0.1352227 0.267630953 0.039515845 0.953546439
1520500668.59482 0.412088036 0.259305732 1.142007497 0.112741228 -0.130835598 0.011012001 0.985567625
1520500668.82053 0.557105208 0.340334975 1.13285417 0.092852812 -0.384904786 -0.079995939 0.915434332
1520500668.87822 0.578891744 0.370393948 1.114454047 0.101243216 -0.225632403 -0.075625633 0.966832216
1520500668.92085 0.592562455 0.397330491 1.101940081 0.111343923 -0.095427126 -0.066596043 0.987612694
1520500668.99358 0.614113621 0.442057998 1.087893432 0.15328025 0.116532601 -0.042254697 0.980710203
1520500669.09139 0.652318132 0.492701484 1.091339722 0.185546105 0.393948789 -0.002425274 0.900457487
1520500669.19421 0.714204275 0.51608402 1.096720788 0.211437674 0.531508791 0.006079505 0.820230115
1520500669.28951 0.801441815 0.495267778 1.097883452 0.176535803 0.38529269 0.023448511 0.905743708
1520500669.40237 0.930032231 0.450639332 1.124763186 0.125470877 -0.06716564 0.00493814 0.990664397
1520500669.49516 0.9970029 0.421958254 1.163798408 0.005314474 -0.439458421 -0.055717764 0.897170714
1520500669.58796 1.035695539 0.403445021 1.160314177 0.044333744 -0.580093457 -0.050933393 0.811783959
1520500669.72338 1.002984866 0.329056091 1.104272367 0.103803188 -0.22901179 -0.076205942 0.966036912
1520500669.78859 0.957777185 0.287377781 1.082999261 0.141808561 0.044868016 -0.057263656 0.987690743
1520500669.89141 0.896646518 0.228465489 1.09056021 0.164344741 0.37371011 -0.013921889 0.913053879
1520500670.09205 0.847605931 0.122133283 1.099823663 0.233588039 0.446251589 -0.01269621 0.864283377
1520500670.12716 0.842286187 0.090905549 1.09467403 0.221729644 0.351019146 -0.009327688 0.910351041
1520500670.21243 0.834341217 0.008771875 1.090935766 0.200183391 0.032427214 -0.025082274 0.97983864
1520500670.2977 0.826582532 -0.065354433 1.101513269 0.145943572 -0.270869429 -0.056874843 0.950251514
1520500670.41557 0.790891104 -0.11222865 1.108569871 0.067381873 -0.500476405 -0.11069111 0.856199469
1520500670.50335 0.742256781 -0.130204787 1.08797637 0.104404114 -0.43419985 -0.106222309 0.888664425
1520500670.60366 0.664344512 -0.128178583 1.055008344 0.164300841 -0.091881854 -0.061752075 0.980822305
1520500670.70147 0.568848966 -0.114777635 1.026982644 0.191584005 0.257509301 0.005156478 0.947618313
1520500670.79427 0.503095191 -0.093256156 1.02740153 0.167881785 0.487543602 0.079989768 0.853276725
1520500670.91214 0.474735856 -0.06699809 1.056710607 0.142710371 0.454247955 0.065531353 0.877155117
1520500670.99991 0.4913851 -0.044025638 1.076743598 0.146318837 0.186613777 0.013046367 0.971974504
1520500671.0902 0.529831234 -0.000003577 1.09321174 0.121623995 -0.169047724 -0.016701265 0.978388193
1520500671.33347 0.571687011 0.13391206 1.093882598 0.114465388 -0.498274856 -0.041285477 0.859500371
1520500671.37109 0.571978239 0.140227433 1.081646982 0.11201277 -0.376699024 -0.052012948 0.919096767
1520500671.42626 0.562747659 0.145333748 1.058902585 0.12750021 -0.151975994 -0.046509388 0.980365777
1520500671.48896 0.550987148 0.156675581 1.038941668 0.123677402 0.093734139 -0.011058874 0.988211466
1520500671.5968 0.537607392 0.174424516 1.025206249 0.103325683 0.313253862 0.072910943 0.941256273
1520500671.68708 0.541009849 0.179856149 1.033104223 0.101825113 0.214081266 0.134831121 0.962179048
1520500671.7874 0.563536831 0.190764414 1.050012887 0.078519598 0.101060709 0.295068394 0.94699323
1520500671.88521 0.576219915 0.199879122 1.060007846 0.030511024 0.043539055 0.383145138 0.922158779
1520500672.0081 0.544469654 0.165972436 1.048854471 0.06283859 -0.012617069 0.174532594 0.98288645
1520500672.10089 0.498299674 0.153533212 1.041044219 0.068223853 -0.045089476 -0.061396387 0.995011159
1520500672.18616 0.46415034 0.161660663 1.038312493 0.083987227 -0.048885089 -0.226506182 0.969207782
1520500672.29902 0.454938749 0.160814948 1.039001004 0.100203042 -0.04965559 -0.228312739 0.96718996
1520500672.3893 0.482472218 0.147802864 1.036484032 0.122733758 -0.031892131 -0.037421112 0.991391396
1520500672.59996 0.551676561 0.18072213 1.048368467 0.050381529 0.035413703 0.287621555 0.956186542
1520500672.63257 0.549690458 0.175098758 1.048989078 0.063139658 0.025590816 0.250704687 0.965741053
1520500672.69276 0.539405149 0.158835184 1.051877303 0.085285867 0.003236091 0.136197335 0.987156998
1520500672.8006 0.502271664 0.134689372 1.05919612 0.120203585 -0.049190163 -0.116835112 0.984872145
1520500672.90844 0.475929138 0.13853204 1.060873156 0.180766181 -0.067490787 -0.258819392 0.946488743
