#timestamp tx ty tz qx qy qz qw
1521753107.231430 0.0767485 -1.5878664 0.2072859 0.7376872 -0.2881215 -0.2155517 0.5712627
1521753107.281430 0.0402792 -1.6397412 0.2169282 0.7314660 -0.2990102 -0.2168823 0.5731601
1521753107.331430 0.0009154 -1.6912050 0.2238140 0.7244577 -0.3079242 -0.2190821 0.5764953
1521753107.381430 -0.0410907 -1.7422935 0.2270069 0.7181625 -0.3161207 -0.2208641 0.5792490
1521753107.431430 -0.0856128 -1.7906935 0.2249099 0.7149910 -0.3239852 -0.2232589 0.5779073
1521753107.481430 -0.1327987 -1.8408262 0.2233825 0.7139713 -0.3298049 -0.2252634 0.5750914
1521753107.531430 -0.1816292 -1.8929924 0.2199148 0.7176372 -0.3344134 -0.2246644 0.5680585
1521753107.581430 -0.2327698 -1.9488997 0.2206001 0.7225842 -0.3361479 -0.2226378 0.5615240
1521753107.631430 -0.2818961 -2.0046387 0.2259146 0.7275443 -0.3354735 -0.2220413 0.5557288
1521753107.681430 -0.3287524 -2.0582868 0.2374770 0.7288401 -0.3307699 -0.2239760 0.5560738
1521753107.731430 -0.3726036 -2.1090436 0.2532588 0.7269426 -0.3263481 -0.2301013 0.5586634
1521753107.781430 -0.4150369 -2.1579024 0.2713770 0.7255517 -0.3221325 -0.2371302 0.5599774
1521753107.831430 -0.4577602 -2.2066832 0.2895346 0.7221043 -0.3199716 -0.2437783 0.5628106
1521753107.881430 -0.5011498 -2.2542018 0.3038577 0.7182777 -0.3209171 -0.2485351 0.5650837
1521753107.931430 -0.5467853 -2.3043848 0.3106603 0.7165821 -0.3239675 -0.2509886 0.5644110
1521753107.981430 -0.5927043 -2.3528211 0.3125728 0.7150949 -0.3276811 -0.2530198 0.5632454
1521753108.031430 -0.6389421 -2.4020903 0.3152673 0.7141744 -0.3311337 -0.2559711 0.5610563
1521753108.081430 -0.6812880 -2.4484672 0.3172025 0.7078411 -0.3314878 -0.2661540 0.5641266
1521753108.131430 -0.7225332 -2.4901884 0.3220575 0.7016119 -0.3348888 -0.2806907 0.5628526
1521753108.181430 -0.7625645 -2.5295842 0.3266626 0.6896715 -0.3405331 -0.2975101 0.5655778
1521753108.231430 -0.8033924 -2.5671370 0.3342766 0.6818423 -0.3498622 -0.3107322 0.5622571
1521753108.281430 -0.8497181 -2.6072379 0.3435375 0.6794487 -0.3594200 -0.3170622 0.5555523
1521753108.331430 -0.8978063 -2.6465305 0.3504154 0.6770686 -0.3677043 -0.3193462 0.5517152
1521753108.381430 -0.9469057 -2.6852805 0.3583135 0.6733007 -0.3768845 -0.3250905 0.5467544
1521753108.431430 -0.9954494 -2.7211691 0.3636500 0.6662733 -0.3852777 -0.3345515 0.5437980
1521753108.481430 -1.0445002 -2.7544481 0.3647038 0.6578099 -0.3931009 -0.3445957 0.5422283
1521753108.531430 -1.0959688 -2.7852821 0.3624423 0.6492579 -0.4016107 -0.3548504 0.5396797
1521753108.581430 -1.1497781 -2.8144462 0.3576400 0.6430968 -0.4093877 -0.3627643 0.5359388
1521753108.631430 -1.2049757 -2.8438865 0.3517058 0.6396075 -0.4147460 -0.3683847 0.5321472
1521753108.681430 -1.2644877 -2.8751600 0.3476538 0.6423223 -0.4200578 -0.3702564 0.5233390
1521753108.731430 -1.3248461 -2.9058379 0.3464350 0.6464521 -0.4272736 -0.3731748 0.5101741
1521753108.781430 -1.3842752 -2.9316446 0.3486467 0.6442589 -0.4360451 -0.3786574 0.5014117
1521753108.831430 -1.4389380 -2.9538209 0.3512200 0.6370537 -0.4439885 -0.3873760 0.4969674
1521753108.881430 -1.4942304 -2.9758969 0.3523281 0.6316659 -0.4520279 -0.3959360 0.4897996
1521753108.931430 -1.5521413 -2.9975214 0.3508144 0.6278980 -0.4626608 -0.4022546 0.4794583
1521753108.981430 -1.6087628 -3.0171591 0.3440693 0.6203986 -0.4732254 -0.4094893 0.4727386
1521753109.031430 -1.6629773 -3.0341840 0.3343625 0.6103632 -0.4848663 -0.4169419 0.4674622
1521753109.081430 -1.7168504 -3.0486327 0.3245396 0.5973226 -0.4990454 -0.4257392 0.4614169
1521753109.131430 -1.7696819 -3.0594389 0.3164404 0.5821572 -0.5164572 -0.4352159 0.4527162
1521753109.181430 -1.8199293 -3.0670625 0.3123733 0.5634108 -0.5329337 -0.4468741 0.4459299
1521753109.231430 -1.8636682 -3.0710013 0.3145319 0.5410960 -0.5468783 -0.4623444 0.4408819
1521753109.281430 -1.9104023 -3.0740992 0.3208323 0.5213686 -0.5611525 -0.4768989 0.4311034
1521753109.331430 -1.9656856 -3.0761224 0.3312784 0.5068816 -0.5790755 -0.4850705 0.4152701
1521753109.381430 -2.0190243 -3.0731164 0.3419082 0.4900757 -0.5931371 -0.4948187 0.4039414
1521753109.431430 -2.0689808 -3.0674724 0.3482183 0.4716545 -0.6069281 -0.5049096 0.3927424
1521753109.481420 -2.1193218 -3.0563174 0.3507164 0.4531686 -0.6199249 -0.5152173 0.3806343
1521753109.531420 -2.1649398 -3.0417961 0.3476463 0.4363063 -0.6338829 -0.5214836 0.3686248
1521753109.581420 -2.2093468 -3.0248879 0.3431385 0.4194959 -0.6420339 -0.5300354 0.3617709
1521753109.631420 -2.2534236 -3.0048762 0.3335448 0.4074326 -0.6515511 -0.5327409 0.3544955
1521753109.681420 -2.3040944 -2.9806717 0.3327814 0.3980512 -0.6603448 -0.5355551 0.3445006
1521753109.731420 -2.3516256 -2.9576719 0.3352579 0.3894918 -0.6643695 -0.5433756 0.3341442
1521753109.781420 -2.3988540 -2.9348119 0.3409828 0.3804346 -0.6648868 -0.5541288 0.3257857
1521753109.831420 -2.4484631 -2.9113564 0.3469008 0.3711472 -0.6655310 -0.5648286 0.3166810
1521753109.881420 -2.4987707 -2.8873720 0.3510068 0.3669131 -0.6688225 -0.5686900 0.3076409
1521753109.931420 -2.5517410 -2.8586400 0.3546976 0.3632664 -0.6710778 -0.5720083 0.3008298
1521753109.981420 -2.6029219 -2.8279385 0.3522888 0.3597606 -0.6773616 -0.5715168 0.2917569
1521753110.031420 -2.6507722 -2.7944536 0.3451178 0.3520323 -0.6797318 -0.5757944 0.2872260
1521753110.081420 -2.6956331 -2.7597788 0.3333550 0.3425270 -0.6812189 -0.5808916 0.2849228
1521753110.131420 -2.7381787 -2.7204478 0.3176245 0.3339274 -0.6845340 -0.5844375 0.2798902
1521753110.181420 -2.7829411 -2.6795117 0.3064284 0.3262644 -0.6851367 -0.5915036 0.2725119
1521753110.231420 -2.8231438 -2.6372759 0.2976848 0.3209168 -0.6814329 -0.6001845 0.2691472
1521753110.281420 -2.8630639 -2.5929477 0.2942224 0.3201870 -0.6811293 -0.6025294 0.2655212
1521753110.331420 -2.9043484 -2.5446780 0.2949604 0.3200257 -0.6821502 -0.6037308 0.2603148
1521753110.381420 -2.9448588 -2.4941991 0.2993269 0.3205293 -0.6808840 -0.6073189 0.2546009
1521753110.431420 -2.9850006 -2.4435873 0.3030636 0.3237753 -0.6854346 -0.6040753 0.2458493
1521753110.481420 -3.0243840 -2.3913310 0.3067360 0.3220050 -0.6805913 -0.6115920 0.2430296
1521753110.531420 -3.0553949 -2.3437267 0.3041555 0.3210437 -0.6755484 -0.6178691 0.2424935
1521753110.581420 -3.0868279 -2.2941078 0.3009326 0.3204983 -0.6683388 -0.6254292 0.2438082
1521753110.631420 -3.1179941 -2.2414605 0.2976619 0.3231563 -0.6668021 -0.6264176 0.2419628
1521753110.681420 -3.1528976 -2.1884078 0.2998344 0.3272688 -0.6629461 -0.6290196 0.2402746
1521753110.731420 -3.1866074 -2.1363573 0.3071518 0.3310312 -0.6532193 -0.6360043 0.2433546
1521753110.781420 -3.2187516 -2.0827110 0.3216464 0.3353491 -0.6448969 -0.6388484 0.2520353
1521753110.831420 -3.2596728 -2.0300306 0.3379151 0.3436557 -0.6382681 -0.6366800 0.2629699
1521753110.881420 -3.3057464 -1.9761105 0.3563963 0.3533165 -0.6401523 -0.6250415 0.2733048
1521753110.931420 -3.3559597 -1.9288883 0.3734078 0.3625536 -0.6386804 -0.6173674 0.2819570
1521753110.981420 -3.3984010 -1.8899521 0.3881262 0.3703336 -0.6365408 -0.6109928 0.2904421
1521753111.031420 -3.4355611 -1.8517108 0.4069366 0.3744620 -0.6311405 -0.6075617 0.3038233
1521753111.081420 -3.4763122 -1.8181472 0.4288240 0.3781108 -0.6266876 -0.6049330 0.3136094
1521753111.131420 -3.5155659 -1.7848408 0.4528232 0.3841809 -0.6210964 -0.6021913 0.3225057
1521753111.181420 -3.5517300 -1.7490879 0.4783206 0.3915148 -0.6188082 -0.5996232 0.3228693
1521753111.231420 -3.5824880 -1.7137914 0.4987817 0.3998389 -0.6178474 -0.5965985 0.3200994
1521753111.281420 -3.6078586 -1.6786545 0.5161217 0.4074520 -0.6184546 -0.5917203 0.3183770
1521753111.331420 -3.6268183 -1.6465312 0.5323368 0.4099698 -0.6093944 -0.5970148 0.3227020
1521753111.381420 -3.6392853 -1.6167244 0.5446593 0.4125879 -0.6032531 -0.6006282 0.3241955
1521753111.431420 -3.6567728 -1.5836049 0.5619718 0.4148425 -0.5959539 -0.6041789 0.3281959
1521753111.481420 -3.6813455 -1.5466660 0.5857875 0.4213041 -0.5956594 -0.5985191 0.3308589
1521753111.531420 -3.7113296 -1.5077615 0.6161047 0.4295297 -0.5999138 -0.5847863 0.3370944
1521753111.581420 -3.7405433 -1.4707026 0.6459647 0.4323186 -0.5955504 -0.5764033 0.3552176
1521753111.631420 -3.7719227 -1.4420845 0.6691601 0.4422389 -0.5969655 -0.5597421 0.3670772
1521753111.681420 -3.8043980 -1.4194933 0.6848921 0.4547053 -0.5844517 -0.5506865 0.3852320
1521753111.731420 -3.8376922 -1.4025821 0.6994263 0.4681790 -0.5728231 -0.5419764 0.3986773
1521753111.781420 -3.8724852 -1.3850722 0.7168278 0.4763429 -0.5576728 -0.5375148 0.4161446
1521753111.831420 -3.9129688 -1.3683008 0.7409784 0.4895979 -0.5473995 -0.5262901 0.4285632
1521753111.881420 -3.9588175 -1.3513896 0.7749039 0.5027542 -0.5397729 -0.5179333 0.4331611
1521753111.931420 -4.0033098 -1.3343373 0.8092683 0.5120264 -0.5324012 -0.5103712 0.4403398
1521753111.981420 -4.0454516 -1.3172073 0.8426552 0.5157764 -0.5229074 -0.5071409 0.4509441
1521753112.031420 -4.0832939 -1.3041878 0.8654787 0.5208296 -0.5147714 -0.5053007 0.4565284
1521753112.081420 -4.1188122 -1.2936753 0.8844049 0.5235388 -0.5021504 -0.5101831 0.4620231
1521753112.131420 -4.1472912 -1.2820434 0.8946182 0.5308616 -0.4927290 -0.5078986 0.4663080
1521753112.181420 -4.1813115 -1.2658698 0.9069030 0.5336871 -0.4871517 -0.5047872 0.4722829
1521753112.231420 -4.2216487 -1.2492476 0.9223957 0.5405387 -0.4884344 -0.4952018 0.4733127
1521753112.281420 -4.2657899 -1.2329357 0.9427210 0.5458346 -0.4874244 -0.4877326 0.4760242
1521753112.331420 -4.3084678 -1.2178412 0.9671848 0.5463542 -0.4793162 -0.4869366 0.4844025
1521753112.381420 -4.3526582 -1.2037170 0.9936619 0.5468820 -0.4706570 -0.4862723 0.4928907
1521753112.431420 -4.4024426 -1.1908990 1.0212498 0.5514826 -0.4663407 -0.4780718 0.4998406
1521753112.481420 -4.4530886 -1.1801823 1.0483371 0.5587349 -0.4614633 -0.4673405 0.5064187
1521753112.531420 -4.5038806 -1.1715011 1.0736731 0.5658538 -0.4571899 -0.4585423 0.5104173
1521753112.581420 -4.5542440 -1.1659787 1.0987116 0.5701338 -0.4515719 -0.4546643 0.5141115
1521753112.631420 -4.6060153 -1.1626205 1.1214509 0.5733298 -0.4477404 -0.4521375 0.5161328
1521753112.681420 -4.6634337 -1.1634456 1.1433332 0.5793020 -0.4464228 -0.4483835 0.5138756
1521753112.731420 -4.7207267 -1.1663870 1.1601518 0.5861880 -0.4438308 -0.4404034 0.5152113
1521753112.781420 -4.7819281 -1.1722252 1.1749921 0.5911099 -0.4412035 -0.4327654 0.5183076
1521753112.831420 -4.8412900 -1.1803020 1.1835031 0.5924892 -0.4373688 -0.4287795 0.5232716
1521753112.881420 -4.9017354 -1.1899628 1.1897480 0.5903107 -0.4319095 -0.4275545 0.5312105
1521753112.931420 -4.9578172 -1.1998395 1.1925950 0.5841664 -0.4244602 -0.4304705 0.5415517
1521753112.981420 -5.0113344 -1.2101005 1.1949465 0.5806417 -0.4171504 -0.4322450 0.5495499
1521753113.031420 -5.0683426 -1.2236679 1.1992895 0.5841560 -0.4150161 -0.4294173 0.5496583
1521753113.081420 -5.1274340 -1.2387851 1.2074856 0.5902607 -0.4128684 -0.4230770 0.5496706
1521753113.131420 -5.1846386 -1.2550706 1.2180243 0.5940606 -0.4058904 -0.4191706 0.5537517
1521753113.181420 -5.2406224 -1.2711003 1.2277127 0.5958812 -0.3969639 -0.4186011 0.5586755
1521753113.231420 -5.2987490 -1.2881607 1.2338341 0.6007395 -0.3918757 -0.4175195 0.5578737
1521753113.281420 -5.3618586 -1.3060091 1.2367157 0.6119213 -0.3902442 -0.4090447 0.5531222
1521753113.331420 -5.4258379 -1.3216955 1.2379912 0.6212004 -0.3895518 -0.3981394 0.5512209
1521753113.381420 -5.4875844 -1.3354984 1.2411056 0.6218476 -0.3866120 -0.3918711 0.5570223
1521753113.431420 -5.5466123 -1.3490273 1.2464385 0.6187901 -0.3783244 -0.3874116 0.5691060
1521753113.481420 -5.6078993 -1.3656206 1.2575203 0.6218843 -0.3690007 -0.3800538 0.5767647
1521753113.531420 -5.6697813 -1.3845171 1.2743814 0.6276581 -0.3585648 -0.3718556 0.5824088
1521753113.581420 -5.7265797 -1.4027379 1.2935698 0.6336913 -0.3452181 -0.3633173 0.5892880
1521753113.631420 -5.7812661 -1.4196951 1.3132513 0.6383618 -0.3375252 -0.3550674 0.5937156
1521753113.681420 -5.8316597 -1.4360165 1.3334874 0.6377947 -0.3339970 -0.3517356 0.5982859
1521753113.731420 -5.8810621 -1.4502950 1.3508269 0.6357112 -0.3352923 -0.3480051 0.6019491
1521753113.781420 -5.9373822 -1.4672793 1.3700564 0.6400129 -0.3410670 -0.3395627 0.5989607
1521753113.831420 -5.9900059 -1.4843099 1.3901206 0.6456116 -0.3458683 -0.3319911 0.5944263
1521753113.881420 -6.0360550 -1.5024935 1.4151412 0.6477471 -0.3457913 -0.3319642 0.5921587
1521753113.931420 -6.0744550 -1.5191777 1.4398510 0.6453586 -0.3444504 -0.3376605 0.5923273
1521753113.981420 -6.1107642 -1.5339650 1.4632727 0.6422215 -0.3454566 -0.3427817 0.5922095
1521753114.031420 -6.1491815 -1.5470700 1.4831460 0.6449359 -0.3530243 -0.3421097 0.5851432
1521753114.081420 -6.1870218 -1.5580402 1.5010427 0.6452463 -0.3579809 -0.3411556 0.5823399
1521753114.131420 -6.2215778 -1.5662628 1.5166870 0.6478697 -0.3614368 -0.3394963 0.5782479
1521753114.181420 -6.2557317 -1.5734262 1.5335653 0.6468895 -0.3611858 -0.3420570 0.5779929
1521753114.231420 -6.2915850 -1.5815675 1.5538097 0.6462140 -0.3588346 -0.3467293 0.5774288
1521753114.281420 -6.3297713 -1.5892139 1.5778914 0.6457979 -0.3549856 -0.3487089 0.5790789
1521753114.331420 -6.3727459 -1.5980874 1.6043365 0.6498462 -0.3564723 -0.3460249 0.5752341
1521753114.381420 -6.4169158 -1.6089226 1.6298509 0.6540646 -0.3575261 -0.3397312 0.5735480
1521753114.431420 -6.4579548 -1.6196681 1.6496263 0.6594705 -0.3598406 -0.3288268 0.5722643
1521753114.481420 -6.4935665 -1.6307794 1.6639928 0.6623325 -0.3575190 -0.3183136 0.5763439
1521753114.531420 -6.5219822 -1.6408402 1.6757090 0.6613342 -0.3523860 -0.3118173 0.5841499
1521753114.581420 -6.5514378 -1.6547236 1.6897387 0.6603432 -0.3490176 -0.3107170 0.5878677
1521753114.631420 -6.5836357 -1.6729442 1.7073739 0.6639177 -0.3474539 -0.3082897 0.5860431
1521753114.681420 -6.6186420 -1.6935964 1.7296264 0.6713022 -0.3461519 -0.3012733 0.5820366
1521753114.731420 -6.6532723 -1.7136616 1.7550459 0.6760144 -0.3439933 -0.2939833 0.5815900
1521753114.781420 -6.6874075 -1.7306817 1.7793262 0.6778033 -0.3428706 -0.2883341 0.5829973
1521753114.831420 -6.7226509 -1.7451711 1.7995502 0.6782321 -0.3479568 -0.2912481 0.5780154
1521753114.881420 -6.7554416 -1.7523681 1.8139419 0.6770414 -0.3472915 -0.2915169 0.5796736
1521753114.931420 -6.7840298 -1.7535650 1.8235836 0.6716852 -0.3483443 -0.2970622 0.5824511
1521753114.981420 -6.8145989 -1.7573515 1.8312325 0.6706746 -0.3537704 -0.3046479 0.5763954
1521753115.031420 -6.8523419 -1.7641482 1.8440745 0.6712914 -0.3594173 -0.3113723 0.5685371
1521753115.081420 -6.8935206 -1.7693823 1.8614198 0.6730757 -0.3629302 -0.3089842 0.5654905
1521753115.131420 -6.9353573 -1.7741833 1.8841396 0.6720499 -0.3645098 -0.3082719 0.5660830
1521753115.181420 -6.9750378 -1.7833400 1.9092365 0.6715652 -0.3606377 -0.3129176 0.5665891
1521753115.231420 -7.0113784 -1.7953383 1.9305566 0.6724738 -0.3488906 -0.3130461 0.5727622
1521753115.281420 -7.0464606 -1.8096253 1.9464209 0.6835180 -0.3420613 -0.3018062 0.5698336
1521753115.331420 -7.0772387 -1.8221800 1.9576698 0.6863901 -0.3341920 -0.2934272 0.5753997
1521753115.381420 -7.1052817 -1.8351847 1.9694263 0.6865693 -0.3298750 -0.2905126 0.5791438
1521753115.431420 -7.1343384 -1.8513902 1.9843794 0.6888640 -0.3287480 -0.2853683 0.5796172
1521753115.481420 -7.1641493 -1.8685241 2.0049183 0.6912387 -0.3273125 -0.2757121 0.5822700
1521753115.531420 -7.1920707 -1.8877010 2.0294544 0.6932845 -0.3231205 -0.2695665 0.5850502
1521753115.581420 -7.2219940 -1.9095308 2.0547175 0.6976239 -0.3187563 -0.2618420 0.5857935
1521753115.631420 -7.2535812 -1.9329960 2.0775786 0.7038854 -0.3163611 -0.2553982 0.5824368
1521753115.681420 -7.2800160 -1.9536395 2.0926318 0.7128267 -0.3120931 -0.2522855 0.5751766
1521753115.731420 -7.3041435 -1.9679102 2.1078690 0.7128839 -0.3041903 -0.2567199 0.5773731
1521753115.781420 -7.3207208 -1.9737849 2.1191373 0.7086434 -0.2962706 -0.2598893 0.5852399
1521753115.831420 -7.3456820 -1.9848964 2.1374482 0.7049512 -0.2886495 -0.2574494 0.5945125
1521753115.881420 -7.3770724 -2.0009869 2.1620148 0.7095161 -0.2830610 -0.2479985 0.5957854
1521753115.931420 -7.4107651 -2.0181687 2.1919789 0.7136965 -0.2741179 -0.2356846 0.5999579
1521753115.981420 -7.4457101 -2.0376470 2.2243537 0.7170078 -0.2644964 -0.2232775 0.6050525
1521753116.031420 -7.4770266 -2.0575578 2.2542798 0.7162680 -0.2508427 -0.2101331 0.6163458
1521753116.081420 -7.5005010 -2.0773401 2.2776489 0.7189997 -0.2343521 -0.1948733 0.6246142
1521753116.131420 -7.5172575 -2.0955966 2.2954035 0.7181428 -0.2142532 -0.1833506 0.6361989
1521753116.181420 -7.5343955 -2.1171669 2.3145836 0.7195021 -0.1972466 -0.1743187 0.6426690
1521753116.231420 -7.5551180 -2.1415004 2.3368675 0.7217641 -0.1850314 -0.1625313 0.6468412
1521753116.281420 -7.5763772 -2.1678239 2.3633413 0.7240653 -0.1730070 -0.1500815 0.6505948
1521753116.331420 -7.5985838 -2.1977612 2.3915178 0.7279809 -0.1591680 -0.1417305 0.6516302
1521753116.381420 -7.6235495 -2.2320946 2.4197884 0.7355230 -0.1466129 -0.1349370 0.6475358
1521753116.431420 -7.6475360 -2.2645553 2.4445468 0.7406421 -0.1355154 -0.1302751 0.6450685
1521753116.481420 -7.6707043 -2.2907661 2.4655294 0.7476371 -0.1267553 -0.1235849 0.6400770
1521753116.531420 -7.6923660 -2.3102023 2.4837766 0.7431009 -0.1142384 -0.1174382 0.6488135
1521753116.581420 -7.7179273 -2.3271090 2.5031446 0.7414404 -0.1040334 -0.1072679 0.6541687
1521753116.631420 -7.7444955 -2.3478217 2.5221223 0.7453314 -0.0979342 -0.0982481 0.6521022
1521753116.681420 -7.7738060 -2.3706011 2.5467518 0.7508713 -0.0926215 -0.0834552 0.6485744
1521753116.731420 -7.8054225 -2.3920951 2.5751094 0.7509271 -0.0854772 -0.0658536 0.6515101
1521753116.781420 -7.8328778 -2.4158831 2.6003692 0.7542442 -0.0741423 -0.0481716 0.6506137
1521753116.831420 -7.8538089 -2.4432005 2.6226925 0.7563950 -0.0532667 -0.0243576 0.6514876
1521753116.881420 -7.8692443 -2.4674508 2.6399690 0.7638485 -0.0303264 -0.0061019 0.6446538
1521753116.931420 -7.8814043 -2.4877743 2.6537404 0.7565360 -0.0077617 0.0038624 0.6538946
1521753116.981420 -7.8929382 -2.5098519 2.6664703 0.7539848 0.0084825 0.0149968 0.6566659
1521753117.031420 -7.8996674 -2.5383176 2.6825168 0.7583546 0.0221314 0.0276628 0.6508789
1521753117.081420 -7.9093161 -2.5710073 2.7061598 0.7623445 0.0317240 0.0396141 0.6451784
1521753117.131420 -7.9224602 -2.6069056 2.7318186 0.7687865 0.0371513 0.0485972 0.6365732
1521753117.181420 -7.9387946 -2.6448628 2.7599799 0.7717400 0.0376278 0.0545651 0.6324746
1521753117.231420 -7.9578244 -2.6770233 2.7819903 0.7773632 0.0362036 0.0621661 0.6249249
1521753117.281420 -7.9775418 -2.7087928 2.8086024 0.7768644 0.0357950 0.0656476 0.6252127
1521753117.331420 -7.9972134 -2.7337592 2.8288177 0.7748316 0.0395018 0.0711509 0.6269076
1521753117.381420 -8.0172711 -2.7658033 2.8505078 0.7755895 0.0442015 0.0736235 0.6253692
1521753117.431420 -8.0342140 -2.8004734 2.8659794 0.7781759 0.0505599 0.0729523 0.6217427
1521753117.481420 -8.0544444 -2.8371481 2.8825276 0.7819439 0.0566921 0.0732541 0.6164281
1521753117.531420 -8.0730831 -2.8719463 2.8916681 0.7808163 0.0630652 0.0728062 0.6172908
1521753117.581420 -8.0920037 -2.9072936 2.8966110 0.7803404 0.0710042 0.0734259 0.6169569
1521753117.631420 -8.1100822 -2.9440638 2.9010776 0.7766364 0.0809813 0.0739785 0.6203267
1521753117.681420 -8.1299202 -2.9833250 2.9099131 0.7727333 0.0931887 0.0755033 0.6232964
1521753117.731420 -8.1521832 -3.0263744 2.9222313 0.7672517 0.1043935 0.0806039 0.6276383
1521753117.781420 -8.1737531 -3.0765046 2.9425098 0.7678208 0.1141368 0.0875611 0.6243052
1521753117.831420 -8.1940268 -3.1250622 2.9692537 0.7626998 0.1226290 0.0962927 0.6276774
1521753117.881420 -8.2103090 -3.1689610 2.9965695 0.7574163 0.1305914 0.1040283 0.6312246
1521753117.931420 -8.2202262 -3.2157600 3.0241582 0.7531239 0.1368841 0.1094196 0.6341092
1521753117.981420 -8.2247152 -3.2646902 3.0471486 0.7538306 0.1422598 0.1114831 0.6317223
