# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1562772807.16019 0.047327 -0.072538 0.079000 0 0 0 1 0 0 0 0 0 0 2.0135610000 0.0000000000 0.0000000000 4.1412250000 0.0000000000 18.6883290000
1562772807.42622 0.049043 -0.076424 0.084000 0 0 0 1 0 0 0 0 0 0 2.0135610000 0.0000000000 0.0000000000 4.1412250000 0.0000000000 18.6969760000
1562772807.57116 0.051474 -0.080125 0.082000 0 0 0 1 0 0 0 0 0 0 2.0135610000 0.0000000000 0.0000000000 4.1412250000 0.0000000000 18.6969760000
1562772807.77085 0.055048 -0.085122 0.096000 0 0 0 1 0 0 0 0 0 0 2.0135610000 0.0000000000 0.0000000000 4.1412250000 0.0000000000 18.6969760000
1562772808.04209 0.061912 -0.087897 0.101000 0 0 0 1 0 0 0 0 0 0 2.0135610000 0.0000000000 0.0000000000 4.1412250000 0.0000000000 18.6969760000
1562772808.16160 0.062055 -0.093449 0.110000 0 0 0 1 0 0 0 0 0 0 2.0135610000 0.0000000000 0.0000000000 4.1412250000 0.0000000000 18.6969760000
1562772808.45019 0.064342 -0.096039 0.109000 0 0 0 1 0 0 0 0 0 0 2.0135610000 0.0000000000 0.0000000000 4.1412250000 0.0000000000 18.6969760000
1562772808.65668 0.066773 -0.102146 0.119000 0 0 0 1 0 0 0 0 0 0 2.0135610000 0.0000000000 0.0000000000 4.1412250000 0.0000000000 18.6969760000
1562772808.76116 0.068203 -0.106957 0.124000 0 0 0 1 0 0 0 0 0 0 2.0135610000 0.0000000000 0.0000000000 4.1412250000 0.0000000000 18.6969760000
1562772808.98428 0.071062 -0.108993 0.128000 0 0 0 1 0 0 0 0 0 0 2.0135610000 0.0000000000 0.0000000000 4.1412250000 0.0000000000 18.6969760000
1562772809.16481 0.073636 -0.112694 0.141000 0 0 0 1 0 0 0 0 0 0 2.0135610000 0.0000000000 0.0000000000 4.1412250000 0.0000000000 18.6969760000
1562772809.47410 0.074494 -0.115654 0.143000 0 0 0 1 0 0 0 0 0 0 2.0135610000 0.0000000000 0.0000000000 4.1412250000 0.0000000000 18.6969760000
1562772809.57381 0.077926 -0.117690 0.148000 0 0 0 1 0 0 0 0 0 0 2.0135610000 0.0000000000 0.0000000000 4.1412250000 0.0000000000 18.6969760000
1562772809.78129 0.059624 -0.116024 0.156000 0 0 0 1 0 0 0 0 0 0 2.0135610000 0.0000000000 0.0000000000 4.1412250000 0.0000000000 18.6969760000
1562772809.99031 0.031313 -0.098815 0.162000 0 0 0 1 0 0 0 0 0 0 2.0135610000 0.0000000000 0.0000000000 4.1412250000 0.0000000000 18.6969760000
1562772810.16104 -0.014441 -0.075129 0.167000 0 0 0 1 0 0 0 0 0 0 2.0135610000 0.0000000000 0.0000000000 4.1412250000 0.0000000000 18.6969760000
1562772810.50079 -0.084646 -0.042006 0.176000 0 0 0 1 0 0 0 0 0 0 2.0135610000 0.0000000000 0.0000000000 4.1412250000 0.0000000000 18.6969760000
1562772810.57191 -0.187021 0.012398 0.171000 0 0 0 1 0 0 0 0 0 0 2.0135610000 0.0000000000 0.0000000000 4.1412250000 0.0000000000 18.6969760000
1562772810.77116 -0.351452 0.104181 0.147000 0 0 0 1 0 0 0 0 0 0 2.0135610000 0.0000000000 0.0000000000 4.1412250000 0.0000000000 18.6969760000
1562772811.01310 -0.592807 0.217060 0.155000 0 0 0 1 0 0 0 0 0 0 2.0135610000 0.0000000000 0.0000000000 4.1412250000 0.0000000000 18.6969760000
1562772811.21639 -0.887637 0.382492 0.155000 0 0 0 1 0 0 0 0 0 0 2.0135610000 0.0000000000 0.0000000000 4.1412250000 0.0000000000 18.6969760000
1562772811.42114 -1.245666 0.568280 0.137000 0 0 0 1 0 0 0 0 0 0 2.0135610000 0.0000000000 0.0000000000 4.1412250000 0.0000000000 18.6969760000
1562772811.58143 -1.648305 0.780158 0.135000 0 0 0 1 0 0 0 0 0 0 2.0135610000 0.0000000000 0.0000000000 4.1412250000 0.0000000000 18.6969760000
1562772811.82939 -2.107709 1.024606 0.126000 0 0 0 1 0 0 0 0 0 0 2.0135610000 0.0000000000 0.0000000000 4.1412250000 0.0000000000 18.6969760000
1562772811.98186 -2.617443 1.283487 0.126999 0 0 0 1 0 0 0 0 0 0 2.0135610000 0.0000000000 0.0000000000 4.1412250000 0.0000000000 18.6969760000
1562772812.16173 -3.204959 1.558467 0.138999 0 0 0 1 0 0 0 0 0 0 2.0135610000 0.0000000000 0.0000000000 4.1412250000 0.0000000000 18.6969760000
1562772812.54595 -3.846522 1.842514 0.156999 0 0 0 1 0 0 0 0 0 0 2.0135610000 0.0000000000 0.0000000000 4.1412250000 0.0000000000 18.6969760000
1562772812.57231 -4.539559 2.142106 0.166998 0 0 0 1 0 0 0 0 0 0 2.0135610000 0.0000000000 0.0000000000 4.1412250000 0.0000000000 18.6969760000
1562772812.77134 -5.284356 2.457426 0.166997 0 0 0 1 0 0 0 0 0 0 2.0135610000 0.0000000000 0.0000000000 4.1371560000 0.0000000000 18.6969760000
1562772812.99156 -6.061896 2.778669 0.158997 0 0 0 1 0 0 0 0 0 0 2.0135610000 0.0000000000 0.0000000000 4.1371560000 0.0000000000 18.6969760000
1562772813.16030 -6.897344 3.102687 0.146996 0 0 0 1 0 0 0 0 0 0 2.0135610000 0.0000000000 0.0000000000 4.1371560000 0.0000000000 18.6969760000
1562772813.57017 -7.775401 3.424484 0.153994 0 0 0 1 0 0 0 0 0 0 2.0135610000 0.0000000000 0.0000000000 4.1371560000 0.0000000000 18.6969760000
1562772813.57447 -8.682197 3.761826 0.209993 0 0 0 1 0 0 0 0 0 0 2.0135610000 0.0000000000 0.0000000000 4.1371560000 0.0000000000 18.6969760000
1562772813.77421 -9.626883 4.078813 0.201991 0 0 0 1 0 0 0 0 0 0 2.0135610000 0.0000000000 0.0000000000 4.1371560000 0.0000000000 18.6969760000
1562772813.98106 -10.592445 4.406162 0.182990 0 0 0 1 0 0 0 0 0 0 2.0135610000 0.0000000000 0.0000000000 4.1371560000 0.0000000000 18.6969760000
1562772814.16130 -11.577167 4.743689 0.181988 0 0 0 1 0 0 0 0 0 0 2.0135610000 0.0000000000 0.0000000000 4.1371560000 0.0000000000 18.6969760000
1562772814.38961 -12.592629 5.085473 0.127986 0 0 0 1 0 0 0 0 0 0 2.2952250000 0.0000000000 0.0000000000 4.1493690000 0.0000000000 22.0148640000
1562772814.56195 -13.622247 5.433918 0.152983 0 0 0 1 0 0 0 0 0 0 2.0135610000 0.0000000000 0.0000000000 4.1371560000 0.0000000000 18.6969760000
1562772814.79893 -14.650006 5.788655 0.145981 0 0 0 1 0 0 0 0 0 0 2.0164000000 0.0000000000 0.0000000000 4.1371560000 0.0000000000 18.6969760000
1562772815.10806 -15.685629 6.143392 0.152978 0 0 0 1 0 0 0 0 0 0 2.0164000000 0.0000000000 0.0000000000 4.1371560000 0.0000000000 18.6969760000
1562772815.15144 -16.717534 6.508677 0.147975 0 0 0 1 0 0 0 0 0 0 2.0164000000 0.0000000000 0.0000000000 4.1371560000 0.0000000000 18.6969760000
1562772815.41332 -17.753299 6.863785 0.153972 0 0 0 1 0 0 0 0 0 0 2.0164000000 0.0000000000 0.0000000000 4.1371560000 0.0000000000 18.6969760000
1562772815.57226 -18.784061 7.217412 0.158968 0 0 0 1 0 0 0 0 0 0 2.2952250000 0.0000000000 0.0000000000 4.1493690000 0.0000000000 22.0148640000
1562772815.82325 -19.815680 7.577886 0.154965 0 0 0 1 0 0 0 0 0 0 2.2952250000 0.0000000000 0.0000000000 4.1493690000 0.0000000000 22.0148640000
1562772816.02961 -20.847012 7.950204 0.148961 0 0 0 1 0 0 0 0 0 0 2.0164000000 0.0000000000 0.0000000000 4.1371560000 0.0000000000 18.6969760000
1562772816.15476 -21.873770 8.333439 0.143957 0 0 0 1 0 0 0 0 0 0 2.0220840000 0.0000000000 0.0000000000 4.6010250000 0.0000000000 20.3220640000
1562772816.36665 -22.923118 8.719820 0.142953 0 0 0 1 0 0 0 0 0 0 2.0880250000 0.0000000000 0.0000000000 6.0123040000 0.0000000000 24.3838440000
1562772816.56241 -23.985335 9.136919 0.137948 0 0 0 1 0 0 0 0 0 0 2.0649690000 0.0000000000 0.0000000000 5.0580010000 0.0000000000 21.2428810000
1562772816.84706 -25.051412 9.575669 0.134944 0 0 0 1 0 0 0 0 0 0 2.0649690000 0.0000000000 0.0000000000 5.0580010000 0.0000000000 21.2428810000
1562772816.97337 -26.126067 10.013494 0.125939 0 0 0 1 0 0 0 0 0 0 2.0164000000 0.0000000000 0.0000000000 4.1371560000 0.0000000000 18.7056250000
1562772817.15276 -27.205013 10.480001 0.132933 0 0 0 1 0 0 0 0 0 0 2.0164000000 0.0000000000 0.0000000000 4.1371560000 0.0000000000 18.7056250000
1562772817.46157 -28.285244 10.961498 0.124928 0 0 0 1 0 0 0 0 0 0 2.0164000000 0.0000000000 0.0000000000 4.1371560000 0.0000000000 18.7056250000
1562772817.66823 -29.358613 11.450766 0.108922 0 0 0 1 0 0 0 0 0 0 2.0164000000 0.0000000000 0.0000000000 4.1371560000 0.0000000000 18.7056250000
1562772817.78308 -30.425261 11.926341 0.074916 0 0 0 1 0 0 0 0 0 0 2.0649690000 0.0000000000 0.0000000000 5.0580010000 0.0000000000 21.2428810000
1562772817.97469 -31.492194 12.418755 0.066910 0 0 0 1 0 0 0 0 0 0 2.0880250000 0.0000000000 0.0000000000 6.0123040000 0.0000000000 24.3838440000
1562772818.16217 -32.556269 12.918942 0.073904 0 0 0 1 0 0 0 0 0 0 2.0880250000 0.0000000000 0.0000000000 6.0123040000 0.0000000000 24.3838440000
1562772818.37318 -33.616053 13.418203 0.062897 0 0 0 1 0 0 0 0 0 0 2.0880250000 0.0000000000 0.0000000000 6.0123040000 0.0000000000 24.3937210000
1562772818.56340 -34.670261 13.919871 0.057891 0 0 0 1 0 0 0 0 0 0 2.0880250000 0.0000000000 0.0000000000 6.0123040000 0.0000000000 24.3937210000
1562772818.89497 -35.718464 14.431900 0.064884 0 0 0 1 0 0 0 0 0 0 2.0880250000 0.0000000000 0.0000000000 6.0123040000 0.0000000000 24.3937210000
1562772818.96199 -36.757944 14.938194 0.058877 0 0 0 1 0 0 0 0 0 0 2.2710490000 0.0000000000 0.0000000000 7.1449290000 0.0000000000 25.0700490000
1562772819.16293 -37.793993 15.457811 0.020869 0 0 0 1 0 0 0 0 0 0 2.2710490000 0.0000000000 0.0000000000 7.1449290000 0.0000000000 25.0700490000
1562772819.40693 -38.825323 15.952077 0.022862 0 0 0 1 0 0 0 0 0 0 2.2710490000 0.0000000000 0.0000000000 7.1449290000 0.0000000000 25.0700490000
1562772819.63364 -39.860942 16.458556 0.024854 0 0 0 1 0 0 0 0 0 0 2.2141440000 0.0000000000 0.0000000000 5.7360250000 0.0000000000 21.4183840000
1562772819.83714 -40.897849 16.932097 0.026847 0 0 0 1 0 0 0 0 0 0 2.0649690000 0.0000000000 0.0000000000 5.0580010000 0.0000000000 21.2521000000
1562772819.99772 -41.938044 17.410079 0.042838 0 0 0 1 0 0 0 0 0 0 2.0164000000 0.0000000000 0.0000000000 4.1371560000 0.0000000000 18.7056250000
1562772820.25709 -42.945781 17.893797 0.010830 0 0 0 1 0 0 0 0 0 0 2.0164000000 0.0000000000 0.0000000000 4.1371560000 0.0000000000 18.7056250000
1562772820.45954 -43.939793 18.358456 0.008822 0 0 0 1 0 0 0 0 0 0 2.0164000000 0.0000000000 0.0000000000 4.1371560000 0.0000000000 18.7056250000
1562772820.62340 -44.905494 18.810901 -0.003186 0 0 0 1 0 0 0 0 0 0 2.0164000000 0.0000000000 0.0000000000 4.1371560000 0.0000000000 18.7056250000
1562772820.77694 -45.855895 19.251874 -0.005194 0 0 0 1 0 0 0 0 0 0 2.0164000000 0.0000000000 0.0000000000 4.1371560000 0.0000000000 18.7056250000
1562772821.06819 -46.789711 19.678598 -0.011202 0 0 0 1 0 0 0 0 0 0 2.4460960000 0.0000000000 0.0000000000 4.2189160000 0.0000000000 19.6603560000
1562772821.27139 -47.694072 20.078675 -0.020210 0 0 0 1 0 0 0 0 0 0 2.4460960000 0.0000000000 0.0000000000 4.2189160000 0.0000000000 19.6603560000
1562772821.48073 -48.601436 20.467465 -0.037218 0 0 0 1 0 0 0 0 0 0 2.4460960000 0.0000000000 0.0000000000 4.2189160000 0.0000000000 19.6603560000
1562772821.68190 -49.519524 20.828312 -0.043226 0 0 0 1 0 0 0 0 0 0 2.0164000000 0.0000000000 0.0000000000 4.1371560000 0.0000000000 18.7056250000
1562772821.88576 -50.445046 21.158812 -0.038234 0 0 0 1 0 0 0 0 0 0 2.0164000000 0.0000000000 0.0000000000 4.1371560000 0.0000000000 18.7056250000
1562772821.96419 -51.379292 21.447492 -0.037243 0 0 0 1 0 0 0 0 0 0 2.4460960000 0.0000000000 0.0000000000 4.2189160000 0.0000000000 19.6603560000
1562772822.16113 -52.341990 21.701198 -0.050251 0 0 0 1 0 0 0 0 0 0 2.0164000000 0.0000000000 0.0000000000 4.1371560000 0.0000000000 18.7056250000
1562772822.50002 -53.324849 21.910678 -0.072260 0 0 0 1 0 0 0 0 0 0 2.0164000000 0.0000000000 0.0000000000 4.1371560000 0.0000000000 18.7056250000
1562772822.56244 -54.336734 22.076487 -0.093269 0 0 0 1 0 0 0 0 0 0 2.0164000000 0.0000000000 0.0000000000 4.1371560000 0.0000000000 18.7056250000
1562772822.76197 -55.376501 22.185302 -0.091279 0 0 0 1 0 0 0 0 0 0 2.0164000000 0.0000000000 0.0000000000 4.1371560000 0.0000000000 18.7056250000
1562772822.97144 -56.449727 22.248226 -0.101288 0 0 0 1 0 0 0 0 0 0 2.0164000000 0.0000000000 0.0000000000 4.1371560000 0.0000000000 18.7056250000
1562772823.17453 -57.552979 22.243793 -0.091298 0 0 0 1 0 0 0 0 0 0 2.0164000000 0.0000000000 0.0000000000 4.1371560000 0.0000000000 18.7056250000
1562772823.38470 -58.680967 22.186436 -0.102308 0 0 0 1 0 0 0 0 0 0 2.0164000000 0.0000000000 0.0000000000 4.1371560000 0.0000000000 18.7056250000
1562772823.57313 -59.820394 22.098548 -0.093319 0 0 0 1 0 0 0 0 0 0 2.0164000000 0.0000000000 0.0000000000 4.1371560000 0.0000000000 18.7056250000
1562772823.75917 -60.981984 21.971615 -0.096329 0 0 0 1 0 0 0 0 0 0 2.2952250000 0.0000000000 0.0000000000 4.1452960000 0.0000000000 22.0336360000
1562772823.99158 -62.154155 21.816000 -0.099340 0 0 0 1 0 0 0 0 0 0 2.2952250000 0.0000000000 0.0000000000 4.1452960000 0.0000000000 22.0336360000
1562772824.16650 -63.349489 21.651688 -0.099351 0 0 0 1 0 0 0 0 0 0 2.2952250000 0.0000000000 0.0000000000 4.1452960000 0.0000000000 22.0336360000
1562772824.42517 -64.563125 21.472572 -0.108363 0 0 0 1 0 0 0 0 0 0 2.2952250000 0.0000000000 0.0000000000 4.1452960000 0.0000000000 22.0336360000
1562772824.55913 -65.799638 21.280504 -0.103375 0 0 0 1 0 0 0 0 0 0 2.2952250000 0.0000000000 0.0000000000 4.1452960000 0.0000000000 22.0336360000
1562772824.76133 -67.059029 21.093617 -0.109387 0 0 0 1 0 0 0 0 0 0 2.2952250000 0.0000000000 0.0000000000 4.1452960000 0.0000000000 22.0336360000
1562772825.04062 -68.339437 20.905621 -0.125400 0 0 0 1 0 0 0 0 0 0 2.2952250000 0.0000000000 0.0000000000 4.1452960000 0.0000000000 22.0336360000
1562772825.34776 -69.642295 20.706707 -0.124413 0 0 0 1 0 0 0 0 0 0 2.2952250000 0.0000000000 0.0000000000 4.1452960000 0.0000000000 22.0336360000
1562772825.37145 -70.957878 20.502242 -0.131427 0 0 0 1 0 0 0 0 0 0 2.2952250000 0.0000000000 0.0000000000 4.1452960000 0.0000000000 22.0336360000
1562772825.72254 -72.282468 20.286304 -0.147441 0 0 0 1 0 0 0 0 0 0 2.2952250000 0.0000000000 0.0000000000 4.1452960000 0.0000000000 22.0336360000
1562772825.76169 -73.609919 20.048161 -0.165456 0 0 0 1 0 0 0 0 0 0 2.2952250000 0.0000000000 0.0000000000 4.1452960000 0.0000000000 22.0430250000
1562772826.06239 -74.947951 19.773379 -0.150470 0 0 0 1 0 0 0 0 0 0 2.2952250000 0.0000000000 0.0000000000 4.1452960000 0.0000000000 22.0430250000
1562772826.18215 -76.279550 19.472136 -0.164485 0 0 0 1 0 0 0 0 0 0 2.1726760000 0.0000000000 0.0000000000 3.6328360000 0.0000000000 19.7847040000
1562772826.36206 -77.618869 19.137399 -0.170500 0 0 0 1 0 0 0 0 0 0 2.1726760000 0.0000000000 0.0000000000 3.6328360000 0.0000000000 19.7847040000
1562772826.57638 -78.962050 18.756771 -0.187516 0 0 0 1 0 0 0 0 0 0 2.1726760000 0.0000000000 0.0000000000 3.6328360000 0.0000000000 19.7847040000
1562772826.88228 -80.296938 18.323775 -0.178531 0 0 0 1 0 0 0 0 0 0 2.1726760000 0.0000000000 0.0000000000 3.6328360000 0.0000000000 19.7847040000
1562772826.96055 -81.636689 17.844517 -0.179547 0 0 0 1 0 0 0 0 0 0 2.2952250000 0.0000000000 0.0000000000 4.1452960000 0.0000000000 22.0430250000
1562772827.16115 -82.980015 17.333246 -0.192563 0 0 0 1 0 0 0 0 0 0 2.2952250000 0.0000000000 0.0000000000 4.1452960000 0.0000000000 22.0430250000
1562772827.39424 -84.304610 16.748142 -0.193578 0 0 0 1 0 0 0 0 0 0 2.2952250000 0.0000000000 0.0000000000 4.1452960000 0.0000000000 22.0430250000
1562772827.56404 -85.637071 16.125844 -0.195595 0 0 0 1 0 0 0 0 0 0 2.2952250000 0.0000000000 0.0000000000 4.1452960000 0.0000000000 22.0430250000
1562772827.90612 -86.943224 15.442110 -0.194611 0 0 0 1 0 0 0 0 0 0 2.4304810000 0.0000000000 0.0000000000 4.1452960000 0.0000000000 24.1965610000
1562772827.96133 -88.235078 14.721181 -0.224627 0 0 0 1 0 0 0 0 0 0 2.4304810000 0.0000000000 0.0000000000 4.1452960000 0.0000000000 24.1965610000
1562772828.16141 -89.507632 13.955656 -0.219643 0 0 0 1 0 0 0 0 0 0 2.4304810000 0.0000000000 0.0000000000 4.1452960000 0.0000000000 24.1965610000
1562772828.52085 -90.756308 13.147756 -0.224658 0 0 0 1 0 0 0 0 0 0 2.4304810000 0.0000000000 0.0000000000 4.1452960000 0.0000000000 24.1965610000
1562772828.56124 -91.971526 12.302845 -0.232674 0 0 0 1 0 0 0 0 0 0 2.4304810000 0.0000000000 0.0000000000 4.1452960000 0.0000000000 24.1965610000
1562772828.82789 -93.166442 11.430548 -0.238690 0 0 0 1 0 0 0 0 0 0 2.4304810000 0.0000000000 0.0000000000 4.1452960000 0.0000000000 24.1965610000
1562772829.13695 -94.334620 10.531419 -0.248705 0 0 0 1 0 0 0 0 0 0 2.4304810000 0.0000000000 0.0000000000 4.1452960000 0.0000000000 24.1965610000
1562772829.16293 -95.483496 9.627663 -0.259721 0 0 0 1 0 0 0 0 0 0 2.4304810000 0.0000000000 0.0000000000 4.1452960000 0.0000000000 24.1965610000
1562772829.54461 -96.620077 8.714285 -0.255737 0 0 0 1 0 0 0 0 0 0 2.4304810000 0.0000000000 0.0000000000 4.1452960000 0.0000000000 24.1965610000
1562772829.56082 -97.738498 7.810715 -0.273753 0 0 0 1 0 0 0 0 0 0 2.4304810000 0.0000000000 0.0000000000 4.1452960000 0.0000000000 24.1965610000
1562772829.85186 -98.828609 6.912325 -0.290768 0 0 0 1 0 0 0 0 0 0 2.4304810000 0.0000000000 0.0000000000 4.1452960000 0.0000000000 24.1965610000
1562772830.05809 -99.892125 6.035586 -0.282784 0 0 0 1 0 0 0 0 0 0 2.4304810000 0.0000000000 0.0000000000 4.1452960000 0.0000000000 24.1965610000
1562772830.15196 -100.912175 5.179942 -0.297799 0 0 0 1 0 0 0 0 0 0 2.4304810000 0.0000000000 0.0000000000 4.1452960000 0.0000000000 24.1965610000
1562772830.46652 -101.887613 4.358531 -0.312814 0 0 0 1 0 0 0 0 0 0 2.4304810000 0.0000000000 0.0000000000 4.1452960000 0.0000000000 24.1965610000
1562772830.56188 -102.819871 3.566728 -0.312829 0 0 0 1 0 0 0 0 0 0 2.4304810000 0.0000000000 0.0000000000 4.1452960000 0.0000000000 24.1965610000
1562772830.97826 -103.698224 2.810637 -0.312842 0 0 0 1 0 0 0 0 0 0 2.4304810000 0.0000000000 0.0000000000 4.1452960000 0.0000000000 24.1965610000
1562772830.98195 -104.530679 2.097107 -0.314856 0 0 0 1 0 0 0 0 0 0 2.4304810000 0.0000000000 0.0000000000 4.1452960000 0.0000000000 24.1965610000
1562772831.17236 -105.309229 1.422992 -0.315868 0 0 0 1 0 0 0 0 0 0 2.4304810000 0.0000000000 0.0000000000 4.1452960000 0.0000000000 24.1965610000
1562772831.38776 -106.026153 0.784959 -0.337880 0 0 0 1 0 0 0 0 0 0 2.4304810000 0.0000000000 0.0000000000 4.1452960000 0.0000000000 24.1965610000
1562772831.69649 -106.737215 0.182826 -0.345892 0 0 0 1 0 0 0 0 0 0 2.4304810000 0.0000000000 0.0000000000 4.1452960000 0.0000000000 24.1965610000
1562772831.75585 -107.444988 -0.438552 -0.342904 0 0 0 1 0 0 0 0 0 0 2.4336000000 0.0000000000 0.0000000000 4.1452960000 0.0000000000 24.1965610000
1562772832.00339 -108.158769 -1.081765 -0.264916 0 0 0 1 0 0 0 0 0 0 2.4336000000 0.0000000000 0.0000000000 4.1452960000 0.0000000000 24.1965610000
1562772832.15597 -108.876408 -1.690190 -0.236928 0 0 0 1 0 0 0 0 0 0 2.4336000000 0.0000000000 0.0000000000 4.1452960000 0.0000000000 24.2064000000
1562772832.41235 -109.584038 -2.295839 -0.283941 0 0 0 1 0 0 0 0 0 0 2.4336000000 0.0000000000 0.0000000000 4.1452960000 0.0000000000 24.2064000000
1562772832.56250 -110.272222 -2.928319 -0.364953 0 0 0 1 0 0 0 0 0 0 2.4336000000 0.0000000000 0.0000000000 4.1452960000 0.0000000000 24.2064000000
1562772833.07465 -110.985858 -3.569127 -0.384965 0 0 0 1 0 0 0 0 0 0 2.4336000000 0.0000000000 0.0000000000 4.1452960000 0.0000000000 24.2064000000
1562772833.07820 -111.705644 -4.205678 -0.350978 0 0 0 1 0 0 0 0 0 0 2.4336000000 0.0000000000 0.0000000000 4.1452960000 0.0000000000 24.2064000000
1562772833.16188 -112.399549 -4.858699 -0.366991 0 0 0 1 0 0 0 0 0 0 2.4336000000 0.0000000000 0.0000000000 4.1452960000 0.0000000000 24.2064000000
1562772833.37269 -113.103034 -5.512645 -0.395004 0 0 0 1 0 0 0 0 0 0 2.4336000000 0.0000000000 0.0000000000 4.1452960000 0.0000000000 24.2064000000
1562772833.56171 -113.813525 -6.173252 -0.396017 0 0 0 1 0 0 0 0 0 0 2.4336000000 0.0000000000 0.0000000000 4.1452960000 0.0000000000 24.2064000000
1562772833.84546 -114.519013 -6.850144 -0.390030 0 0 0 1 0 0 0 0 0 0 2.4336000000 0.0000000000 0.0000000000 4.1452960000 0.0000000000 24.2064000000
1562772833.98198 -115.247521 -7.521298 -0.377044 0 0 0 1 0 0 0 0 0 0 2.4336000000 0.0000000000 0.0000000000 4.1452960000 0.0000000000 24.2064000000
1562772834.25648 -115.969309 -8.214289 -0.390058 0 0 0 1 0 0 0 0 0 0 2.4336000000 0.0000000000 0.0000000000 4.1452960000 0.0000000000 24.2064000000
1562772834.38234 -116.703394 -8.919307 -0.401072 0 0 0 1 0 0 0 0 0 0 2.8324890000 0.0000000000 0.0000000000 4.6785690000 0.0000000000 26.1939240000
1562772834.56126 -117.460785 -9.629690 -0.423087 0 0 0 1 0 0 0 0 0 0 2.4336000000 0.0000000000 0.0000000000 4.1412250000 0.0000000000 24.2064000000
1562772834.86947 -118.226899 -10.363760 -0.413103 0 0 0 1 0 0 0 0 0 0 2.8324890000 0.0000000000 0.0000000000 4.6785690000 0.0000000000 26.1939240000
1562772834.98243 -119.006454 -11.117630 -0.422118 0 0 0 1 0 0 0 0 0 0 2.8324890000 0.0000000000 0.0000000000 4.6785690000 0.0000000000 26.1939240000
1562772835.16314 -119.807885 -11.879271 -0.441135 0 0 0 1 0 0 0 0 0 0 2.4336000000 0.0000000000 0.0000000000 4.1412250000 0.0000000000 24.2064000000
1562772835.68872 -120.627476 -12.662377 -0.449152 0 0 0 1 0 0 0 0 0 0 2.4336000000 0.0000000000 0.0000000000 4.1412250000 0.0000000000 24.2064000000
1562772835.69412 -121.464225 -13.461397 -0.463169 0 0 0 1 0 0 0 0 0 0 2.4336000000 0.0000000000 0.0000000000 4.1412250000 0.0000000000 24.2064000000
1562772835.76144 -122.324709 -14.270408 -0.465187 0 0 0 1 0 0 0 0 0 0 2.5600000000 0.0000000000 0.0000000000 4.6785690000 0.0000000000 21.3166890000
