# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1562773278.69380 0.020733 -0.004996 0.031000 0 0 0 1 0 0 0 0 0 0 2.3808490000 0.0000000000 0.0000000000 4.4478810000 0.0000000000 24.6214440000
1562773278.99770 0.024450 -0.002221 0.029000 0 0 0 1 0 0 0 0 0 0 2.3808490000 0.0000000000 0.0000000000 4.4478810000 0.0000000000 24.6214440000
1562773279.10143 0.022877 -0.007402 0.029000 0 0 0 1 0 0 0 0 0 0 2.3808490000 0.0000000000 0.0000000000 4.4478810000 0.0000000000 24.6214440000
1562773279.31366 0.024021 -0.009622 0.031000 0 0 0 1 0 0 0 0 0 0 2.3808490000 0.0000000000 0.0000000000 4.4478810000 0.0000000000 24.6214440000
1562773279.50844 0.026595 -0.007402 0.030000 0 0 0 1 0 0 0 0 0 0 2.3808490000 0.0000000000 0.0000000000 4.4436640000 0.0000000000 24.6214440000
1562773279.69131 0.028597 -0.006847 0.032000 0 0 0 1 0 0 0 0 0 0 2.5344640000 0.0000000000 0.0000000000 4.8752640000 0.0000000000 24.7406760000
1562773279.91921 0.029311 -0.007402 0.036000 0 0 0 1 0 0 0 0 0 0 2.5344640000 0.0000000000 0.0000000000 4.8752640000 0.0000000000 24.7406760000
1562773280.22709 0.031170 -0.007217 0.034000 0 0 0 1 0 0 0 0 0 0 2.5344640000 0.0000000000 0.0000000000 4.8752640000 0.0000000000 24.7406760000
1562773280.29225 0.033029 -0.010363 0.039000 0 0 0 1 0 0 0 0 0 0 2.5344640000 0.0000000000 0.0000000000 4.8752640000 0.0000000000 24.7406760000
1562773280.53539 0.034745 -0.008512 0.037000 0 0 0 1 0 0 0 0 0 0 2.5344640000 0.0000000000 0.0000000000 4.8752640000 0.0000000000 24.7406760000
1562773280.69471 0.036032 -0.009067 0.035000 0 0 0 1 0 0 0 0 0 0 2.5344640000 0.0000000000 0.0000000000 4.8752640000 0.0000000000 24.7406760000
1562773280.94336 0.036747 -0.008327 0.036000 0 0 0 1 0 0 0 0 0 0 2.5344640000 0.0000000000 0.0000000000 4.8752640000 0.0000000000 24.7406760000
1562773281.09314 0.038462 -0.010178 0.039000 0 0 0 1 0 0 0 0 0 0 2.5344640000 0.0000000000 0.0000000000 4.8752640000 0.0000000000 24.7406760000
1562773281.29152 0.038891 -0.010733 0.043000 0 0 0 1 0 0 0 0 0 0 2.5344640000 0.0000000000 0.0000000000 4.8752640000 0.0000000000 24.7406760000
1562773281.50160 0.040464 -0.010918 0.044000 0 0 0 1 0 0 0 0 0 0 2.5344640000 0.0000000000 0.0000000000 4.8752640000 0.0000000000 24.7406760000
1562773281.69106 0.041179 -0.008882 0.040000 0 0 0 1 0 0 0 0 0 0 2.5344640000 0.0000000000 0.0000000000 4.8752640000 0.0000000000 24.7406760000
1562773281.96754 0.043181 -0.011473 0.044000 0 0 0 1 0 0 0 0 0 0 2.5344640000 0.0000000000 0.0000000000 4.8752640000 0.0000000000 24.7406760000
1562773282.09136 0.046326 -0.011658 0.042000 0 0 0 1 0 0 0 0 0 0 2.5344640000 0.0000000000 0.0000000000 4.8752640000 0.0000000000 24.7406760000
1562773282.30467 0.046612 -0.012028 0.045000 0 0 0 1 0 0 0 0 0 0 2.5344640000 0.0000000000 0.0000000000 4.8752640000 0.0000000000 24.7406760000
1562773282.58083 0.047613 -0.015174 0.047000 0 0 0 1 0 0 0 0 0 0 2.3808490000 0.0000000000 0.0000000000 4.4436640000 0.0000000000 24.6214440000
1562773282.78525 0.048757 -0.009993 0.043000 0 0 0 1 0 0 0 0 0 0 2.3808490000 0.0000000000 0.0000000000 4.4436640000 0.0000000000 24.6214440000
1562773282.90223 0.049043 -0.010548 0.048000 0 0 0 1 0 0 0 0 0 0 2.3808490000 0.0000000000 0.0000000000 4.4436640000 0.0000000000 24.6214440000
1562773283.11265 0.052332 -0.014434 0.051000 0 0 0 1 0 0 0 0 0 0 2.3808490000 0.0000000000 0.0000000000 4.4436640000 0.0000000000 24.6214440000
1562773283.30118 0.051760 -0.010918 0.051000 0 0 0 1 0 0 0 0 0 0 2.3839360000 0.0000000000 0.0000000000 4.4436640000 0.0000000000 24.6214440000
1562773283.60464 0.052904 -0.012398 0.049000 0 0 0 1 0 0 0 0 0 0 2.3839360000 0.0000000000 0.0000000000 4.4436640000 0.0000000000 24.6214440000
1562773283.69104 0.054905 -0.013508 0.050000 0 0 0 1 0 0 0 0 0 0 2.3839360000 0.0000000000 0.0000000000 4.4436640000 0.0000000000 24.6214440000
1562773283.88365 0.054762 -0.009993 0.048000 0 0 0 1 0 0 0 0 0 0 2.3839360000 0.0000000000 0.0000000000 4.4436640000 0.0000000000 24.6214440000
1562773284.22181 0.057908 -0.013508 0.055000 0 0 0 1 0 0 0 0 0 0 2.3839360000 0.0000000000 0.0000000000 4.4436640000 0.0000000000 24.6214440000
1562773284.29154 0.054905 -0.015544 0.056000 0 0 0 1 0 0 0 0 0 0 2.3839360000 0.0000000000 0.0000000000 4.4436640000 0.0000000000 24.6214440000
1562773284.52618 0.055620 -0.013508 0.059000 0 0 0 1 0 0 0 0 0 0 2.3839360000 0.0000000000 0.0000000000 4.4436640000 0.0000000000 24.6214440000
1562773284.69133 0.040321 -0.007402 0.064000 0 0 0 1 0 0 0 0 0 0 2.3839360000 0.0000000000 0.0000000000 4.4436640000 0.0000000000 24.6214440000
1562773284.93668 0.010724 0.004811 0.061000 0 0 0 1 0 0 0 0 0 0 2.3839360000 0.0000000000 0.0000000000 4.4436640000 0.0000000000 24.6214440000
1562773285.14242 -0.030312 0.027757 0.064000 0 0 0 1 0 0 0 0 0 0 2.3839360000 0.0000000000 0.0000000000 4.4436640000 0.0000000000 24.6214440000
1562773285.34423 -0.085647 0.054589 0.058000 0 0 0 1 0 0 0 0 0 0 2.3839360000 0.0000000000 0.0000000000 4.4436640000 0.0000000000 24.6214440000
1562773285.57641 -0.162571 0.096410 0.070000 0 0 0 1 0 0 0 0 0 0 2.3808490000 0.0000000000 0.0000000000 4.0120090000 0.0000000000 22.6005160000
1562773285.69126 -0.274098 0.161546 0.059000 0 0 0 1 0 0 0 0 0 0 2.3808490000 0.0000000000 0.0000000000 4.0120090000 0.0000000000 22.6005160000
1562773285.88500 -0.450968 0.248333 0.057000 0 0 0 1 0 0 0 0 0 0 2.3808490000 0.0000000000 0.0000000000 4.0120090000 0.0000000000 22.6005160000
1562773286.26866 -0.681885 0.373055 0.068000 0 0 0 1 0 0 0 0 0 0 2.3808490000 0.0000000000 0.0000000000 4.0120090000 0.0000000000 22.6005160000
1562773286.28742 -0.986438 0.523313 0.058000 0 0 0 1 0 0 0 0 0 0 2.3808490000 0.0000000000 0.0000000000 4.0120090000 0.0000000000 22.6005160000
1562773286.67649 -1.333600 0.697998 0.086000 0 0 0 1 0 0 0 0 0 0 2.3808490000 0.0000000000 0.0000000000 4.0120090000 0.0000000000 22.6005160000
1562773286.70219 -1.735239 0.892852 0.080000 0 0 0 1 0 0 0 0 0 0 2.3808490000 0.0000000000 0.0000000000 4.0120090000 0.0000000000 22.6005160000
1562773286.90210 -2.185063 1.115649 0.081000 0 0 0 1 0 0 0 0 0 0 2.3808490000 0.0000000000 0.0000000000 4.0120090000 0.0000000000 22.6005160000
1562773287.11131 -2.689077 1.354545 0.088999 0 0 0 1 0 0 0 0 0 0 2.3808490000 0.0000000000 0.0000000000 4.0120090000 0.0000000000 22.6005160000
1562773287.30410 -3.256147 1.608985 0.073999 0 0 0 1 0 0 0 0 0 0 2.3839360000 0.0000000000 0.0000000000 4.4436640000 0.0000000000 24.6214440000
1562773287.70035 -3.893993 1.863055 0.063999 0 0 0 1 0 0 0 0 0 0 2.3808490000 0.0000000000 0.0000000000 4.0120090000 0.0000000000 22.6005160000
1562773287.71414 -4.580167 2.140440 0.067998 0 0 0 1 0 0 0 0 0 0 2.5249210000 0.0000000000 0.0000000000 5.6311290000 0.0000000000 27.2692840000
1562773287.91153 -5.326536 2.428004 0.061997 0 0 0 1 0 0 0 0 0 0 2.3808490000 0.0000000000 0.0000000000 4.0120090000 0.0000000000 22.6005160000
1562773288.12406 -6.135104 2.708721 0.050996 0 0 0 1 0 0 0 0 0 0 2.3808490000 0.0000000000 0.0000000000 4.0120090000 0.0000000000 22.6005160000
1562773288.29145 -6.991141 3.013679 0.074995 0 0 0 1 0 0 0 0 0 0 2.3808490000 0.0000000000 0.0000000000 4.0120090000 0.0000000000 22.6005160000
1562773288.52111 -7.908089 3.319748 0.097994 0 0 0 1 0 0 0 0 0 0 2.3808490000 0.0000000000 0.0000000000 4.0120090000 0.0000000000 22.6005160000
1562773288.68198 -8.854635 3.628963 0.114993 0 0 0 1 0 0 0 0 0 0 2.3808490000 0.0000000000 0.0000000000 4.0120090000 0.0000000000 22.6005160000
1562773288.91941 -9.816193 3.971486 0.096991 0 0 0 1 0 0 0 0 0 0 2.3808490000 0.0000000000 0.0000000000 4.0120090000 0.0000000000 22.6005160000
1562773289.23840 -10.820932 4.308088 0.055989 0 0 0 1 0 0 0 0 0 0 2.3808490000 0.0000000000 0.0000000000 4.0120090000 0.0000000000 22.6005160000
1562773289.29163 -11.855840 4.672077 0.047987 0 0 0 1 0 0 0 0 0 0 2.7489640000 0.0000000000 0.0000000000 4.0804000000 0.0000000000 23.2227610000
1562773289.54397 -12.929640 5.055496 0.059985 0 0 0 1 0 0 0 0 0 0 2.3808490000 0.0000000000 0.0000000000 4.0120090000 0.0000000000 22.6005160000
1562773289.69054 -14.024458 5.456865 0.047982 0 0 0 1 0 0 0 0 0 0 2.3808490000 0.0000000000 0.0000000000 4.0120090000 0.0000000000 22.6005160000
1562773289.88164 -15.147872 5.885066 0.036979 0 0 0 1 0 0 0 0 0 0 2.3808490000 0.0000000000 0.0000000000 4.0080040000 0.0000000000 22.6005160000
1562773290.15988 -16.302456 6.321224 0.030976 0 0 0 1 0 0 0 0 0 0 2.3808490000 0.0000000000 0.0000000000 4.0080040000 0.0000000000 22.6005160000
1562773290.29196 -17.476057 6.786990 0.030972 0 0 0 1 0 0 0 0 0 0 2.3808490000 0.0000000000 0.0000000000 4.0080040000 0.0000000000 22.6005160000
1562773290.49237 -18.664385 7.255162 0.030969 0 0 0 1 0 0 0 0 0 0 2.3808490000 0.0000000000 0.0000000000 4.0080040000 0.0000000000 22.6005160000
1562773290.69194 -19.870299 7.727220 0.043964 0 0 0 1 0 0 0 0 0 0 2.3808490000 0.0000000000 0.0000000000 4.0080040000 0.0000000000 22.6005160000
1562773290.88131 -21.058484 8.239803 0.031960 0 0 0 1 0 0 0 0 0 0 2.3839360000 0.0000000000 0.0000000000 4.4436640000 0.0000000000 24.6214440000
1562773291.11178 -22.251529 8.743320 0.008955 0 0 0 1 0 0 0 0 0 0 2.3994010000 0.0000000000 0.0000000000 5.9146240000 0.0000000000 31.3376040000
1562773291.31179 -23.448721 9.281810 0.000950 0 0 0 1 0 0 0 0 0 0 2.3932090000 0.0000000000 0.0000000000 4.9417290000 0.0000000000 26.8116840000
1562773291.59249 -24.638335 9.809753 -0.005055 0 0 0 1 0 0 0 0 0 0 2.3808490000 0.0000000000 0.0000000000 4.0080040000 0.0000000000 22.6005160000
1562773291.79840 -25.841818 10.354350 0.002939 0 0 0 1 0 0 0 0 0 0 2.3808490000 0.0000000000 0.0000000000 4.0080040000 0.0000000000 22.6005160000
1562773291.88742 -27.039295 10.912641 -0.009067 0 0 0 1 0 0 0 0 0 0 2.3808490000 0.0000000000 0.0000000000 4.0080040000 0.0000000000 22.6005160000
1562773292.11139 -28.232912 11.472598 -0.036073 0 0 0 1 0 0 0 0 0 0 2.3808490000 0.0000000000 0.0000000000 4.0080040000 0.0000000000 22.6005160000
1562773292.30266 -29.416805 12.049209 -0.071079 0 0 0 1 0 0 0 0 0 0 2.3839360000 0.0000000000 0.0000000000 4.4394490000 0.0000000000 24.6313690000
1562773292.51379 -30.610278 12.623785 -0.076086 0 0 0 1 0 0 0 0 0 0 2.3994010000 0.0000000000 0.0000000000 5.9146240000 0.0000000000 31.3376040000
1562773292.68122 -31.813617 13.197991 -0.063093 0 0 0 1 0 0 0 0 0 0 2.3994010000 0.0000000000 0.0000000000 5.9146240000 0.0000000000 31.3376040000
1562773292.88134 -33.003230 13.776267 -0.078100 0 0 0 1 0 0 0 0 0 0 2.3994010000 0.0000000000 0.0000000000 5.9146240000 0.0000000000 31.3488010000
1562773293.12159 -34.201421 14.350289 -0.095108 0 0 0 1 0 0 0 0 0 0 2.5568010000 0.0000000000 0.0000000000 7.1342410000 0.0000000000 32.8787560000
1562773293.28127 -35.388316 14.931157 -0.138116 0 0 0 1 0 0 0 0 0 0 2.5568010000 0.0000000000 0.0000000000 7.1342410000 0.0000000000 32.8787560000
1562773293.53728 -36.599518 15.483157 -0.155124 0 0 0 1 0 0 0 0 0 0 2.5568010000 0.0000000000 0.0000000000 7.1342410000 0.0000000000 32.8787560000
1562773293.69148 -37.819013 16.020170 -0.152132 0 0 0 1 0 0 0 0 0 0 2.5249210000 0.0000000000 0.0000000000 5.6311290000 0.0000000000 27.2901760000
1562773293.89179 -39.051519 16.563844 -0.150141 0 0 0 1 0 0 0 0 0 0 2.4774760000 0.0000000000 0.0000000000 4.2230250000 0.0000000000 22.6005160000
1562773294.15373 -40.292748 17.069584 -0.144150 0 0 0 1 0 0 0 0 0 0 2.4774760000 0.0000000000 0.0000000000 4.2230250000 0.0000000000 22.6005160000
1562773294.29124 -41.546701 17.557190 -0.146159 0 0 0 1 0 0 0 0 0 0 2.4774760000 0.0000000000 0.0000000000 4.2230250000 0.0000000000 22.6005160000
1562773294.66361 -42.807518 18.023885 -0.169169 0 0 0 1 0 0 0 0 0 0 2.3839360000 0.0000000000 0.0000000000 4.0080040000 0.0000000000 22.6005160000
1562773294.69114 -44.083062 18.453572 -0.180179 0 0 0 1 0 0 0 0 0 0 2.3839360000 0.0000000000 0.0000000000 4.0080040000 0.0000000000 22.6005160000
1562773295.07492 -45.381483 18.843658 -0.197189 0 0 0 1 0 0 0 0 0 0 2.7489640000 0.0000000000 0.0000000000 4.0804000000 0.0000000000 23.2227610000
1562773295.10173 -46.687912 19.190814 -0.203200 0 0 0 1 0 0 0 0 0 0 2.7489640000 0.0000000000 0.0000000000 4.0804000000 0.0000000000 23.2227610000
1562773295.31119 -48.011355 19.511324 -0.223210 0 0 0 1 0 0 0 0 0 0 2.5985440000 0.0000000000 0.0000000000 3.6328360000 0.0000000000 21.6690250000
1562773295.57531 -49.350669 19.786497 -0.245221 0 0 0 1 0 0 0 0 0 0 2.5985440000 0.0000000000 0.0000000000 3.6328360000 0.0000000000 21.6690250000
1562773295.68112 -50.703138 20.014114 -0.258233 0 0 0 1 0 0 0 0 0 0 2.5985440000 0.0000000000 0.0000000000 3.6328360000 0.0000000000 21.6690250000
1562773295.89373 -52.074196 20.200465 -0.267244 0 0 0 1 0 0 0 0 0 0 2.5985440000 0.0000000000 0.0000000000 3.6328360000 0.0000000000 21.6690250000
1562773296.11326 -53.456405 20.342406 -0.277256 0 0 0 1 0 0 0 0 0 0 2.5985440000 0.0000000000 0.0000000000 3.6328360000 0.0000000000 21.6690250000
1562773296.29104 -54.856202 20.441786 -0.298268 0 0 0 1 0 0 0 0 0 0 2.2500000000 0.0000000000 0.0000000000 3.5758810000 0.0000000000 20.9672410000
1562773296.50717 -56.269297 20.493609 -0.284281 0 0 0 1 0 0 0 0 0 0 2.2500000000 0.0000000000 0.0000000000 3.5758810000 0.0000000000 20.9672410000
1562773296.69252 -57.697834 20.509719 -0.292294 0 0 0 1 0 0 0 0 0 0 2.2500000000 0.0000000000 0.0000000000 3.5758810000 0.0000000000 20.9672410000
1562773296.88194 -59.135951 20.484193 -0.308307 0 0 0 1 0 0 0 0 0 0 2.2500000000 0.0000000000 0.0000000000 3.5758810000 0.0000000000 20.9672410000
1562773297.12240 -60.593515 20.420363 -0.323320 0 0 0 1 0 0 0 0 0 0 2.2500000000 0.0000000000 0.0000000000 3.5758810000 0.0000000000 20.9672410000
1562773297.30191 -62.065948 20.327666 -0.327334 0 0 0 1 0 0 0 0 0 0 2.2500000000 0.0000000000 0.0000000000 3.5758810000 0.0000000000 20.9672410000
1562773297.48066 -63.556112 20.206658 -0.343348 0 0 0 1 0 0 0 0 0 0 2.2500000000 0.0000000000 0.0000000000 3.5758810000 0.0000000000 20.9672410000
1562773297.68443 -65.057142 20.066405 -0.358363 0 0 0 1 0 0 0 0 0 0 2.2500000000 0.0000000000 0.0000000000 3.5758810000 0.0000000000 20.9672410000
1562773297.88792 -66.569325 19.911163 -0.385378 0 0 0 1 0 0 0 0 0 0 2.2500000000 0.0000000000 0.0000000000 3.5758810000 0.0000000000 20.9672410000
1562773298.14329 -68.090088 19.710400 -0.390393 0 0 0 1 0 0 0 0 0 0 2.2500000000 0.0000000000 0.0000000000 3.5758810000 0.0000000000 20.9672410000
1562773298.29996 -69.621717 19.490393 -0.393409 0 0 0 1 0 0 0 0 0 0 2.2500000000 0.0000000000 0.0000000000 3.5758810000 0.0000000000 20.9672410000
1562773298.55503 -71.144339 19.237633 -0.427425 0 0 0 1 0 0 0 0 0 0 2.2500000000 0.0000000000 0.0000000000 3.5758810000 0.0000000000 20.9672410000
1562773298.69338 -72.668677 18.953970 -0.449442 0 0 0 1 0 0 0 0 0 0 2.2500000000 0.0000000000 0.0000000000 3.5758810000 0.0000000000 20.9672410000
1562773298.90720 -74.187583 18.622380 -0.439458 0 0 0 1 0 0 0 0 0 0 2.2500000000 0.0000000000 0.0000000000 3.5758810000 0.0000000000 20.9672410000
1562773299.11204 -75.695194 18.256927 -0.440475 0 0 0 1 0 0 0 0 0 0 2.2500000000 0.0000000000 0.0000000000 3.5758810000 0.0000000000 20.9672410000
1562773299.47660 -77.182930 17.847988 -0.443491 0 0 0 1 0 0 0 0 0 0 2.2500000000 0.0000000000 0.0000000000 3.5758810000 0.0000000000 20.9672410000
1562773299.50314 -78.670667 17.402224 -0.457508 0 0 0 1 0 0 0 0 0 0 2.2500000000 0.0000000000 0.0000000000 3.5758810000 0.0000000000 20.9672410000
1562773299.70134 -80.128807 16.906313 -0.454525 0 0 0 1 0 0 0 0 0 0 2.2500000000 0.0000000000 0.0000000000 3.5758810000 0.0000000000 20.9672410000
1562773299.88379 -81.568646 16.374133 -0.471542 0 0 0 1 0 0 0 0 0 0 2.2500000000 0.0000000000 0.0000000000 3.5758810000 0.0000000000 20.9672410000
1562773300.11255 -82.981319 15.789215 -0.486559 0 0 0 1 0 0 0 0 0 0 2.2500000000 0.0000000000 0.0000000000 3.5758810000 0.0000000000 20.9672410000
1562773300.31768 -84.387273 15.159700 -0.483576 0 0 0 1 0 0 0 0 0 0 2.2500000000 0.0000000000 0.0000000000 3.5758810000 0.0000000000 20.9672410000
1562773300.50146 -85.744899 14.478372 -0.517592 0 0 0 1 0 0 0 0 0 0 2.2500000000 0.0000000000 0.0000000000 3.5758810000 0.0000000000 20.9672410000
1562773300.74246 -87.089085 13.768731 -0.547609 0 0 0 1 0 0 0 0 0 0 2.2500000000 0.0000000000 0.0000000000 3.5758810000 0.0000000000 20.9672410000
1562773300.93989 -88.401245 13.008943 -0.539625 0 0 0 1 0 0 0 0 0 0 2.2500000000 0.0000000000 0.0000000000 3.5758810000 0.0000000000 20.9672410000
1562773301.10329 -89.691099 12.209555 -0.554641 0 0 0 1 0 0 0 0 0 0 2.2500000000 0.0000000000 0.0000000000 3.5758810000 0.0000000000 20.9672410000
1562773301.34089 -90.950928 11.381114 -0.560658 0 0 0 1 0 0 0 0 0 0 2.3839360000 0.0000000000 0.0000000000 4.0080040000 0.0000000000 22.6100250000
1562773301.54614 -92.188453 10.527322 -0.564674 0 0 0 1 0 0 0 0 0 0 2.3839360000 0.0000000000 0.0000000000 4.0080040000 0.0000000000 22.6100250000
1562773301.75155 -93.414253 9.655210 -0.581690 0 0 0 1 0 0 0 0 0 0 2.3839360000 0.0000000000 0.0000000000 4.0080040000 0.0000000000 22.6100250000
1562773301.96201 -94.621752 8.755156 -0.590707 0 0 0 1 0 0 0 0 0 0 2.3839360000 0.0000000000 0.0000000000 4.0080040000 0.0000000000 22.6100250000
1562773302.16141 -95.816526 7.843444 -0.603724 0 0 0 1 0 0 0 0 0 0 2.3839360000 0.0000000000 0.0000000000 4.0080040000 0.0000000000 22.6100250000
1562773302.36488 -96.996287 6.930807 -0.614740 0 0 0 1 0 0 0 0 0 0 2.3839360000 0.0000000000 0.0000000000 4.0080040000 0.0000000000 22.6100250000
1562773302.51339 -98.160177 6.005772 -0.645757 0 0 0 1 0 0 0 0 0 0 2.2500000000 0.0000000000 0.0000000000 3.5758810000 0.0000000000 20.9764000000
1562773302.69257 -99.271736 5.100906 -0.612774 0 0 0 1 0 0 0 0 0 0 2.2500000000 0.0000000000 0.0000000000 3.5758810000 0.0000000000 20.9764000000
1562773302.89165 -100.313948 4.229163 -0.640789 0 0 0 1 0 0 0 0 0 0 2.2500000000 0.0000000000 0.0000000000 3.5758810000 0.0000000000 20.9764000000
1562773303.26709 -101.296250 3.394984 -0.644804 0 0 0 1 0 0 0 0 0 0 2.2500000000 0.0000000000 0.0000000000 3.5758810000 0.0000000000 20.9764000000
1562773303.30288 -102.217212 2.608916 -0.653818 0 0 0 1 0 0 0 0 0 0 2.2500000000 0.0000000000 0.0000000000 3.5758810000 0.0000000000 20.9764000000
1562773303.67493 -103.069542 1.863558 -0.662832 0 0 0 1 0 0 0 0 0 0 2.2500000000 0.0000000000 0.0000000000 3.5758810000 0.0000000000 20.9764000000
1562773303.69345 -103.884553 1.151878 -0.666845 0 0 0 1 0 0 0 0 0 0 2.2500000000 0.0000000000 0.0000000000 3.5758810000 0.0000000000 20.9764000000
1562773303.89313 -104.650235 0.460738 -0.684857 0 0 0 1 0 0 0 0 0 0 2.2500000000 0.0000000000 0.0000000000 3.5758810000 0.0000000000 20.9764000000
1562773304.10278 -105.406623 -0.214303 -0.697870 0 0 0 1 0 0 0 0 0 0 2.2500000000 0.0000000000 0.0000000000 3.5758810000 0.0000000000 20.9764000000
1562773304.32120 -106.174307 -0.888604 -0.704883 0 0 0 1 0 0 0 0 0 0 2.2500000000 0.0000000000 0.0000000000 3.5758810000 0.0000000000 20.9764000000
1562773304.52136 -106.939132 -1.596213 -0.650895 0 0 0 1 0 0 0 0 0 0 2.2500000000 0.0000000000 0.0000000000 3.5758810000 0.0000000000 20.9764000000
1562773304.68212 -107.718829 -2.295495 -0.579909 0 0 0 1 0 0 0 0 0 0 2.2500000000 0.0000000000 0.0000000000 3.5758810000 0.0000000000 20.9764000000
1562773304.88313 -108.486083 -2.961468 -0.623922 0 0 0 1 0 0 0 0 0 0 2.3839360000 0.0000000000 0.0000000000 4.0080040000 0.0000000000 22.6100250000
1562773305.11020 -109.241184 -3.665191 -0.716935 0 0 0 1 0 0 0 0 0 0 2.3839360000 0.0000000000 0.0000000000 4.0040010000 0.0000000000 22.6100250000
1562773305.31298 -110.029315 -4.391860 -0.727949 0 0 0 1 0 0 0 0 0 0 2.3839360000 0.0000000000 0.0000000000 4.0040010000 0.0000000000 22.6100250000
1562773305.51809 -110.852193 -5.123894 -0.712964 0 0 0 1 0 0 0 0 0 0 2.3839360000 0.0000000000 0.0000000000 4.0040010000 0.0000000000 22.6100250000
1562773305.68164 -111.681218 -5.905335 -0.738979 0 0 0 1 0 0 0 0 0 0 2.3839360000 0.0000000000 0.0000000000 4.0040010000 0.0000000000 22.6100250000
1562773305.88204 -112.563148 -6.724711 -0.762995 0 0 0 1 0 0 0 0 0 0 2.3839360000 0.0000000000 0.0000000000 4.0040010000 0.0000000000 22.6100250000
1562773306.13382 -113.495696 -7.602560 -0.765013 0 0 0 1 0 0 0 0 0 0 2.3839360000 0.0000000000 0.0000000000 4.0040010000 0.0000000000 22.6100250000
1562773306.29899 -114.479718 -8.514457 -0.750032 0 0 0 1 0 0 0 0 0 0 2.3839360000 0.0000000000 0.0000000000 4.0040010000 0.0000000000 22.6100250000
1562773306.54211 -115.500345 -9.484273 -0.757051 0 0 0 1 0 0 0 0 0 0 2.3839360000 0.0000000000 0.0000000000 4.0040010000 0.0000000000 22.6100250000
1562773306.68189 -116.573447 -10.497019 -0.777073 0 0 0 1 0 0 0 0 0 0 2.3839360000 0.0000000000 0.0000000000 4.0040010000 0.0000000000 22.6100250000
1562773306.88134 -117.689588 -11.560283 -0.783095 0 0 0 1 0 0 0 0 0 0 2.6308840000 0.0000000000 0.0000000000 4.0441210000 0.0000000000 22.1935210000
1562773307.15949 -118.852628 -12.671657 -0.800118 0 0 0 1 0 0 0 0 0 0 2.6308840000 0.0000000000 0.0000000000 4.0441210000 0.0000000000 22.1935210000
1562773307.30238 -120.060424 -13.832993 -0.816143 0 0 0 1 0 0 0 0 0 0 2.6308840000 0.0000000000 0.0000000000 4.0441210000 0.0000000000 22.1935210000
1562773307.56607 -121.307397 -15.037260 -0.825170 0 0 0 1 0 0 0 0 0 0 2.2530010000 0.0000000000 0.0000000000 3.5758810000 0.0000000000 20.9855610000
1562773307.68228 -122.601986 -16.289822 -0.837198 0 0 0 1 0 0 0 0 0 0 2.2530010000 0.0000000000 0.0000000000 3.5758810000 0.0000000000 20.9855610000
1562773307.88019 -123.941758 -17.586240 -0.845227 0 0 0 1 0 0 0 0 0 0 2.6308840000 0.0000000000 0.0000000000 4.0441210000 0.0000000000 22.1935210000
1562773308.10541 -125.323854 -18.928734 -0.863258 0 0 0 1 0 0 0 0 0 0 2.6308840000 0.0000000000 0.0000000000 4.0441210000 0.0000000000 22.1935210000
1562773308.38486 -126.747416 -20.301019 -0.882290 0 0 0 1 0 0 0 0 0 0 2.2530010000 0.0000000000 0.0000000000 3.5758810000 0.0000000000 20.9855610000
