# timestamp tx ty tz qx qy qz qw
1540821125.54387 7.4874180744 -0.0406709403 -0.9306829457 -0.0005985896 0.0010523997 0.897147786 -0.4417288582
1540821125.54587 7.4872984107 -0.0411783075 -0.9310130564 -0.0006199704 0.0010877681 0.897218974 -0.4415841313
1540821125.54787 7.4871771978 -0.0416916124 -0.9313470321 -0.0006416024 0.0011235521 0.8972909733 -0.4414376913
1540821125.54987 7.4870546182 -0.0422100606 -0.9316843558 -0.0006634523 0.0011596964 0.8973636716 -0.441289764
1540821125.55187 7.4869305042 -0.0427343418 -0.9320254764 -0.000685549 0.0011962491 0.897437165 -0.4411401521
1540821125.55387 7.4868050538 -0.0432635984 -0.932369836 -0.0007078565 0.0012331504 0.8975113326 -0.4409890998
1540821125.55587 7.4866783505 -0.0437974603 -0.9327171939 -0.0007303592 0.0012703746 0.8975861219 -0.4408367119
1540821125.55787 7.4865503561 -0.0443360699 -0.9330676429 -0.0007530631 0.0013079318 0.8976615521 -0.4406829473
1540821125.55987 7.4864210912 -0.0448793225 -0.9334211149 -0.0007759639 0.0013458146 0.8977376081 -0.4405278354
1540821125.56187 7.4862905754 -0.0454271174 -0.9337775446 -0.0007990574 0.0013840161 0.897814275 -0.4403714042
1540821125.56387 7.486159064 -0.0459783675 -0.9341362246 -0.0008222977 0.0014224605 0.8978914002 -0.4402139638
1540821125.56587 7.4860265016 -0.0465332905 -0.9344972967 -0.000845694 0.001461163 0.8979690136 -0.4400554515
1540821125.56787 7.4858928457 -0.0470920499 -0.9348608675 -0.0008692533 0.0015001351 0.8980471377 -0.4398958201
1540821125.56987 7.4857582444 -0.0476540123 -0.9352265248 -0.000892949 0.0015393327 0.8981256832 -0.4397352501
1540821125.57187 7.485622719 -0.0482190754 -0.9355942023 -0.0009167766 0.0015787486 0.8982046356 -0.4395737703
1540821125.57387 7.4854863556 -0.0487868682 -0.9359636586 -0.0009407206 0.001618357 0.8982839426 -0.4394114864
1540821125.57587 7.4853490448 -0.0493578352 -0.936335183 -0.0009647997 0.001658189 0.8983636658 -0.439248271
1540821125.57787 7.4852111847 -0.0499303108 -0.9367076918 -0.0009889437 0.0016981284 0.8984435723 -0.4390845997
1540821125.57987 7.4850724354 -0.0505056972 -0.9370820975 -0.0010132118 0.001738273 0.8985238576 -0.4389200715
1540821125.58187 7.4849331985 -0.0510823202 -0.9374573109 -0.0010375334 0.001778506 0.8986042876 -0.4387551648
1540821125.58387 7.4847934311 -0.0516603524 -0.9378334443 -0.0010619158 0.0018188396 0.8986848865 -0.43858983
1540821125.58587 7.4846530886 -0.0522399718 -0.9382106136 -0.0010863664 0.0018592861 0.8987656786 -0.4384240161
1540821125.58787 7.4845121926 -0.0528210823 -0.9385887564 -0.0011108813 0.0018998389 0.8988466504 -0.4382577502
1540821125.58987 7.4843710179 -0.0534025476 -0.9389671333 -0.0011354125 0.0019404187 0.8989276435 -0.4380913573
1540821125.59188 7.4842290809 -0.0539863524 -0.939347036 -0.0011600438 0.001981164 0.8990089341 -0.4379242694
1540821125.59387 7.4840874689 -0.054568025 -0.9397255546 -0.0011845865 0.0020217628 0.8990898995 -0.4377577662
1540821125.59587 7.4839453266 -0.0551510802 -0.9401049762 -0.0012091888 0.0020624603 0.899171029 -0.4375908416
1540821125.59787 7.483803219 -0.055733198 -0.9404837915 -0.001233753 0.0021030946 0.8992519999 -0.4374241598
1540821125.59987 7.4836607476 -0.0563159478 -0.9408630471 -0.0012583433 0.0021437753 0.8993330234 -0.4372572857
1540821125.60187 7.4835180639 -0.0568983867 -0.9412422576 -0.0012829106 0.002184436 0.8994139338 -0.4370905604
1540821125.60387 7.4833749304 -0.0574810977 -0.9416219563 -0.0013074682 0.0022251171 0.8994947709 -0.4369239024
1540821125.60587 7.4832311084 -0.0580646646 -0.9420026781 -0.0013320292 0.0022658589 0.8995755738 -0.4367572307
1540821125.60787 7.483086684 -0.0586483503 -0.9423840966 -0.0013565512 0.0023066095 0.8996561991 -0.4365908414
1540821125.60987 7.4829414529 -0.0592325992 -0.9427666558 -0.0013810417 0.0023473995 0.8997366669 -0.436424693
1540821125.61187 7.4827954362 -0.0598169495 -0.9431502055 -0.0014054702 0.0023881964 0.8998168732 -0.436259001
1540821125.61387 7.4826481842 -0.0604028219 -0.9435358317 -0.0014298845 0.0024290987 0.8998969718 -0.4360934476
1540821125.61588 7.4824994857 -0.0609906652 -0.9439239878 -0.001454292 0.0024701376 0.899976982 -0.4359279933
1540821125.61788 7.4823499686 -0.0615776345 -0.9443129445 -0.0014785633 0.0025111141 0.900056477 -0.4357635211
1540821125.61987 7.4821988237 -0.0621665529 -0.9447047194 -0.0015028046 0.0025522248 0.9001358003 -0.4355993212
1540821125.62187 7.4820460566 -0.0627570256 -0.945099204 -0.001526988 0.0025934419 0.9002148579 -0.4354355888
1540821125.62388 7.4818911229 -0.0633507734 -0.9454977071 -0.0015511725 0.0026348851 0.900293838 -0.435271934
1540821125.62587 7.4817350156 -0.0639436471 -0.9458975893 -0.0015751782 0.0026762645 0.9003721503 -0.4351095808
1540821125.62787 7.4815766178 -0.0645395581 -0.9463016303 -0.0015991532 0.0027178529 0.9004502745 -0.4349475361
1540821125.62987 7.4814157436 -0.0651388242 -0.9467102078 -0.0016230982 0.002759672 0.9005282093 -0.4347858024
1540821125.63187 7.4812528885 -0.0657392545 -0.9471219772 -0.0016469146 0.0028015686 0.9006056307 -0.4346250531
1540821125.63387 7.4810874331 -0.0663428008 -0.9475384224 -0.0016706693 0.0028436788 0.9006827524 -0.4344648455
1540821125.63587 7.4809190308 -0.0669503595 -0.9479603229 -0.0016943856 0.0028860646 0.9007596464 -0.4343050299
1540821125.63787 7.4807483472 -0.0675592021 -0.9483859303 -0.0017179462 0.0029285355 0.9008359295 -0.4341464045
1540821125.63987 7.4805747033 -0.0681714448 -0.9488168629 -0.0017414226 0.0029712389 0.9009118305 -0.4339884939
1540821125.64188 7.4803976375 -0.0687883611 -0.9492541771 -0.001764852 0.0030142632 0.9009874655 -0.4338310576
1540821125.64387 7.4802183082 -0.0694056274 -0.9496949421 -0.0017880602 0.0030573068 0.9010622696 -0.4336752725
1540821125.64587 7.4800353484 -0.0700276715 -0.9501424505 -0.001811204 0.0031006781 0.9011367456 -0.433520093
1540821125.64787 7.4798489142 -0.0706536313 -0.9505962379 -0.0018342398 0.0031443168 0.9012107497 -0.4333658194
1540821125.64987 7.4796588185 -0.0712838254 -0.9510566836 -0.0018571684 0.0031882449 0.9012842811 -0.4332124544
1540821125.65187 7.4794652431 -0.071917364 -0.9515232767 -0.001879947 0.0032323999 0.9013571998 -0.4330602912
1540821125.65387 7.4792678249 -0.0725551607 -0.9519968262 -0.0019025984 0.0032768456 0.9014295758 -0.4329091848
1540821125.65587 7.479066255 -0.0731979188 -0.9524780007 -0.0019251367 0.0033216305 0.901501451 -0.4327590489
1540821125.65787 7.4788607057 -0.0738448093 -0.9529663206 -0.0019475225 0.0033666966 0.9015726961 -0.4326101548
1540821125.65987 7.4786509963 -0.0744961438 -0.9534621538 -0.0019697566 0.0034120656 0.9016433114 -0.4324625034
1540821125.66187 7.4784367361 -0.0751528667 -0.9539663589 -0.0019918608 0.0034578028 0.9017133629 -0.4323159576
1540821125.66387 7.478218145 -0.0758140464 -0.9544783566 -0.0020137938 0.0035038433 0.9017827163 -0.4321708
1540821125.66587 7.4779949358 -0.0764803129 -0.9549987631 -0.0020355669 0.0035502305 0.9018514045 -0.4320269628
1540821125.66787 7.4777668082 -0.077152311 -0.9555282186 -0.0020571909 0.0035970093 0.9019194586 -0.4318843824
1540821125.66988 7.4775329423 -0.0778321612 -0.9560685543 -0.0020787221 0.0036443268 0.9019870516 -0.4317426972
1540821125.67187 7.4772956728 -0.0785128907 -0.9566143341 -0.0020999318 0.0036916976 0.9020534631 -0.4316034191
1540821125.67387 7.4770525095 -0.0792014701 -0.9571712473 -0.0021210296 0.0037396065 0.9021193473 -0.4314651779
1540821125.67587 7.476803239 -0.0798981999 -0.9577397095 -0.0021420118 0.0037880741 0.902184688 -0.4313280087
1540821125.67787 7.4765492659 -0.0805989372 -0.9583164677 -0.0021627441 0.0038368119 0.9022490635 -0.4311927977
1540821125.67987 7.4762895353 -0.0813064149 -0.9589038781 -0.0021832994 0.0038860098 0.9023126974 -0.4310590775
1540821125.68187 7.4760242209 -0.082019955 -0.9595015017 -0.0022036486 0.0039356202 0.9023754962 -0.4309270457
1540821125.68388 7.4757524454 -0.0827416957 -0.9601112645 -0.0022238425 0.0039857916 0.9024376129 -0.430796382
1540821125.68587 7.4754755052 -0.0834680134 -0.9607302186 -0.0022437712 0.0040362716 0.9024987061 -0.4306678065
1540821125.68787 7.475191887 -0.0842027037 -0.9613617089 -0.0022635304 0.0040873239 0.902559066 -0.4305407096
1540821125.68987 7.4749020839 -0.0849442858 -0.9620045932 -0.0022830704 0.0041388451 0.9026185366 -0.4304154214
1540821125.69188 7.4746055753 -0.0856939052 -0.9626599862 -0.0023024122 0.0041909144 0.9026771776 -0.4302918174
1540821125.69388 7.474302792 -0.0864503004 -0.9633269003 -0.0023215145 0.0042434439 0.90273486 -0.4301701714
1540821125.69587 7.4739936562 -0.0872135254 -0.9640054794 -0.0023403711 0.0042964367 0.9027915621 -0.4300505305
1540821125.69787 7.4736778662 -0.0879841845 -0.9646963594 -0.0023589896 0.0043499346 0.9028473026 -0.429932857
1540821125.69987 7.4733546838 -0.0887639649 -0.9654011335 -0.0023774043 0.0044040543 0.9029021818 -0.4298169406
1540821125.70187 7.4730245743 -0.0895518429 -0.9661188113 -0.0023955955 0.0044587248 0.9029561444 -0.4297029
1540821125.70387 7.4726875963 -0.0903478432 -0.9668493048 -0.0024135719 0.0045139478 0.9030092209 -0.4295906726
1540821125.70587 7.4723444222 -0.0911505557 -0.9675911996 -0.0024313099 0.0045696257 0.9030613484 -0.4294803934
1540821125.70787 7.4719948813 -0.0919605616 -0.9683449093 -0.0024488315 0.004625799 0.9031125968 -0.4293719166
1540821125.70987 7.4716389925 -0.0927779813 -0.9691104328 -0.0024661471 0.0046824761 0.9031630027 -0.4292651663
1540821125.71188 7.4712764186 -0.0936037341 -0.9698885311 -0.0024832834 0.0047397207 0.9032126485 -0.4291599701
1540821125.71387 7.4709097966 -0.0944320124 -0.9706735939 -0.0025001297 0.0047971304 0.9032612205 -0.4290569944
1540821125.71587 7.4705360877 -0.0952698579 -0.9714721722 -0.0025168381 0.0048551934 0.9033091633 -0.4289552985
1540821125.71787 7.4701569268 -0.0961137346 -0.9722808043 -0.0025333445 0.0049136645 0.9033562976 -0.4288552642
1540821125.71987 7.4697723313 -0.0969637658 -0.9730994934 -0.0025496594 0.0049725524 0.9034026597 -0.4287568162
1540821125.72188 7.469381983 -0.0978208011 -0.9739289529 -0.0025658068 0.005031916 0.9034483223 -0.4286598014
1540821125.72387 7.4689874356 -0.0986815933 -0.9747659224 -0.0025817337 0.0050915304 0.9034931426 -0.4285645252
1540821125.72587 7.4685870511 -0.099549871 -0.9756139155 -0.0025975172 0.0051516538 0.9035373429 -0.4284705162
1540821125.72787 7.4681824047 -0.1004223626 -0.9764696318 -0.0026131052 0.0052120597 0.9035807834 -0.4283780737
1540821125.72987 7.4677730276 -0.1013002367 -0.9773341021 -0.002628527 0.0052728291 0.9036235515 -0.4282870128
1540821125.73187 7.4673579748 -0.1021856465 -0.9782093535 -0.0026438269 0.0053341109 0.9036657753 -0.428197062
1540821125.73387 7.466939166 -0.103074633 -0.9790913713 -0.0026589437 0.0053956312 0.9037072917 -0.4281085706
1540821125.73587 7.4665156051 -0.1039694566 -0.9799822897 -0.0026739237 0.0054575465 0.9037482334 -0.4280212564
1540821125.73787 7.4660887574 -0.104867167 -0.9808790626 -0.0026887252 0.0055196525 0.9037884931 -0.4279353502
1540821125.73987 7.465657452 -0.1057703704 -0.9817841854 -0.002703399 0.0055821297 0.903828215 -0.4278505455
1540821125.74187 7.4652220844 -0.106678366 -0.9826968593 -0.0027179405 0.0056449296 0.9038673925 -0.4277668575
1540821125.74388 7.4647821664 -0.107592294 -0.9836181372 -0.0027323746 0.005708131 0.9039060981 -0.4276841325
1540821125.74587 7.4643404201 -0.1085066432 -0.984542354 -0.0027466223 0.0057713529 0.9039441263 -0.4276028111
1540821125.74788 7.4638945791 -0.109426248 -0.985474286 -0.0027607668 0.0058349296 0.9039817063 -0.4275224047
1540821125.74987 7.4634456882 -0.1103490778 -0.986411779 -0.0027747837 0.0058987208 0.9040187793 -0.4274430398
1540821125.75188 7.4629933036 -0.1112761719 -0.9873557902 -0.0027886961 0.0059627983 0.9040554123 -0.4273645747
1540821125.75387 7.4625385443 -0.1122053661 -0.9883040152 -0.0028024786 0.0060270128 0.9040915451 -0.4272871391
1540821125.75587 7.4620805819 -0.1131384801 -0.9892582111 -0.0028161655 0.0060914899 0.9041272742 -0.4272105278
1540821125.75787 7.4616206019 -0.1140732243 -0.9902159369 -0.0028297305 0.0061560716 0.9041625371 -0.4271348755
1540821125.75987 7.4611569339 -0.1150131119 -0.991180698 -0.0028432312 0.0062210007 0.9041974905 -0.4270598475
1540821125.76187 7.4606920423 -0.1159532682 -0.9921473941 -0.0028566048 0.0062859406 0.9042319778 -0.4269857808
1540821125.76387 7.4602237415 -0.1168982329 -0.9931205967 -0.0028699227 0.006351205 0.9042661903 -0.426912266
1540821125.76587 7.4597540135 -0.1178441217 -0.9940962124 -0.0028831371 0.0064165256 0.904300011 -0.426839555
1540821125.76787 7.4592814335 -0.1187939196 -0.9950772259 -0.0028962964 0.0064821089 0.9043335712 -0.4267673672
1540821125.76987 7.4588080028 -0.1197437203 -0.9960595075 -0.0029093534 0.0065476852 0.9043667572 -0.4266959479
1540821125.77188 7.4583319462 -0.1206971998 -0.9970467651 -0.0029223657 0.0066135086 0.9043997219 -0.4266249692
1540821125.77388 7.4578550498 -0.1216508927 -0.9980353177 -0.0029352927 0.0066793399 0.9044323695 -0.4265546383
1540821125.77587 7.4573772922 -0.1226049586 -0.9990252343 -0.0029481436 0.0067451904 0.9044647309 -0.42648489
1540821125.77787 7.4568977908 -0.123561271 -1.0000183664 -0.0029609506 0.0068111897 0.9044968938 -0.4264155362
1540821125.77987 7.4564169715 -0.1245190866 -1.0010138521 -0.0029737102 0.0068772867 0.9045288568 -0.4263465811
1540821125.78187 7.4559359528 -0.1254762872 -1.0020093978 -0.0029864012 0.0069433356 0.9045605735 -0.4262781256
1540821125.78387 7.4554531545 -0.1264361236 -1.0030082937 -0.0029990732 0.0070095607 0.9045921756 -0.4262098866
1540821125.78587 7.4549702128 -0.1273954475 -1.004007174 -0.0030116915 0.0070757454 0.9046235832 -0.4261420377
1540821125.78787 7.4544866946 -0.1283552247 -1.0050069537 -0.0030242754 0.0071419565 0.9046548521 -0.4260744593
1540821125.78987 7.4540027991 -0.1293151635 -1.0060072392 -0.0030368277 0.0072081741 0.9046859967 -0.4260071212
1540821125.79187 7.4535191871 -0.1302740561 -1.007006683 -0.0030493395 0.0072743154 0.9047170019 -0.4259400572
1540821125.79387 7.45303548 -0.1312327551 -1.0080060846 -0.0030618284 0.0073404396 0.9047479194 -0.4258731567
1540821125.79588 7.4525498559 -0.1321949699 -1.0090092234 -0.0030743494 0.0074068028 0.9047788921 -0.4258061109
1540821125.79787 7.4520670719 -0.1331513745 -1.0100062889 -0.0030867877 0.0074727622 0.9048096439 -0.4257395188
1540821125.79987 7.4515836848 -0.1341088772 -1.0110044329 -0.0030992385 0.0075387921 0.9048404164 -0.4256728582
1540821125.80187 7.4510997551 -0.1350673973 -1.0120036691 -0.0031117005 0.0076048733 0.904871208 -0.4256061327
1540821125.80387 7.4506168352 -0.1360238876 -1.013000956 -0.0031241329 0.0076707798 0.9049019175 -0.4255395619
1540821125.80588 7.4501333699 -0.1369814564 -1.013999671 -0.0031365746 0.0077367093 0.9049326412 -0.425472937
1540821125.80787 7.449653604 -0.1379317245 -1.0149912079 -0.0031489154 0.0078020692 0.9049631071 -0.4254068485
1540821125.80987 7.4491734571 -0.1388828023 -1.0159841618 -0.0031612593 0.0078674017 0.9049935721 -0.4253407397
1540821125.81187 7.4486939044 -0.1398327871 -1.0169766846 -0.0031735801 0.0079325593 0.9050239717 -0.4252747506
1540821125.81387 7.4482156298 -0.1407803528 -1.0179675268 -0.0031858592 0.007997435 0.9050542601 -0.425208981
1540821125.81587 7.4477388578 -0.1417250841 -1.0189563884 -0.00319809 0.0080619842 0.9050844209 -0.4251434672
1540821125.81787 7.4472629049 -0.1426683643 -1.0199448541 -0.0032102888 0.0081262853 0.9051144948 -0.4250781209
1540821125.81987 7.4467886218 -0.1436085375 -1.0209313258 -0.003222433 0.0081902088 0.9051444256 -0.4250130646
1540821125.82187 7.4463159498 -0.1445457498 -1.021916092 -0.003234523 0.0082537486 0.9051742149 -0.4249482959
1540821125.82387 7.4458453368 -0.1454791427 -1.0228983854 -0.0032465464 0.0083168305 0.9052038321 -0.4248838814
1540821125.82587 7.445376109 -0.1464100831 -1.0238797812 -0.0032585194 0.0083795304 0.9052333171 -0.4248197348
1540821125.82787 7.4449087168 -0.1473377082 -1.0248595096 -0.0032704295 0.0084417736 0.9052626395 -0.4247559233
1540821125.82987 7.4444433842 -0.1482616044 -1.0258372718 -0.0032822699 0.0085035158 0.9052917827 -0.4246924831
1540821125.83187 7.4439798926 -0.1491822375 -1.0268137003 -0.0032940453 0.0085647715 0.9053207581 -0.4246293901
1540821125.83387 7.4435186326 -0.1500988629 -1.0277881464 -0.0033057447 0.0086254742 0.9053495389 -0.4245667035
1540821125.83588 7.4430594992 -0.1510117218 -1.0287610077 -0.0033173698 0.0086856231 0.9053781293 -0.4245044146
1540821125.83787 7.4426035308 -0.1519187805 -1.0297302528 -0.0033288932 0.0087450678 0.9054064624 -0.4244426699
1540821125.83987 7.4421500735 -0.1528213709 -1.0306974395 -0.0033403306 0.0088038798 0.9054345767 -0.4243813864
1540821125.84187 7.4416993482 -0.1537190858 -1.0316622722 -0.0033516754 0.0088620156 0.9054624562 -0.4243205997
1540821125.84387 7.4412509343 -0.1546127966 -1.0326258334 -0.0033629371 0.0089195141 0.9054901244 -0.4242602591
1540821125.84588 7.4408050071 -0.1555021889 -1.0335879361 -0.0033741102 0.008976337 0.9055175681 -0.4242003945
1540821125.84788 7.4403631596 -0.1563841171 -1.0345453139 -0.0033851539 0.0090322671 0.9055446869 -0.4241412252
1540821125.84987 7.4399242832 -0.1572608258 -1.0355005367 -0.003396095 0.0090874308 0.9055715469 -0.4240826083
1540821125.85187 7.4394883908 -0.1581323238 -1.0364537639 -0.003406932 0.0091418108 0.9055981447 -0.4240245516
1540821125.85388 7.4390552421 -0.1589991281 -1.0374057183 -0.0034176697 0.0091954206 0.9056244925 -0.4239670297
1540821125.85587 7.4386270539 -0.1598568346 -1.0383516973 -0.0034282524 0.0092479718 0.9056504533 -0.4239103425
1540821125.85787 7.4382016298 -0.1607098753 -1.0392967273 -0.0034387333 0.0092997195 0.9056761582 -0.4238542047
1540821125.85987 7.4377803053 -0.1615556087 -1.0402380359 -0.0034490785 0.009350485 0.9057015238 -0.4237987992
1540821125.86187 7.4373623397 -0.1623955569 -1.0411774677 -0.003459305 0.009400342 0.9057265923 -0.4237440345
1540821125.86387 7.4369483011 -0.1632286155 -1.0421139456 -0.0034693978 0.0094492059 0.9057513272 -0.4236899917
1540821125.86587 7.4365387405 -0.1640537098 -1.0430464054 -0.0034793424 0.0094969966 0.9057756932 -0.4236367487
1540821125.86787 7.4361321218 -0.1648739739 -1.043978557 -0.0034891751 0.0095438756 0.905799779 -0.4235841127
1540821125.86987 7.4357307393 -0.1656848169 -1.0449053426 -0.0034988391 0.0095895616 0.905823446 -0.4235323873
1540821125.87187 7.4353334043 -0.1664886742 -1.0458296894 -0.0035083621 0.0096341749 0.9058467621 -0.4234814253
1540821125.87387 7.4349408932 -0.167284012 -1.0467499912 -0.0035177243 0.0096776116 0.9058696793 -0.4234313328
1540821125.87587 7.4345534 -0.1680704709 -1.0476659737 -0.00352692 0.0097198353 0.9058921839 -0.4233821404
1540821125.87787 7.4341700692 -0.1688498257 -1.0485798676 -0.0035359686 0.0097609221 0.905914323 -0.4233337463
1540821125.87987 7.4337913487 -0.1696212078 -1.0494908358 -0.0035448579 0.0098008045 0.9059360676 -0.4232862147
1540821125.88187 7.4334170072 -0.1703851314 -1.0503996712 -0.0035535922 0.0098394871 0.9059574281 -0.4232395243
1540821125.88387 7.433048709 -0.1711382363 -1.0513025312 -0.0035621314 0.0098767814 0.9059783069 -0.4231938891
1540821125.88587 7.4326851944 -0.171883134 -1.0522026985 -0.0035705037 0.0099127991 0.905998773 -0.4231491595
1540821125.88788 7.4323269753 -0.1726188177 -1.0530991381 -0.003578696 0.0099474698 0.9060187946 -0.423105406
1540821125.88987 7.4319745407 -0.1733443198 -1.0539908309 -0.0035866959 0.0099807293 0.9060383417 -0.4230626952
1540821125.89187 7.4316274118 -0.1740606649 -1.0548792048 -0.003594513 0.0100126047 0.9060574381 -0.4230209759
1540821125.89387 7.4312861158 -0.1747668055 -1.0557631372 -0.0036021341 0.0100430286 0.9060760519 -0.4229803192
1540821125.89587 7.4309507161 -0.1754626481 -1.0566426764 -0.0036095566 0.0100719777 0.9060941768 -0.4229407395
1540821125.89788 7.4306187066 -0.1761534545 -1.0575247482 -0.003616834 0.0100996383 0.9061119434 -0.4229019529
1540821125.89987 7.4302965323 -0.176825829 -1.0583923116 -0.0036238244 0.0101254669 0.9061290061 -0.4228647148
1540821125.90187 7.4299782676 -0.1774920922 -1.0592610601 -0.0036306581 0.0101499622 0.906145683 -0.4228283313
1540821125.90388 7.4296655949 -0.1781487008 -1.0601262772 -0.0036372998 0.0101730057 0.9061618882 -0.42279299
1540821125.90587 7.4293593089 -0.1787939359 -1.0609854822 -0.0036437345 0.0101945639 0.9061775849 -0.4227587712
1540821125.90787 7.4290580754 -0.179430561 -1.0618421497 -0.0036499917 0.0102147542 0.906192846 -0.4227255164
1540821125.90987 7.4287620433 -0.1800582221 -1.0626956368 -0.0036560699 0.0102335861 0.9062076674 -0.4226932344
1540821125.91187 7.4284715495 -0.1806761577 -1.0635447068 -0.0036619636 0.0102510615 0.9062220365 -0.4226619528
1540821125.91387 7.4281860891 -0.1812853926 -1.0643905599 -0.003667685 0.010267235 0.9062359826 -0.4226316077
1540821125.91587 7.4279054821 -0.1818862653 -1.0652334762 -0.0036732391 0.010282139 0.9062495186 -0.4226021711
1540821125.91788 7.4276296504 -0.1824788966 -1.066073433 -0.0036786291 0.0102958003 0.9062626522 -0.4225736261
1540821125.91988 7.4273590254 -0.1830623062 -1.0669088183 -0.0036838483 0.0103082235 0.9062753675 -0.422546007
1540821125.92187 7.4270931513 -0.1836374193 -1.0677407207 -0.0036889076 0.0103194574 0.906287691 -0.4225192563
1540821125.92387 7.4268317186 -0.184204853 -1.0685698187 -0.0036938146 0.0103295404 0.9062996414 -0.4224933329
1540821125.92587 7.4265747039 -0.1847646057 -1.0693958968 -0.0036985715 0.0103384986 0.9063112242 -0.4224682246
1540821125.92787 7.426321958 -0.1853169484 -1.0702191356 -0.0037031828 0.0103463633 0.9063224509 -0.4224439066
1540821125.92987 7.4260733041 -0.1858622131 -1.0710398123 -0.0037076536 0.0103531661 0.9063333338 -0.4224203515
1540821125.93187 7.425828569 -0.1864007257 -1.0718582013 -0.0037119889 0.0103589374 0.9063438849 -0.4223975329
1540821125.93388 7.4255868149 -0.1869345053 -1.0726771944 -0.0037162066 0.0103637206 0.9063541486 -0.4223753549
1540821125.93587 7.4253508243 -0.1874573382 -1.0734869774 -0.0037202607 0.0103674945 0.9063640125 -0.4223540595
1540821125.93787 7.4251175746 -0.1879758509 -1.0742975301 -0.0037242054 0.0103703412 0.9063736089 -0.4223333605
1540821125.93987 7.4248881578 -0.1884875636 -1.0751047708 -0.003728024 0.0103722725 0.9063828972 -0.4223133452
1540821125.94188 7.4246618542 -0.1889940213 -1.0759108987 -0.0037317304 0.0103733232 0.9063919115 -0.4222939392
1540821125.94388 7.424439113 -0.1894941583 -1.0767139782 -0.0037353193 0.0103735204 0.9064006391 -0.4222751697
1540821125.94587 7.4242197269 -0.1899883732 -1.0775143841 -0.0037387964 0.0103728965 0.9064090935 -0.4222570065
1540821125.94788 7.4240027764 -0.1904786794 -1.0783151502 -0.0037421781 0.0103714767 0.9064173152 -0.4222393626
1540821125.94987 7.4237899123 -0.1909612766 -1.0791097952 -0.0037454411 0.0103693054 0.9064252473 -0.4222223588
1540821125.95188 7.4235790259 -0.1914408779 -1.0799058123 -0.0037486199 0.010366394 0.906432974 -0.4222058139
1540821125.95387 7.423371533 -0.1919141994 -1.0806975011 -0.0037516954 0.0103627927 0.9064404489 -0.4221898269
1540821125.95587 7.4231662684 -0.1923838299 -1.0814889168 -0.0037546872 0.0103585152 0.9064477197 -0.4221742945
1540821125.95787 7.4229637749 -0.1928484605 -1.0822775933 -0.0037575897 0.010353605 0.9064547728 -0.4221592452
1540821125.95987 7.422763496 -0.1933092991 -1.0830653078 -0.0037604131 0.0103480825 0.9064616334 -0.4221446242
