#time(ns),px,py,pz,qw,qx,qy,qz,vx,vy,vz,bwx,bwy,bwz,bax,bay,baz
1662923769659663360,2.50695,-0.00178181,1.11261,0.408389,-0.543667,-0.512951,0.523953,8.27373e-05,0.000371803,-1.76066e-05,-0.000833671,0.000989363,-0.00189936,0.118974,0.0852634,-0.0298053
1662923769669663488,2.50695,-0.00177799,1.11261,0.408388,-0.543665,-0.51295,0.523955,9.26037e-05,0.000399501,-0.000237148,-0.000833675,0.000989359,-0.00189936,0.118975,0.0852617,-0.0298055
1662923769679663360,2.50695,-0.00177433,1.11261,0.408386,-0.543662,-0.512948,0.523962,-2.01462e-05,0.00040943,7.55942e-05,-0.000833678,0.000989355,-0.00189936,0.118978,0.0852592,-0.0298063
1662923769689663488,2.50695,-0.0017702,1.11261,0.408391,-0.54366,-0.512949,0.523959,-0.000127376,0.000432247,-0.000236948,-0.000833682,0.000989352,-0.00189937,0.11898,0.085256,-0.0298075
1662923769699663360,2.50695,-0.00176568,1.11261,0.408397,-0.54366,-0.512949,0.523956,-0.000112937,0.000522216,1.40369e-06,-0.000833687,0.000989348,-0.00189937,0.118984,0.0852521,-0.0298095
1662923769709663488,2.50695,-0.00176042,1.11261,0.4084,-0.543658,-0.512949,0.523955,-0.000249447,0.000486604,0.000185179,-0.000833692,0.000989344,-0.00189938,0.118987,0.0852476,-0.0298121
1662923769719663360,2.50695,-0.00175619,1.11261,0.408406,-0.543662,-0.512949,0.523945,-0.00021752,0.000400403,8.22502e-05,-0.000833698,0.00098934,-0.00189939,0.118991,0.0852425,-0.0298154
1662923769729663488,2.50694,-0.00175272,1.11261,0.408398,-0.543666,-0.51295,0.523947,-0.000173297,0.000347563,0.000238883,-0.000833704,0.000989336,-0.00189939,0.118995,0.0852371,-0.0298196
1662923769739663360,2.50694,-0.00174895,1.11261,0.408399,-0.543664,-0.512953,0.523946,-0.000148052,0.000376224,-0.000147262,-0.000833711,0.000989333,-0.0018994,0.118999,0.0852313,-0.0298245
1662923769749663232,2.50694,-0.00174611,1.11262,0.408405,-0.543664,-0.512952,0.523942,-0.000404238,0.000221995,0.000286905,-0.000833718,0.00098933,-0.00189941,0.119004,0.0852254,-0.0298302
1662923769759663360,2.50693,-0.00174385,1.11262,0.4084,-0.543668,-0.51295,0.523943,-0.00034442,0.000214079,0.000111411,-0.000833726,0.000989327,-0.00189942,0.119009,0.0852194,-0.0298369
1662923769769663232,2.50693,-0.00174195,1.11262,0.4084,-0.543673,-0.512949,0.523939,-0.000224591,0.000177429,7.92163e-05,-0.000833734,0.000989325,-0.00189943,0.119014,0.0852134,-0.0298444
1662923769779663360,2.50693,-0.00174044,1.11262,0.408398,-0.543673,-0.512953,0.523937,2.15863e-05,0.000128998,0.00027643,-0.000833742,0.000989324,-0.00189944,0.119019,0.0852076,-0.0298529
1662923769789663232,2.50693,-0.00173983,1.11262,0.408398,-0.543668,-0.512954,0.523941,0.000217126,-1.30366e-05,-4.38009e-05,-0.00083375,0.000989323,-0.00189945,0.119024,0.0852019,-0.0298622
1662923769799663360,2.50693,-0.00174014,1.11262,0.408392,-0.543659,-0.512959,0.52395,0.000197691,2.6958e-05,0.000347895,-0.000833759,0.000989322,-0.00189947,0.11903,0.0851965,-0.0298722
1662923769809663232,2.50694,-0.00173889,1.11262,0.408388,-0.543653,-0.512962,0.523957,7.97555e-05,0.000166485,0.000120527,-0.000833768,0.000989322,-0.00189948,0.119035,0.0851914,-0.0298829
1662923769819663360,2.50694,-0.00173757,1.11263,0.408388,-0.543654,-0.512957,0.52396,9.87202e-05,0.000130697,0.00034862,-0.000833777,0.000989322,-0.00189949,0.11904,0.0851866,-0.0298942
1662923769829663232,2.50694,-0.0017366,1.11263,0.408386,-0.543656,-0.512951,0.523966,8.77585e-06,5.85411e-05,0.000333813,-0.000833786,0.000989323,-0.0018995,0.119046,0.0851822,-0.029906
1662923769839663360,2.50694,-0.00173633,1.11263,0.408393,-0.543655,-0.512949,0.523963,0.000153174,4.05094e-05,-0.00016244,-0.000833796,0.000989324,-0.00189952,0.119051,0.0851783,-0.0299181
1662923769849663232,2.50694,-0.001735,1.11263,0.408394,-0.543658,-0.512949,0.52396,-4.3268e-05,0.000192507,0.000132588,-0.000833806,0.000989325,-0.00189953,0.119057,0.0851748,-0.0299305
1662923769859663360,2.50694,-0.00173244,1.11263,0.408392,-0.543654,-0.512952,0.523963,-0.000157273,0.000296575,-0.000202062,-0.000833816,0.000989327,-0.00189954,0.119062,0.0851717,-0.0299431
1662923769869663232,2.50693,-0.00172933,1.11263,0.408382,-0.543658,-0.512955,0.523964,-0.000172445,0.000334523,-1.29592e-05,-0.000833827,0.000989328,-0.00189956,0.119067,0.0851691,-0.0299558
1662923769879663104,2.50693,-0.00172471,1.11263,0.408383,-0.543659,-0.51295,0.523966,-0.000137578,0.000565169,-0.000122188,-0.000833839,0.00098933,-0.00189957,0.119071,0.0851669,-0.0299685
1662923769889663232,2.50693,-0.00171932,1.11263,0.408382,-0.543655,-0.512951,0.52397,-0.00010147,0.000432796,-0.000148128,-0.00083385,0.000989332,-0.00189958,0.119075,0.0851651,-0.0299811
1662923769899663104,2.50693,-0.00171565,1.11263,0.408375,-0.543656,-0.512951,0.523974,-0.00029259,0.000293544,9.09151e-05,-0.000833862,0.000989335,-0.00189959,0.119079,0.0851636,-0.0299935
1662923769909663232,2.50693,-0.00171139,1.11263,0.408372,-0.543649,-0.512957,0.523978,-0.000274235,0.000549376,-0.000334837,-0.000833875,0.000989336,-0.00189961,0.119082,0.0851625,-0.0300058
1662923769919663104,2.50692,-0.00170535,1.11263,0.408365,-0.543648,-0.512962,0.52398,-0.000249503,0.000555573,-0.000140132,-0.000833888,0.000989338,-0.00189962,0.119084,0.0851618,-0.0300179
1662923769929663232,2.50692,-0.0017002,1.11262,0.408362,-0.543645,-0.512964,0.523983,-0.000189269,0.000448351,-0.000323362,-0.000833901,0.000989339,-0.00189963,0.119086,0.0851614,-0.0300297
1662923769939663104,2.50692,-0.0016956,1.11262,0.408364,-0.543643,-0.512962,0.523986,-0.00021428,0.000484267,-0.000127452,-0.000833915,0.00098934,-0.00189965,0.119087,0.0851613,-0.0300412
1662923769949663232,2.50692,-0.00169026,1.11262,0.408364,-0.543645,-0.512957,0.523989,-0.000191972,0.000548729,-6.61131e-06,-0.000833928,0.00098934,-0.00189966,0.119088,0.0851615,-0.0300525
1662923769959663104,2.50692,-0.00168433,1.11262,0.408356,-0.543646,-0.512956,0.523994,-0.000174688,0.000626618,-0.00058682,-0.000833942,0.00098934,-0.00189968,0.119088,0.0851621,-0.0300635
1662923769969663232,2.50691,-0.00167845,1.11262,0.408353,-0.543649,-0.51296,0.52399,-0.000304431,0.000456336,0.000177999,-0.000833956,0.00098934,-0.00189969,0.119087,0.0851631,-0.0300743
1662923769979663104,2.50691,-0.00167533,1.11262,0.408357,-0.543648,-0.512956,0.523992,-0.000243153,0.00021418,-9.14858e-05,-0.00083397,0.000989339,-0.00189971,0.119086,0.0851643,-0.0300848
1662923769989663232,2.50691,-0.0016733,1.11262,0.408355,-0.54365,-0.512958,0.523989,-0.000148445,0.000241965,-4.34894e-05,-0.000833985,0.000989338,-0.00189972,0.119085,0.0851658,-0.0300951
1662923769999663104,2.50691,-0.00167036,1.11261,0.408346,-0.543647,-0.512962,0.523996,-0.00028121,0.000303688,0.000114508,-0.000833999,0.000989336,-0.00189974,0.119084,0.0851675,-0.0301052
1662923770009663232,2.5069,-0.00166721,1.11262,0.408346,-0.543648,-0.51296,0.523996,-0.000426465,0.000263284,-0.000114574,-0.000834014,0.000989335,-0.00189975,0.119083,0.0851692,-0.030115
1662923770019663104,2.5069,-0.00166436,1.11262,0.408345,-0.543654,-0.512958,0.523993,-0.000347325,0.000302616,0.000257976,-0.000834029,0.000989333,-0.00189977,0.119081,0.085171,-0.0301247
1662923770029662976,2.5069,-0.00166108,1.11262,0.408349,-0.543647,-0.51296,0.523995,-0.000142035,0.000319463,-0.000243054,-0.000834044,0.000989332,-0.00189979,0.119079,0.0851726,-0.0301343
1662923770039663104,2.5069,-0.00165871,1.11262,0.408354,-0.543655,-0.51295,0.523993,-0.000154553,0.000173109,6.44662e-05,-0.000834059,0.000989331,-0.0018998,0.119077,0.0851742,-0.0301438
1662923770049662976,2.5069,-0.00165763,1.11261,0.408363,-0.543653,-0.512947,0.523991,-6.22751e-05,8.6639e-05,-0.000104977,-0.000834074,0.00098933,-0.00189982,0.119075,0.0851757,-0.0301533
1662923770059663104,2.50689,-0.00165662,1.11261,0.40837,-0.543645,-0.51295,0.52399,-7.03474e-06,7.62157e-05,-0.000204006,-0.000834088,0.000989329,-0.00189984,0.119073,0.0851772,-0.0301628
1662923770069662976,2.50689,-0.00165695,1.11261,0.408371,-0.543643,-0.512947,0.523995,4.46309e-06,-0.000107452,-8.96274e-05,-0.000834102,0.000989329,-0.00189987,0.119071,0.0851787,-0.0301723
1662923770079663104,2.5069,-0.00165782,1.11261,0.408379,-0.543646,-0.51294,0.523993,5.16803e-05,-1.72977e-05,-0.000265256,-0.000834115,0.00098933,-0.00189989,0.119069,0.0851802,-0.0301819
1662923770089662976,2.5069,-0.00165807,1.11261,0.408376,-0.543647,-0.512938,0.523996,9.9904e-05,-3.46666e-05,-0.000124873,-0.000834127,0.00098933,-0.00189991,0.119067,0.0851816,-0.0301913
1662923770099663104,2.5069,-0.00165839,1.1126,0.408385,-0.543641,-0.512938,0.523995,0.000204273,-2.39703e-05,-0.000501214,-0.000834139,0.000989332,-0.00189993,0.119065,0.0851831,-0.0302006
1662923770109662976,2.5069,-0.00165771,1.1126,0.408387,-0.54364,-0.512934,0.523998,-7.42461e-06,0.00017062,-0.000276555,-0.00083415,0.000989334,-0.00189996,0.119064,0.0851845,-0.0302095
1662923770119663104,2.5069,-0.00165616,1.1126,0.408386,-0.543639,-0.512932,0.524002,-0.000215551,3.97277e-05,-9.81115e-05,-0.000834161,0.000989336,-0.00189998,0.119062,0.0851859,-0.0302182
1662923770129662976,2.5069,-0.00165617,1.1126,0.408398,-0.543651,-0.51292,0.523993,-6.04674e-05,4.85888e-05,-0.000301851,-0.000834171,0.000989339,-0.00190001,0.119061,0.0851873,-0.0302264
1662923770139663104,2.5069,-0.00165561,1.1126,0.408402,-0.54365,-0.512914,0.523996,-6.47113e-05,5.09919e-05,5.89578e-05,-0.00083418,0.000989343,-0.00190003,0.11906,0.0851888,-0.0302342
1662923770149662976,2.5069,-0.00165528,1.1126,0.408404,-0.543645,-0.512913,0.524,-0.000127125,-2.2555e-05,-0.000201627,-0.000834189,0.000989347,-0.00190006,0.119059,0.0851903,-0.0302414
1662923770159662848,2.50689,-0.0016565,1.1126,0.408412,-0.543643,-0.512911,0.523998,-0.000283161,-0.00018166,-5.53428e-05,-0.000834198,0.000989351,-0.00190009,0.119059,0.0851918,-0.0302481
1662923770169662976,2.50689,-0.00165758,1.11259,0.408412,-0.543645,-0.512914,0.523994,-0.000156003,-1.04919e-05,1.19084e-05,-0.000834207,0.000989356,-0.00190012,0.119058,0.0851933,-0.0302542
1662923770179662848,2.50689,-0.00165725,1.11259,0.40841,-0.543641,-0.512913,0.524,-6.44131e-05,1.33279e-06,-0.000163714,-0.000834215,0.000989362,-0.00190015,0.119058,0.0851948,-0.0302596
1662923770189662976,2.50689,-0.00165858,1.11259,0.408412,-0.543638,-0.512917,0.523999,-0.000121312,-0.00022373,0.000128737,-0.000834223,0.000989369,-0.00190018,0.119058,0.0851964,-0.0302645
1662923770199662848,2.50689,-0.00166068,1.11259,0.408415,-0.543629,-0.512919,0.524003,-5.52135e-05,-0.000166609,-0.000170856,-0.000834231,0.000989376,-0.00190022,0.119058,0.0851982,-0.0302687
1662923770209662976,2.50689,-0.0016619,1.11259,0.408428,-0.543625,-0.512918,0.523998,-0.000205298,-3.92682e-05,0.000142756,-0.000834239,0.000989385,-0.00190025,0.119058,0.0852001,-0.0302724
1662923770219662848,2.50689,-0.001662,1.11259,0.408422,-0.54362,-0.512917,0.524009,-0.000269302,-5.48394e-05,-0.000212699,-0.000834247,0.000989393,-0.00190029,0.119059,0.0852022,-0.0302757
1662923770229662976,2.50688,-0.00166336,1.11259,0.408417,-0.543618,-0.512915,0.524017,-8.48077e-05,-0.000177088,-8.09446e-05,-0.000834256,0.000989403,-0.00190032,0.11906,0.0852043,-0.0302784
1662923770239662848,2.50688,-0.00166473,1.11259,0.408417,-0.543616,-0.512915,0.524019,3.57562e-06,-6.36868e-05,9.09108e-05,-0.000834265,0.000989412,-0.00190036,0.119061,0.0852066,-0.0302806
1662923770249662976,2.50688,-0.00166499,1.11259,0.408421,-0.543614,-0.512916,0.524016,0.000134959,-3.45547e-05,-0.000407425,-0.000834273,0.000989422,-0.0019004,0.119062,0.085209,-0.0302824
1662923770259662848,2.50688,-0.00166602,1.11259,0.408425,-0.543609,-0.512919,0.524016,-1.6717e-06,-0.000150595,3.05723e-05,-0.000834283,0.000989433,-0.00190044,0.119063,0.0852114,-0.0302839
1662923770269662976,2.50688,-0.00166771,1.11259,0.408424,-0.543613,-0.512914,0.524017,-8.8935e-05,-0.000197589,-0.000323185,-0.000834293,0.000989443,-0.00190048,0.119065,0.0852139,-0.0302851
1662923770279662848,2.50688,-0.00166913,1.11258,0.408426,-0.543618,-0.512914,0.524011,2.70628e-05,-6.99399e-05,-0.000285793,-0.000834303,0.000989452,-0.00190052,0.119066,0.0852162,-0.0302862
1662923770289662720,2.50688,-0.00166959,1.11258,0.408423,-0.543624,-0.512912,0.524008,5.28092e-05,-4.25715e-05,-0.000187437,-0.000834314,0.000989462,-0.00190056,0.119068,0.0852184,-0.0302872
1662923770299662848,2.50689,-0.00167034,1.11258,0.408433,-0.543623,-0.512911,0.524002,0.000126622,-0.000100008,-0.000424821,-0.000834325,0.000989472,-0.0019006,0.119069,0.0852205,-0.0302882
1662923770309662720,2.50689,-0.0016714,1.11258,0.40844,-0.54362,-0.512914,0.523998,7.06164e-05,-8.78553e-05,-0.000163153,-0.000834336,0.000989481,-0.00190064,0.11907,0.0852224,-0.0302894
1662923770319662848,2.50689,-0.00167127,1.11257,0.408444,-0.543621,-0.512915,0.523992,0.000105056,0.000104264,-0.000524996,-0.000834349,0.000989491,-0.00190068,0.119072,0.0852242,-0.0302908
1662923770329662720,2.50689,-0.00166984,1.11257,0.408436,-0.543632,-0.512914,0.523988,3.07077e-05,0.000138202,4.5279e-05,-0.000834362,0.0009895,-0.00190072,0.119073,0.0852259,-0.0302925
1662923770339662848,2.50689,-0.00166943,1.11257,0.408427,-0.543639,-0.512913,0.523989,-9.15049e-05,-2.95618e-05,-5.21838e-05,-0.000834377,0.000989509,-0.00190077,0.119074,0.0852274,-0.0302944
1662923770349662720,2.50689,-0.00166962,1.11257,0.408433,-0.543639,-0.51291,0.523987,-7.45035e-05,-1.71444e-05,-0.000257886,-0.000834391,0.000989517,-0.00190081,0.119075,0.0852288,-0.0302966
1662923770359662848,2.50688,-0.00166984,1.11257,0.408436,-0.543636,-0.51291,0.523988,-0.000206109,-5.6262e-05,0.000232181,-0.000834406,0.000989526,-0.00190085,0.119076,0.0852301,-0.0302988
1662923770369662720,2.50688,-0.00167025,1.11257,0.408427,-0.543637,-0.512909,0.523994,-0.000137544,-3.95416e-05,-0.000196032,-0.000834422,0.000989535,-0.00190089,0.119076,0.0852314,-0.0303011
1662923770379662848,2.50688,-0.00167092,1.11257,0.408429,-0.54364,-0.512912,0.523988,-0.000110503,-0.000107344,0.000303107,-0.00083444,0.000989544,-0.00190094,0.119076,0.0852327,-0.0303036
1662923770389662720,2.50688,-0.00167223,1.11257,0.408437,-0.543645,-0.512908,0.52398,-1.2436e-05,-0.000189116,9.91467e-05,-0.000834459,0.000989554,-0.00190098,0.119076,0.0852341,-0.0303062
1662923770399662848,2.50688,-0.00167445,1.11257,0.408437,-0.543645,-0.512908,0.52398,-4.78017e-05,-0.000274333,9.23457e-05,-0.000834478,0.000989564,-0.00190102,0.119075,0.0852358,-0.0303089
1662923770409662720,2.50688,-0.00167748,1.11257,0.408438,-0.543649,-0.512904,0.523979,-8.68722e-05,-0.000361905,0.00019972,-0.0008345,0.000989575,-0.00190107,0.119073,0.0852378,-0.0303118
1662923770419662592,2.50688,-0.00168019,1.11257,0.408437,-0.543648,-0.512911,0.523973,-0.000179619,-0.000250553,-3.5952e-05,-0.000834523,0.000989587,-0.00190111,0.119071,0.0852403,-0.0303147
1662923770429662720,2.50688,-0.0016827,1.11258,0.408434,-0.543652,-0.512911,0.523973,-0.000273671,-0.000296635,0.00041945,-0.000834549,0.0009896,-0.00190116,0.119067,0.0852434,-0.0303178
1662923770439662592,2.50687,-0.00168546,1.11258,0.408424,-0.543656,-0.512911,0.523975,-0.000189136,-0.000344739,8.60049e-05,-0.000834576,0.000989613,-0.00190121,0.119063,0.0852471,-0.0303211
1662923770449662720,2.50687,-0.00168995,1.11258,0.408426,-0.543653,-0.512914,0.523974,-0.000253923,-0.00054697,0.000194384,-0.000834604,0.000989628,-0.00190125,0.119057,0.0852515,-0.0303243
1662923770459662592,2.50687,-0.00169406,1.11258,0.408425,-0.543655,-0.512913,0.523974,-0.000137148,-0.000335291,3.36887e-05,-0.000834633,0.000989643,-0.0019013,0.11905,0.0852566,-0.0303273
1662923770469662720,2.50687,-0.00169653,1.11258,0.408424,-0.543655,-0.512914,0.523973,-0.000117502,-0.000213813,-0.000281566,-0.000834664,0.000989659,-0.00190135,0.119043,0.0852624,-0.0303303
1662923770479662592,2.50687,-0.0016981,1.11258,0.408421,-0.543657,-0.512914,0.523974,-0.000228863,-0.000176672,0.000182393,-0.000834697,0.000989675,-0.0019014,0.119034,0.0852687,-0.0303331
1662923770489662720,2.50687,-0.00169919,1.11258,0.40842,-0.543666,-0.512907,0.523971,-5.8677e-05,-9.4603e-05,1.65036e-05,-0.00083473,0.000989693,-0.00190144,0.119024,0.0852755,-0.0303356
1662923770499662592,2.50686,-0.00169986,1.11258,0.408424,-0.543662,-0.512911,0.52397,-6.58964e-08,-5.37217e-05,0.000154398,-0.000834765,0.00098971,-0.00190149,0.119013,0.0852828,-0.0303378
1662923770509662720,2.50687,-0.00169984,1.11258,0.408425,-0.543653,-0.512917,0.523972,4.70063e-05,-1.59664e-05,-7.35289e-05,-0.0008348,0.000989728,-0.00190154,0.119001,0.0852904,-0.0303396
1662923770519662592,2.50687,-0.00169982,1.11258,0.408426,-0.543659,-0.512915,0.523967,0.000106211,-5.1641e-05,2.65049e-05,-0.000834836,0.000989747,-0.00190159,0.118989,0.0852982,-0.0303408
1662923770529662720,2.50687,-0.00170086,1.11258,0.408424,-0.543657,-0.512916,0.52397,0.000161618,-0.000159852,0.000281118,-0.000834873,0.000989766,-0.00190164,0.118975,0.0853061,-0.0303414
1662923770539662592,2.50687,-0.00170217,1.11258,0.408423,-0.543654,-0.512917,0.523972,0.000326933,-0.000177225,-0.000321432,-0.000834911,0.000989785,-0.0019017,0.118961,0.085314,-0.0303414
1662923770549662464,2.50687,-0.00170485,1.11258,0.408422,-0.543653,-0.512914,0.523977,0.000168526,-0.000411118,0.00031005,-0.00083495,0.000989804,-0.00190175,0.118946,0.0853218,-0.0303408
1662923770559662592,2.50688,-0.00171053,1.11258,0.408423,-0.543649,-0.512907,0.523987,0.000254687,-0.000691638,3.62535e-05,-0.000834988,0.000989824,-0.0019018,0.11893,0.0853294,-0.0303394
1662923770569662464,2.50688,-0.00171705,1.11259,0.408426,-0.543647,-0.512915,0.52398,0.000335526,-0.000579203,-2.12458e-06,-0.000835028,0.000989844,-0.00190185,0.118914,0.0853368,-0.0303373
1662923770579662592,2.50688,-0.00172128,1.11258,0.40843,-0.543641,-0.512919,0.523979,0.000378671,-0.00029592,0.00013637,-0.000835068,0.000989864,-0.0019019,0.118898,0.0853438,-0.0303346
1662923770589662464,2.50689,-0.00172361,1.11259,0.408435,-0.543651,-0.512908,0.523975,0.000303013,-0.000244439,-0.000115418,-0.000835109,0.000989885,-0.00190195,0.118882,0.0853504,-0.0303312
1662923770599662592,2.50689,-0.0017269,1.11259,0.408436,-0.543652,-0.512904,0.523977,0.000213421,-0.000329798,0.000212368,-0.00083515,0.000989907,-0.001902,0.118866,0.0853567,-0.0303273
1662923770609662464,2.50689,-0.00172991,1.11258,0.408436,-0.543649,-0.512909,0.523975,0.000223351,-0.000253221,-0.000333678,-0.000835192,0.00098993,-0.00190205,0.11885,0.0853628,-0.0303228
1662923770619662592,2.50689,-0.00173204,1.11258,0.408445,-0.54366,-0.512897,0.523968,0.000229011,-0.000166204,-2.97658e-05,-0.000835235,0.000989952,-0.00190211,0.118834,0.0853687,-0.0303178
1662923770629662464,2.50689,-0.00173442,1.11258,0.408446,-0.543661,-0.512897,0.523966,0.000119825,-0.00033228,7.14051e-05,-0.00083528,0.000989975,-0.00190216,0.118819,0.0853742,-0.0303126
1662923770639662592,2.5069,-0.00173746,1.11258,0.408436,-0.543654,-0.512907,0.523972,0.000235406,-0.000212106,-6.0649e-05,-0.000835325,0.000989997,-0.00190221,0.118805,0.0853794,-0.0303071
1662923770649662464,2.5069,-0.00173937,1.11258,0.408432,-0.54365,-0.51291,0.523977,0.000132296,-0.000159115,0.000188519,-0.000835372,0.000990019,-0.00190226,0.118791,0.0853842,-0.0303013
1662923770659662592,2.5069,-0.00174197,1.11258,0.40843,-0.54365,-0.512908,0.523981,0.000108181,-0.000318777,-0.000181644,-0.000835419,0.000990042,-0.00190232,0.118778,0.0853889,-0.0302954
1662923770669662464,2.5069,-0.00174496,1.11259,0.408435,-0.543647,-0.51291,0.523976,5.8884e-05,-0.000164632,0.000347105,-0.000835468,0.000990064,-0.00190237,0.118765,0.0853933,-0.0302892
1662923770679662592,2.5069,-0.00174582,1.11259,0.408428,-0.543658,-0.512915,0.523967,2.16014e-05,-3.06635e-05,5.74498e-05,-0.000835517,0.000990086,-0.00190243,0.118754,0.0853974,-0.0302832
1662923770689662464,2.5069,-0.00174609,1.11259,0.408433,-0.543669,-0.51291,0.523956,0.000122266,3.77657e-05,-5.45909e-05,-0.000835567,0.000990108,-0.00190248,0.118743,0.0854011,-0.0302774
1662923770699662336,2.5069,-0.00174539,1.11259,0.408438,-0.543672,-0.512907,0.523952,0.000137102,0.000164414,0.000331281,-0.000835618,0.00099013,-0.00190254,0.118734,0.0854044,-0.0302721
1662923770709662464,2.5069,-0.00174458,1.11259,0.408434,-0.543671,-0.512904,0.523959,0.000145197,5.91132e-05,-0.000112187,-0.000835669,0.000990151,-0.00190259,0.118726,0.0854072,-0.0302674
1662923770719662336,2.5069,-0.00174474,1.11259,0.40843,-0.543672,-0.512901,0.523963,-5.19186e-05,6.23313e-05,0.000241229,-0.000835721,0.000990173,-0.00190265,0.118719,0.0854096,-0.0302636
1662923770729662464,2.5069,-0.00174347,1.11259,0.408425,-0.543677,-0.512904,0.523959,2.92422e-05,0.000194754,9.61649e-06,-0.000835774,0.000990195,-0.00190271,0.118714,0.0854114,-0.0302608
1662923770739662336,2.5069,-0.00174213,1.11259,0.408424,-0.543679,-0.512901,0.523962,-7.23388e-05,0.000141253,0.000202916,-0.000835829,0.000990218,-0.00190277,0.118711,0.0854128,-0.0302589
1662923770749662464,2.5069,-0.00174182,1.11259,0.408426,-0.543681,-0.512897,0.523961,-2.70872e-05,4.85331e-06,0.000217072,-0.000835884,0.000990242,-0.00190283,0.118709,0.0854139,-0.0302578
1662923770759662336,2.5069,-0.00174218,1.1126,0.408427,-0.543683,-0.512893,0.523963,5.56232e-05,1.69349e-05,-0.000152292,-0.00083594,0.000990266,-0.00190289,0.118709,0.0854149,-0.0302571
1662923770769662464,2.5069,-0.00174263,1.1126,0.408423,-0.543684,-0.512892,0.523966,-7.92674e-06,-6.85037e-06,0.000321407,-0.000835997,0.000990291,-0.00190295,0.11871,0.0854158,-0.0302567
1662923770779662336,2.5069,-0.00174296,1.1126,0.408422,-0.543682,-0.512899,0.523962,-4.22879e-05,-4.65214e-05,-4.48779e-05,-0.000836056,0.000990316,-0.00190301,0.118713,0.0854167,-0.0302567
1662923770789662464,2.5069,-0.00174346,1.1126,0.408422,-0.543694,-0.512895,0.523954,9.00182e-05,1.48109e-05,0.000419714,-0.000836118,0.000990342,-0.00190307,0.118718,0.0854176,-0.0302572
1662923770799662336,2.5069,-0.00174314,1.1126,0.408423,-0.5437,-0.512894,0.523948,9.73122e-05,1.03026e-05,0.000388405,-0.000836181,0.000990368,-0.00190313,0.118722,0.0854187,-0.0302581
1662923770809662464,2.5069,-0.00174311,1.11261,0.408418,-0.543701,-0.512895,0.523949,-6.30704e-06,-1.23559e-05,0.00014702,-0.000836247,0.000990396,-0.00190319,0.118727,0.0854203,-0.0302591
1662923770819662336,2.5069,-0.00174314,1.11261,0.408412,-0.5437,-0.512898,0.523952,-7.38623e-05,2.30204e-05,0.000603447,-0.000836315,0.000990424,-0.00190325,0.118732,0.0854226,-0.0302602
1662923770829662208,2.5069,-0.00174157,1.11261,0.40841,-0.5437,-0.512903,0.523949,9.56897e-05,0.000161474,9.96057e-05,-0.000836385,0.000990453,-0.00190331,0.118736,0.0854258,-0.0302614
1662923770839662336,2.5069,-0.0017401,1.11262,0.4084,-0.543699,-0.512908,0.523953,-1.17873e-05,9.20077e-05,0.000421322,-0.000836456,0.000990483,-0.00190337,0.118739,0.08543,-0.0302626
