#time(ns),px,py,pz,qw,qx,qy,qz,vx,vy,vz,bwx,bwy,bwz,bax,bay,baz
1662924157031963904,2.51643,-0.0539868,1.11006,0.388861,-0.521334,-0.532548,0.541655,0.000831574,-0.000211771,0.000395349,-0.000734489,0.00120779,-0.0019968,0.103057,0.0934634,-0.0675334
1662924157041963776,2.51644,-0.0539885,1.11006,0.388865,-0.521329,-0.532543,0.541662,0.000928241,-0.000145077,-3.14489e-05,-0.000734484,0.00120779,-0.00199681,0.103048,0.0934609,-0.0675349
1662924157051963904,2.51645,-0.0539899,1.11006,0.388868,-0.52132,-0.532546,0.541666,0.000854903,-0.000131113,0.000243017,-0.000734478,0.00120779,-0.00199681,0.103038,0.0934582,-0.0675356
1662924157061963776,2.51646,-0.0539911,1.11006,0.388877,-0.521307,-0.532533,0.541685,0.000643827,-8.22828e-05,0.000100437,-0.000734472,0.00120779,-0.00199682,0.103029,0.0934554,-0.0675354
1662924157071963904,2.51646,-0.0539913,1.11007,0.388891,-0.521287,-0.532526,0.541701,0.000277008,-4.79309e-05,0.000112415,-0.000734466,0.00120779,-0.00199683,0.103019,0.0934524,-0.0675343
1662924157081963776,2.51647,-0.0539919,1.11007,0.38889,-0.521286,-0.532522,0.541707,-9.6771e-05,-3.21397e-05,0.000161815,-0.000734459,0.0012078,-0.00199684,0.103009,0.0934491,-0.0675323
1662924157091963648,2.51646,-0.053992,1.11007,0.388884,-0.521284,-0.53252,0.541714,-0.000288804,-1.43082e-05,-0.00013272,-0.000734453,0.0012078,-0.00199685,0.102999,0.0934456,-0.0675296
1662924157101963776,2.51646,-0.053992,1.11007,0.388883,-0.521286,-0.532519,0.541715,-0.000742156,9.59509e-06,0.000179625,-0.000734446,0.0012078,-0.00199686,0.102988,0.0934416,-0.0675262
1662924157111963648,2.51645,-0.053992,1.11007,0.38888,-0.521289,-0.532515,0.541718,-0.00096862,7.16076e-05,-0.000314853,-0.000734439,0.0012078,-0.00199687,0.102978,0.0934373,-0.0675222
1662924157121963776,2.51644,-0.053991,1.11006,0.38888,-0.521295,-0.532514,0.541713,-0.0013491,6.50245e-05,-0.000129938,-0.000734432,0.0012078,-0.00199689,0.102967,0.0934325,-0.0675176
1662924157131963648,2.51642,-0.053991,1.11006,0.388867,-0.521307,-0.532521,0.541704,-0.00162667,-3.79972e-05,-0.00017857,-0.000734425,0.0012078,-0.0019969,0.102957,0.0934273,-0.0675125
1662924157141963776,2.51641,-0.0539918,1.11006,0.388855,-0.52132,-0.532529,0.541691,-0.00168703,-0.000141626,-0.000330284,-0.000734417,0.0012078,-0.00199692,0.102947,0.0934214,-0.0675069
1662924157151963648,2.51639,-0.0539933,1.11006,0.388838,-0.521329,-0.532543,0.541681,-0.00154249,-0.000170721,0.00018831,-0.00073441,0.0012078,-0.00199693,0.102936,0.0934147,-0.067501
1662924157161963776,2.51638,-0.053995,1.11006,0.38883,-0.521335,-0.532544,0.54168,-0.00124584,-0.000166878,-0.000324325,-0.000734402,0.00120779,-0.00199695,0.102925,0.0934073,-0.0674949
1662924157171963648,2.51637,-0.0539959,1.11006,0.38882,-0.521336,-0.532556,0.541675,-0.000973643,-3.40801e-05,9.70699e-05,-0.000734395,0.00120779,-0.00199697,0.102914,0.0933989,-0.0674887
1662924157181963776,2.51636,-0.053996,1.11006,0.388808,-0.521349,-0.532562,0.541665,-0.000569294,2.82376e-05,0.000163086,-0.000734388,0.00120779,-0.00199698,0.102902,0.0933897,-0.0674824
1662924157191963648,2.51636,-0.0539954,1.11006,0.38881,-0.521349,-0.53257,0.541656,-5.0031e-05,5.10192e-05,6.20151e-05,-0.00073438,0.00120779,-0.001997,0.102891,0.0933795,-0.0674762
1662924157201963776,2.51636,-0.0539953,1.11006,0.388807,-0.52135,-0.532572,0.541656,0.000433858,-2.53752e-05,0.000216054,-0.000734373,0.00120779,-0.00199702,0.102879,0.0933684,-0.06747
1662924157211963648,2.51636,-0.0539963,1.11006,0.388812,-0.52134,-0.53257,0.541663,0.000743261,-0.000138868,-0.000174752,-0.000734365,0.00120779,-0.00199704,0.102866,0.0933564,-0.067464
1662924157221963520,2.51637,-0.0539976,1.11006,0.388822,-0.521325,-0.532568,0.541673,0.000967751,-9.86773e-05,0.000447306,-0.000734357,0.00120778,-0.00199706,0.102854,0.0933436,-0.0674582
1662924157231963648,2.51638,-0.0539982,1.11006,0.38883,-0.521329,-0.532557,0.541674,0.00121134,-3.73275e-05,0.000182251,-0.000734349,0.00120778,-0.00199708,0.102841,0.0933299,-0.0674527
1662924157241963520,2.5164,-0.0539988,1.11007,0.388841,-0.521326,-0.53255,0.541676,0.00144273,-8.6794e-05,0.000181451,-0.000734341,0.00120778,-0.00199711,0.102829,0.0933155,-0.0674475
1662924157251963648,2.51641,-0.0539998,1.11007,0.388857,-0.521315,-0.53254,0.541685,0.00128161,-9.68396e-05,0.000293132,-0.000734332,0.00120778,-0.00199713,0.102816,0.0933004,-0.0674427
1662924157261963520,2.51642,-0.0540014,1.11007,0.388861,-0.521303,-0.532533,0.5417,0.000991798,-0.000194551,3.41191e-05,-0.000734323,0.00120778,-0.00199715,0.102803,0.0932846,-0.0674385
1662924157271963648,2.51643,-0.0540035,1.11007,0.388858,-0.521301,-0.532531,0.541705,0.000631441,-0.000199187,5.87381e-05,-0.000734314,0.00120778,-0.00199717,0.10279,0.0932683,-0.0674349
1662924157281963520,2.51643,-0.0540048,1.11007,0.388859,-0.521296,-0.532531,0.54171,0.000389344,-4.92558e-05,-0.000166708,-0.000734305,0.00120778,-0.0019972,0.102778,0.0932516,-0.0674319
1662924157291963648,2.51644,-0.0540052,1.11007,0.388863,-0.521294,-0.532529,0.541711,-0.000238522,-9.50452e-06,0.000197424,-0.000734295,0.00120778,-0.00199722,0.102765,0.0932346,-0.0674293
1662924157301963520,2.51643,-0.0540056,1.11007,0.388855,-0.521299,-0.532532,0.54171,-0.000468686,-3.11909e-05,3.72001e-05,-0.000734285,0.00120778,-0.00199724,0.102753,0.0932174,-0.067427
1662924157311963648,2.51643,-0.0540058,1.11007,0.388857,-0.521307,-0.532529,0.541703,-0.000659716,-4.52891e-07,-0.000307881,-0.000734274,0.00120778,-0.00199726,0.102741,0.0932001,-0.0674251
1662924157321963520,2.51642,-0.0540064,1.11007,0.388852,-0.521316,-0.532526,0.541701,-0.000801809,-0.000106232,-2.36115e-05,-0.000734263,0.00120778,-0.00199729,0.10273,0.0931829,-0.0674234
1662924157331963648,2.51641,-0.0540075,1.11007,0.388837,-0.52133,-0.532532,0.541692,-0.000896781,-7.82169e-05,-0.000320539,-0.000734252,0.00120778,-0.00199731,0.10272,0.0931658,-0.0674219
1662924157341963520,2.5164,-0.0540085,1.11006,0.388823,-0.521336,-0.532545,0.541684,-0.000775301,-0.000125844,-7.04883e-05,-0.000734241,0.00120778,-0.00199733,0.102709,0.0931488,-0.0674207
1662924157351963648,2.51639,-0.0540104,1.11006,0.388806,-0.52134,-0.532555,0.541683,-0.000560891,-0.00027513,-0.000468407,-0.000734229,0.00120778,-0.00199736,0.102699,0.0931321,-0.0674199
1662924157361963520,2.51639,-0.054014,1.11006,0.388814,-0.521336,-0.532555,0.54168,-0.000324697,-0.000402913,-0.000403511,-0.000734218,0.00120778,-0.00199738,0.102689,0.0931158,-0.0674193
1662924157371963392,2.51639,-0.0540178,1.11006,0.388806,-0.521339,-0.532557,0.541681,-0.000263478,-0.000340628,9.28487e-05,-0.000734206,0.00120779,-0.0019974,0.10268,0.0930998,-0.0674192
1662924157381963520,2.51639,-0.0540209,1.11005,0.388797,-0.521342,-0.53256,0.541681,0.000157387,-0.000281036,-0.000323291,-0.000734195,0.00120779,-0.00199743,0.10267,0.0930844,-0.0674196
1662924157391963392,2.51639,-0.0540238,1.11005,0.388793,-0.521341,-0.532561,0.541684,0.000508675,-0.000307247,9.82843e-05,-0.000734183,0.00120779,-0.00199745,0.102661,0.0930695,-0.0674206
1662924157401963520,2.5164,-0.0540271,1.11005,0.388792,-0.521342,-0.532556,0.541689,0.000784241,-0.000365198,-6.12659e-05,-0.000734171,0.00120779,-0.00199747,0.102652,0.0930554,-0.0674222
1662924157411963392,2.5164,-0.0540311,1.11006,0.388797,-0.521333,-0.532552,0.541698,0.000946327,-0.000380517,0.000111457,-0.000734158,0.0012078,-0.0019975,0.102643,0.093042,-0.0674244
1662924157421963520,2.51641,-0.0540342,1.11005,0.388804,-0.521329,-0.53255,0.541699,0.000925389,-0.000250748,6.50252e-05,-0.000734146,0.0012078,-0.00199752,0.102634,0.0930295,-0.0674275
1662924157431963392,2.51642,-0.0540365,1.11006,0.388811,-0.521331,-0.532547,0.541696,0.000944182,-0.000234141,-4.40715e-05,-0.000734133,0.0012078,-0.00199754,0.102625,0.093018,-0.0674313
1662924157441963520,2.51643,-0.0540392,1.11006,0.388807,-0.52133,-0.532544,0.541703,0.000896244,-0.000342087,0.000574189,-0.000734121,0.00120781,-0.00199757,0.102615,0.0930073,-0.0674361
1662924157451963392,2.51644,-0.0540429,1.11006,0.388812,-0.52132,-0.532545,0.541707,0.000897618,-0.000369257,0.000122541,-0.000734108,0.00120781,-0.00199759,0.102606,0.0929977,-0.0674418
1662924157461963520,2.51645,-0.0540463,1.11007,0.388827,-0.521312,-0.532538,0.541712,0.000596592,-0.000348853,0.000323069,-0.000734095,0.00120782,-0.00199762,0.102596,0.0929889,-0.0674484
1662924157471963392,2.51645,-0.0540502,1.11007,0.38883,-0.52131,-0.532526,0.541723,0.000282981,-0.000407833,0.000364007,-0.000734082,0.00120782,-0.00199764,0.102587,0.0929811,-0.067456
1662924157481963520,2.51645,-0.0540542,1.11007,0.388834,-0.521306,-0.532529,0.541721,-2.27148e-05,-0.000396404,0.000154914,-0.000734069,0.00120783,-0.00199767,0.102577,0.0929742,-0.0674646
1662924157491963392,2.51645,-0.0540582,1.11007,0.388829,-0.521304,-0.53254,0.541715,-0.000112224,-0.000422753,0.000353988,-0.000734056,0.00120783,-0.00199769,0.102566,0.0929683,-0.0674742
1662924157501963264,2.51645,-0.0540631,1.11007,0.388829,-0.521306,-0.532538,0.541715,-0.000176094,-0.000574343,-0.000209299,-0.000734042,0.00120783,-0.00199772,0.102556,0.0929632,-0.0674847
1662924157511963392,2.51645,-0.0540694,1.11007,0.388832,-0.521306,-0.532534,0.541717,-0.000474079,-0.00065174,0.000139467,-0.000734028,0.00120784,-0.00199775,0.102545,0.0929589,-0.0674962
1662924157521963264,2.51644,-0.0540756,1.11007,0.388825,-0.521311,-0.532533,0.541718,-0.000584586,-0.000557544,-0.000159449,-0.000734013,0.00120784,-0.00199777,0.102535,0.0929554,-0.0675084
1662924157531963392,2.51643,-0.0540801,1.11007,0.388816,-0.521322,-0.532538,0.541709,-0.000636365,-0.000364936,-0.000106626,-0.000733998,0.00120785,-0.0019978,0.102524,0.0929527,-0.0675214
1662924157541963264,2.51643,-0.0540836,1.11007,0.388809,-0.521331,-0.532543,0.541701,-0.000630553,-0.00038091,-4.85805e-05,-0.000733982,0.00120786,-0.00199783,0.102514,0.0929508,-0.0675349
1662924157551963392,2.51642,-0.0540879,1.11007,0.388802,-0.52133,-0.532554,0.541696,-0.000406489,-0.000451994,-0.000342248,-0.000733966,0.00120786,-0.00199785,0.102503,0.0929496,-0.0675489
1662924157561963264,2.51642,-0.0540925,1.11007,0.388805,-0.521327,-0.532555,0.541696,-0.000407614,-0.000503068,4.62472e-05,-0.000733949,0.00120787,-0.00199788,0.102493,0.092949,-0.067563
1662924157571963392,2.51642,-0.054098,1.11007,0.388795,-0.52133,-0.532556,0.541698,-0.000127182,-0.000564412,-0.000312738,-0.000733932,0.00120787,-0.00199791,0.102483,0.092949,-0.0675771
1662924157581963264,2.51642,-0.0541042,1.11007,0.388803,-0.521329,-0.532555,0.541694,-4.89296e-05,-0.000668982,-7.20996e-05,-0.000733915,0.00120788,-0.00199793,0.102473,0.0929495,-0.0675912
1662924157591963392,2.51642,-0.0541106,1.11007,0.388806,-0.521333,-0.532552,0.541692,0.000271747,-0.000599844,-1.98695e-05,-0.000733897,0.00120789,-0.00199796,0.102464,0.0929507,-0.0676052
1662924157601963264,2.51642,-0.0541171,1.11006,0.3888,-0.52133,-0.532552,0.541699,0.000661234,-0.000686848,-0.000236757,-0.00073388,0.00120789,-0.00199799,0.102455,0.0929524,-0.0676192
1662924157611963392,2.51643,-0.0541244,1.11006,0.388804,-0.521322,-0.532551,0.541705,0.000768035,-0.000757539,0.00021546,-0.000733862,0.0012079,-0.00199802,0.102446,0.0929547,-0.0676333
1662924157621963264,2.51644,-0.0541322,1.11006,0.388803,-0.521319,-0.532548,0.541711,0.000715853,-0.000725282,-0.000171323,-0.000733843,0.00120791,-0.00199805,0.102438,0.0929576,-0.0676472
1662924157631963136,2.51644,-0.0541388,1.11007,0.38881,-0.521308,-0.532556,0.541709,0.000543964,-0.00058622,0.000172238,-0.000733825,0.00120792,-0.00199808,0.102431,0.0929611,-0.0676612
1662924157641963264,2.51645,-0.0541439,1.11006,0.388811,-0.521311,-0.53255,0.541711,0.000489586,-0.000445112,-6.51884e-06,-0.000733807,0.00120793,-0.00199811,0.102424,0.0929651,-0.0676752
1662924157651963136,2.51645,-0.0541486,1.11007,0.388816,-0.521307,-0.53255,0.541711,0.000498967,-0.000474962,-0.000174633,-0.000733789,0.00120793,-0.00199815,0.102418,0.0929696,-0.0676893
1662924157661963264,2.51646,-0.0541529,1.11006,0.388818,-0.521301,-0.532544,0.541721,0.00027032,-0.000386657,8.56259e-05,-0.00073377,0.00120794,-0.00199818,0.102412,0.0929743,-0.0677035
1662924157671963136,2.51646,-0.0541561,1.11006,0.388831,-0.521292,-0.532547,0.541719,1.40392e-05,-0.000207731,-0.000409792,-0.000733752,0.00120795,-0.00199821,0.102407,0.0929793,-0.0677178
1662924157681963264,2.51646,-0.0541573,1.11006,0.388826,-0.521291,-0.532545,0.541724,-0.000314619,-5.51515e-05,2.56109e-05,-0.000733734,0.00120796,-0.00199825,0.102403,0.0929845,-0.0677322
1662924157691963136,2.51645,-0.0541577,1.11006,0.388825,-0.521289,-0.532545,0.541728,-0.000486745,4.0084e-06,-0.000276967,-0.000733716,0.00120797,-0.00199828,0.102399,0.0929899,-0.0677468
1662924157701963264,2.51645,-0.0541576,1.11006,0.388827,-0.521289,-0.532551,0.541721,-0.000453189,5.46456e-05,-8.93281e-05,-0.000733698,0.00120798,-0.00199832,0.102396,0.0929955,-0.0677616
1662924157711963136,2.51644,-0.0541566,1.11006,0.388829,-0.521285,-0.532555,0.541719,-0.000385242,0.000139377,-4.93088e-05,-0.00073368,0.00120799,-0.00199836,0.102393,0.0930012,-0.0677766
1662924157721963264,2.51644,-0.0541559,1.11006,0.388831,-0.521282,-0.532555,0.54172,-0.000472607,6.07006e-05,-0.000431055,-0.000733662,0.001208,-0.0019984,0.102392,0.093007,-0.0677918
1662924157731963136,2.51643,-0.0541551,1.11005,0.388823,-0.521281,-0.53256,0.541721,-0.000729701,0.000162648,7.17564e-05,-0.000733644,0.00120801,-0.00199844,0.10239,0.0930129,-0.0678073
1662924157741963264,2.51643,-0.0541528,1.11005,0.388807,-0.521288,-0.532571,0.541715,-0.000653319,0.00031475,-0.000216625,-0.000733626,0.00120802,-0.00199848,0.10239,0.0930189,-0.0678231
1662924157751963136,2.51642,-0.0541499,1.11005,0.388786,-0.5213,-0.532582,0.541708,-0.000624683,0.00026448,0.000134598,-0.000733609,0.00120803,-0.00199852,0.10239,0.0930249,-0.0678391
1662924157761963008,2.51641,-0.0541478,1.11005,0.388784,-0.52131,-0.532578,0.541705,-0.000290282,0.000209351,-5.17691e-06,-0.000733591,0.00120804,-0.00199856,0.102391,0.0930309,-0.0678556
1662924157771963136,2.51641,-0.0541458,1.11005,0.388789,-0.521308,-0.532577,0.541704,-0.000174223,0.000256089,-0.000114872,-0.000733573,0.00120805,-0.0019986,0.102393,0.0930369,-0.0678724
1662924157781963008,2.51641,-0.0541429,1.11005,0.388782,-0.521309,-0.532581,0.541704,-0.000118838,0.000347012,0.000221242,-0.000733556,0.00120806,-0.00199864,0.102396,0.0930429,-0.0678896
1662924157791963136,2.51641,-0.0541393,1.11005,0.388773,-0.521313,-0.532582,0.541706,0.000285263,0.000363637,-0.000207756,-0.000733538,0.00120807,-0.00199868,0.102399,0.0930489,-0.067907
1662924157801963008,2.51642,-0.0541363,1.11005,0.388775,-0.521321,-0.532575,0.541703,0.000549927,0.000272433,0.000266964,-0.000733521,0.00120808,-0.00199872,0.102403,0.0930551,-0.0679247
1662924157811963136,2.51642,-0.0541335,1.11005,0.388784,-0.521319,-0.532571,0.541703,0.000956647,0.000386499,2.59878e-05,-0.000733504,0.0012081,-0.00199877,0.102407,0.0930615,-0.0679426
1662924157821963008,2.51643,-0.054129,1.11006,0.388786,-0.521314,-0.53257,0.541707,0.00096799,0.000492066,3.81918e-07,-0.000733486,0.00120811,-0.00199881,0.102412,0.0930681,-0.0679605
1662924157831963136,2.51644,-0.0541243,1.11006,0.388792,-0.521305,-0.532564,0.541717,0.000678115,0.000478275,0.000182359,-0.000733468,0.00120812,-0.00199885,0.102418,0.093075,-0.0679785
1662924157841963008,2.51645,-0.0541198,1.11006,0.388786,-0.521306,-0.532565,0.54172,0.000463461,0.00042251,-0.000118503,-0.00073345,0.00120814,-0.00199889,0.102424,0.0930823,-0.0679965
1662924157851963136,2.51645,-0.0541161,1.11006,0.388789,-0.521302,-0.532568,0.541718,0.000352834,0.000342484,0.0002534,-0.000733432,0.00120815,-0.00199894,0.10243,0.0930899,-0.0680146
1662924157861963008,2.51646,-0.0541129,1.11006,0.388799,-0.521303,-0.532564,0.541714,0.000416338,0.000380391,-0.000191934,-0.000733414,0.00120817,-0.00199898,0.102436,0.0930979,-0.0680328
1662924157871963136,2.51646,-0.0541095,1.11006,0.388805,-0.521301,-0.532562,0.541713,0.000201715,0.00027702,-7.08175e-06,-0.000733396,0.00120818,-0.00199902,0.102443,0.0931063,-0.0680511
1662924157881963008,2.51646,-0.0541064,1.11006,0.388799,-0.521302,-0.53256,0.541719,-6.55169e-05,0.000400719,5.20429e-05,-0.000733378,0.0012082,-0.00199907,0.10245,0.0931149,-0.0680695
1662924157891962880,2.51646,-0.054102,1.11006,0.388798,-0.521299,-0.532574,0.541708,-0.000167542,0.000414542,-0.000203893,-0.000733359,0.00120821,-0.00199911,0.102457,0.0931237,-0.0680881
1662924157901963008,2.51646,-0.054098,1.11006,0.388797,-0.521297,-0.532579,0.541707,-0.000309565,0.000365379,0.000168757,-0.000733341,0.00120822,-0.00199916,0.102464,0.0931326,-0.068107
1662924157911962880,2.51645,-0.0540953,1.11006,0.388791,-0.521297,-0.532578,0.541712,-0.000275008,0.000160747,-0.000225337,-0.000733322,0.00120824,-0.0019992,0.10247,0.0931414,-0.0681263
1662924157921963008,2.51645,-0.0540942,1.11006,0.388785,-0.521286,-0.532586,0.541719,-0.000407243,6.62818e-05,-2.1293e-05,-0.000733303,0.00120825,-0.00199925,0.102477,0.0931499,-0.068146
1662924157931962880,2.51645,-0.0540936,1.11005,0.388787,-0.5213,-0.532583,0.541707,-0.000271907,6.97839e-05,-0.000292564,-0.000733285,0.00120827,-0.00199929,0.102483,0.0931582,-0.0681662
1662924157941963008,2.51644,-0.0540926,1.11005,0.388785,-0.521302,-0.532584,0.541705,-0.00015703,5.31243e-05,-0.000140743,-0.000733266,0.00120828,-0.00199934,0.102488,0.0931661,-0.0681868
