#time(ns),px,py,pz,qw,qx,qy,qz,vx,vy,vz,bwx,bwy,bwz,bax,bay,baz
1662917364082721280,2.04494,0.504855,1.10625,0.19966,-0.461811,-0.70743,0.496397,0.000234173,-0.000266743,0.000228565,-0.000853832,0.00115356,-0.00208637,0.0841839,0.0809991,0.00482037
1662917364092721152,2.04494,0.504852,1.10625,0.199663,-0.461809,-0.707428,0.4964,3.8408e-05,-0.000348504,6.83482e-05,-0.000853847,0.00115357,-0.00208637,0.0841832,0.0810013,0.00483132
1662917364102721280,2.04494,0.50485,1.10625,0.199669,-0.461795,-0.707433,0.496403,-3.3144e-05,-8.04714e-05,-5.37659e-05,-0.000853862,0.00115358,-0.00208636,0.0841826,0.0810039,0.00484271
1662917364112721152,2.04494,0.504849,1.10625,0.199651,-0.461791,-0.707435,0.496412,-0.000280564,-0.000207255,-0.000141083,-0.000853877,0.00115359,-0.00208636,0.0841822,0.0810068,0.00485448
1662917364122721280,2.04493,0.504845,1.10625,0.199658,-0.461804,-0.707426,0.496408,-0.000146809,-0.000441388,-0.00025386,-0.000853893,0.0011536,-0.00208636,0.084182,0.0810102,0.00486653
1662917364132721152,2.04493,0.50484,1.10625,0.199663,-0.461814,-0.707422,0.496403,-4.89115e-05,-0.000576795,-0.000155434,-0.000853909,0.00115361,-0.00208636,0.0841819,0.081014,0.00487873
1662917364142721280,2.04493,0.504835,1.10624,0.199668,-0.461801,-0.707427,0.496406,-0.000152737,-0.000490028,-0.000254875,-0.000853924,0.00115363,-0.00208636,0.084182,0.0810182,0.00489092
1662917364152721152,2.04493,0.504829,1.10624,0.199658,-0.461799,-0.707424,0.496416,-0.000250781,-0.000491807,-0.000427391,-0.00085394,0.00115364,-0.00208636,0.0841821,0.0810229,0.00490296
1662917364162721280,2.04493,0.504824,1.10624,0.199651,-0.461797,-0.70743,0.496413,-0.000454509,-0.000576962,-0.000334364,-0.000853956,0.00115365,-0.00208637,0.0841822,0.081028,0.00491464
1662917364172721152,2.04492,0.504819,1.10623,0.199643,-0.461794,-0.707435,0.496411,-0.000419558,-0.000392694,-0.00031952,-0.00085397,0.00115366,-0.00208637,0.0841823,0.0810334,0.00492574
1662917364182721024,2.04492,0.504816,1.10623,0.199636,-0.461801,-0.707433,0.496412,-0.000216195,-0.000242814,-0.000124477,-0.000853984,0.00115367,-0.00208637,0.0841826,0.0810389,0.00493609
1662917364192721152,2.04492,0.504813,1.10623,0.199631,-0.461799,-0.707432,0.496417,-9.82346e-05,-0.00036873,6.36147e-06,-0.000853997,0.00115369,-0.00208637,0.0841834,0.0810443,0.00494561
1662917364202721024,2.04492,0.504809,1.10623,0.199634,-0.461799,-0.707428,0.49642,-3.38841e-05,-0.000254456,0.000119394,-0.000854009,0.0011537,-0.00208638,0.0841848,0.0810495,0.00495421
1662917364212721152,2.04492,0.504808,1.10623,0.199646,-0.461795,-0.707429,0.496417,-1.5852e-05,5.87188e-05,0.000238856,-0.000854021,0.00115371,-0.00208638,0.084187,0.0810543,0.00496184
1662917364222721024,2.04492,0.504809,1.10623,0.199641,-0.461797,-0.707428,0.49642,9.18836e-07,0.000205658,0.000291317,-0.000854034,0.00115372,-0.00208638,0.0841897,0.0810587,0.00496854
1662917364232721152,2.04492,0.504811,1.10624,0.199636,-0.461802,-0.707424,0.496423,0.0001608,0.000115428,0.000299527,-0.000854048,0.00115374,-0.00208639,0.0841927,0.0810627,0.00497442
1662917364242721024,2.04492,0.504812,1.10624,0.199636,-0.461808,-0.70742,0.496423,0.000265055,9.23476e-05,0.00019854,-0.000854064,0.00115375,-0.00208639,0.0841959,0.0810664,0.00497949
1662917364252721152,2.04492,0.504812,1.10624,0.199647,-0.461799,-0.707426,0.496419,9.99019e-05,0.000100538,0.000378637,-0.00085408,0.00115376,-0.0020864,0.0841992,0.0810699,0.00498379
1662917364262721024,2.04492,0.504815,1.10625,0.199652,-0.461797,-0.707428,0.496415,4.10962e-05,0.000284081,0.000340754,-0.000854098,0.00115378,-0.0020864,0.0842024,0.0810735,0.00498735
1662917364272721152,2.04492,0.504816,1.10625,0.199645,-0.4618,-0.707427,0.496417,-6.96625e-05,0.000114355,0.000411247,-0.000854116,0.0011538,-0.00208641,0.0842052,0.0810771,0.00499009
1662917364282721024,2.04492,0.504817,1.10625,0.199651,-0.461804,-0.707425,0.496413,-2.25889e-05,4.66176e-05,0.000313908,-0.000854135,0.00115381,-0.00208642,0.0842078,0.0810809,0.00499189
1662917364292721152,2.04492,0.504818,1.10625,0.199644,-0.461807,-0.707426,0.496412,0.000163419,0.000139638,-1.44037e-05,-0.000854155,0.00115383,-0.00208642,0.0842102,0.0810847,0.00499272
1662917364302721024,2.04492,0.504819,1.10625,0.199645,-0.461802,-0.707429,0.496412,8.53889e-05,-2.68432e-05,3.05978e-05,-0.000854176,0.00115385,-0.00208643,0.0842123,0.0810887,0.00499256
1662917364312720896,2.04492,0.504819,1.10625,0.199636,-0.461808,-0.70743,0.496409,-3.5017e-05,0.000115271,-7.47344e-05,-0.000854198,0.00115387,-0.00208644,0.084214,0.0810929,0.00499138
1662917364322721024,2.04492,0.504821,1.10625,0.199638,-0.461805,-0.707431,0.496409,-9.84245e-05,0.000311086,0.000103717,-0.000854221,0.00115389,-0.00208645,0.0842151,0.0810972,0.00498918
1662917364332720896,2.04492,0.504824,1.10626,0.19963,-0.461811,-0.707433,0.496405,-6.43802e-06,0.000269994,5.11747e-05,-0.000854245,0.00115391,-0.00208646,0.0842157,0.0811016,0.00498611
1662917364342721024,2.04492,0.504826,1.10626,0.199629,-0.461817,-0.707428,0.496406,0.000160224,3.03756e-05,-0.000124187,-0.000854271,0.00115393,-0.00208647,0.0842157,0.081106,0.00498247
1662917364352720896,2.04492,0.504826,1.10625,0.199632,-0.461817,-0.707429,0.496404,3.7724e-05,3.23441e-05,-3.44143e-05,-0.000854297,0.00115396,-0.00208648,0.084215,0.0811104,0.00497857
1662917364362721024,2.04492,0.504828,1.10625,0.199638,-0.461811,-0.707438,0.496394,7.25826e-05,0.000362446,-6.37165e-05,-0.000854324,0.00115398,-0.00208649,0.0842135,0.0811146,0.0049747
1662917364372720896,2.04492,0.504831,1.10625,0.199634,-0.461811,-0.707436,0.496398,-3.68865e-05,0.000195526,0.000146165,-0.000854353,0.00115401,-0.0020865,0.0842107,0.0811188,0.00497101
1662917364382721024,2.04492,0.504833,1.10625,0.199634,-0.461818,-0.707432,0.496398,0.00022234,3.87065e-05,-1.42668e-05,-0.000854383,0.00115403,-0.00208651,0.0842066,0.0811228,0.00496758
1662917364392720896,2.04492,0.504832,1.10625,0.199629,-0.46182,-0.707431,0.496399,0.000334897,-0.000108458,-0.000130103,-0.000854413,0.00115406,-0.00208652,0.0842011,0.0811266,0.00496455
1662917364402721024,2.04493,0.504832,1.10625,0.199623,-0.461809,-0.707434,0.496408,0.000288862,-0.00012591,3.36875e-05,-0.000854443,0.00115409,-0.00208653,0.0841942,0.0811304,0.00496205
1662917364412720896,2.04493,0.504831,1.10625,0.199621,-0.46181,-0.707428,0.496415,0.000217727,-0.000156155,-8.60824e-06,-0.000854472,0.00115412,-0.00208654,0.0841859,0.0811342,0.00496016
1662917364422721024,2.04493,0.504829,1.10625,0.199622,-0.461817,-0.707424,0.496415,5.37375e-05,-0.000304284,0.000189655,-0.000854501,0.00115414,-0.00208656,0.084176,0.0811379,0.00495896
1662917364432720896,2.04493,0.504827,1.10625,0.199631,-0.461816,-0.70742,0.496417,0.000277705,-0.000243275,-5.22433e-05,-0.000854528,0.00115417,-0.00208657,0.0841649,0.0811415,0.00495851
1662917364442720768,2.04494,0.504822,1.10625,0.199642,-0.461818,-0.707414,0.49642,0.00038637,-0.000617764,-2.82013e-05,-0.000854554,0.0011542,-0.00208658,0.0841528,0.081145,0.00495888
1662917364452720896,2.04494,0.504815,1.10625,0.199651,-0.461815,-0.70741,0.496425,0.000351134,-0.000842358,-0.00016999,-0.000854579,0.00115423,-0.0020866,0.0841402,0.0811483,0.00496011
1662917364462720768,2.04494,0.504807,1.10625,0.199652,-0.461813,-0.707409,0.496428,6.5321e-05,-0.000730621,-0.000163716,-0.000854603,0.00115427,-0.00208661,0.0841271,0.0811513,0.00496224
1662917364472720896,2.04494,0.504801,1.10625,0.199648,-0.461812,-0.707408,0.496432,0.00011482,-0.000502869,-0.000117898,-0.000854625,0.0011543,-0.00208663,0.0841137,0.081154,0.00496519
1662917364482720768,2.04495,0.504796,1.10625,0.199639,-0.461814,-0.707407,0.496435,0.000282511,-0.000534998,-0.000205729,-0.000854647,0.00115433,-0.00208664,0.0841002,0.0811561,0.00496881
1662917364492720896,2.04495,0.50479,1.10625,0.199648,-0.461812,-0.707402,0.496439,0.000256051,-0.000590421,-0.000133282,-0.000854667,0.00115436,-0.00208666,0.0840868,0.0811572,0.00497298
1662917364502720768,2.04495,0.504785,1.10625,0.199666,-0.461805,-0.707403,0.496438,9.0547e-05,-0.000538518,-7.72119e-05,-0.000854685,0.00115439,-0.00208668,0.084074,0.0811572,0.00497753
1662917364512720896,2.04495,0.50478,1.10624,0.199659,-0.461794,-0.707411,0.496439,-0.000138761,-0.000373457,-9.91445e-05,-0.000854703,0.00115442,-0.0020867,0.0840618,0.0811557,0.00498231
1662917364522720768,2.04495,0.504777,1.10624,0.199653,-0.461798,-0.707412,0.496436,-0.000296102,-0.000323571,5.23654e-05,-0.00085472,0.00115445,-0.00208672,0.0840504,0.0811526,0.00498727
1662917364532720896,2.04495,0.504773,1.10624,0.199649,-0.461798,-0.707416,0.496432,-0.000222212,-0.00033438,-0.000109515,-0.000854739,0.00115448,-0.00208674,0.0840394,0.081148,0.00499238
1662917364542720768,2.04495,0.50477,1.10624,0.199643,-0.461799,-0.707422,0.496426,-7.56965e-05,-0.00025607,2.6487e-05,-0.000854757,0.00115451,-0.00208677,0.0840289,0.081142,0.00499752
1662917364552720896,2.04494,0.504767,1.10624,0.199647,-0.461795,-0.70742,0.49643,-1.04104e-05,-0.000293564,-3.1779e-05,-0.000854774,0.00115454,-0.00208679,0.084019,0.0811346,0.00500256
1662917364562720768,2.04494,0.504765,1.10624,0.199646,-0.461786,-0.707423,0.496436,-0.000162275,-0.000195158,4.52513e-05,-0.00085479,0.00115457,-0.00208682,0.0840099,0.0811259,0.00500738
1662917364572720640,2.04494,0.504764,1.10624,0.199642,-0.461782,-0.707434,0.496425,-0.000179829,5.04925e-06,0.000120085,-0.000854807,0.0011546,-0.00208685,0.0840012,0.0811162,0.00501207
1662917364582720768,2.04494,0.504765,1.10624,0.199637,-0.461784,-0.707436,0.496421,-4.40492e-05,0.000148032,0.000114576,-0.000854824,0.00115463,-0.00208688,0.0839928,0.0811057,0.00501675
1662917364592720640,2.04494,0.504765,1.10625,0.199627,-0.461787,-0.707434,0.496426,0.000180726,-3.78375e-05,0.000168331,-0.000854842,0.00115466,-0.00208691,0.0839847,0.0810945,0.00502141
1662917364602720768,2.04494,0.504764,1.10625,0.199628,-0.461781,-0.707433,0.496432,0.000254323,-0.000160311,0.000253856,-0.000854859,0.0011547,-0.00208694,0.0839769,0.0810829,0.00502603
1662917364612720640,2.04495,0.504763,1.10625,0.199642,-0.461776,-0.707435,0.496429,0.00018639,-2.05819e-05,0.000225498,-0.000854876,0.00115473,-0.00208697,0.0839693,0.0810711,0.00503055
1662917364622720768,2.04495,0.504764,1.10625,0.199648,-0.461789,-0.70743,0.496422,1.63135e-05,0.000112038,0.000255922,-0.000854894,0.00115477,-0.002087,0.0839617,0.0810593,0.00503502
1662917364632720640,2.04495,0.504765,1.10626,0.199644,-0.461792,-0.707426,0.496425,-9.10012e-06,0.000138792,0.000275584,-0.000854913,0.0011548,-0.00208704,0.0839537,0.0810477,0.00503949
1662917364642720768,2.04495,0.504765,1.10626,0.199647,-0.461791,-0.707425,0.496427,0.000192832,-0.000149327,0.000250456,-0.000854932,0.00115484,-0.00208707,0.0839454,0.0810364,0.00504395
1662917364652720640,2.04495,0.504764,1.10626,0.199652,-0.461792,-0.70742,0.49643,0.000301939,-9.44598e-05,5.89384e-05,-0.00085495,0.00115488,-0.00208711,0.0839368,0.0810257,0.00504838
1662917364662720768,2.04495,0.504763,1.10626,0.199657,-0.46179,-0.70742,0.496432,9.17069e-05,-0.000130077,0.000158481,-0.000854969,0.00115492,-0.00208715,0.083928,0.0810158,0.00505275
1662917364672720640,2.04495,0.504762,1.10626,0.199658,-0.461787,-0.707421,0.496431,2.57563e-05,-5.2688e-05,3.05876e-05,-0.000854988,0.00115496,-0.00208719,0.0839188,0.0810066,0.00505701
1662917364682720768,2.04495,0.504762,1.10626,0.199653,-0.461788,-0.70742,0.496435,4.6118e-05,6.23007e-05,6.07175e-05,-0.000855007,0.001155,-0.00208722,0.0839091,0.0809981,0.00506114
1662917364692720640,2.04495,0.504763,1.10626,0.199653,-0.461799,-0.707418,0.496428,0.00017422,3.83954e-05,-0.000106512,-0.000855026,0.00115504,-0.00208726,0.083899,0.0809906,0.00506509
1662917364702720768,2.04496,0.504763,1.10626,0.199656,-0.461796,-0.707416,0.496431,0.000373283,-8.92639e-05,-0.000172886,-0.000855045,0.00115508,-0.0020873,0.0838884,0.0809842,0.00506883
1662917364712720640,2.04496,0.504761,1.10626,0.19964,-0.461797,-0.707426,0.496424,0.000315569,-0.00011583,-6.96643e-06,-0.000855064,0.00115512,-0.00208735,0.0838776,0.0809791,0.0050723
1662917364722720512,2.04496,0.504761,1.10626,0.199641,-0.461798,-0.707431,0.496415,0.000288342,3.59208e-05,-0.000169589,-0.000855084,0.00115516,-0.00208739,0.0838661,0.0809753,0.00507558
1662917364732720640,2.04496,0.504761,1.10626,0.199637,-0.461797,-0.707431,0.496417,0.000165292,3.45024e-07,9.81452e-05,-0.000855105,0.00115521,-0.00208743,0.083854,0.0809729,0.00507875
1662917364742720512,2.04497,0.504761,1.10626,0.199644,-0.461803,-0.707427,0.496414,0.000378617,-0.000124619,-0.000120012,-0.000855126,0.00115525,-0.00208748,0.0838413,0.0809717,0.00508186
1662917364752720640,2.04497,0.504759,1.10626,0.199641,-0.461804,-0.707425,0.496418,0.000389969,-0.000170411,-1.73951e-05,-0.000855148,0.00115529,-0.00208752,0.0838282,0.0809716,0.00508495
1662917364762720512,2.04498,0.504759,1.10626,0.199644,-0.4618,-0.707429,0.496414,0.000401078,2.01466e-05,-0.000131023,-0.000855171,0.00115533,-0.00208757,0.083815,0.0809725,0.00508808
1662917364772720640,2.04498,0.50476,1.10626,0.199647,-0.461797,-0.707434,0.496409,0.000449714,0.000130529,-0.000138613,-0.000855196,0.00115538,-0.00208761,0.0838014,0.0809744,0.00509135
1662917364782720512,2.04498,0.50476,1.10626,0.199646,-0.461797,-0.707434,0.496409,0.000339366,-5.31091e-05,2.96492e-05,-0.000855222,0.00115542,-0.00208766,0.0837878,0.080977,0.00509488
1662917364792720640,2.04499,0.504759,1.10626,0.19965,-0.461795,-0.707436,0.496407,0.000387667,-4.12282e-05,-9.63528e-05,-0.000855248,0.00115547,-0.0020877,0.0837744,0.0809802,0.00509885
1662917364802720512,2.04499,0.504759,1.10626,0.199649,-0.461789,-0.707437,0.496412,0.000376907,-2.98373e-05,3.09722e-05,-0.000855276,0.00115551,-0.00208775,0.0837616,0.0809836,0.00510341
1662917364812720640,2.04499,0.504758,1.10626,0.199648,-0.461782,-0.70744,0.496414,0.000117546,-8.84958e-05,6.26507e-05,-0.000855303,0.00115555,-0.0020878,0.0837499,0.0809872,0.00510868
1662917364822720512,2.04499,0.504758,1.10626,0.199646,-0.461777,-0.707444,0.496413,3.48264e-06,0.000103143,5.09837e-05,-0.000855332,0.0011556,-0.00208784,0.0837392,0.0809908,0.00511476
1662917364832720640,2.04499,0.504759,1.10626,0.199646,-0.46178,-0.707445,0.49641,-0.000148463,-5.34991e-06,7.87469e-05,-0.000855363,0.00115564,-0.00208789,0.0837293,0.0809943,0.00512172
1662917364842720512,2.04499,0.504758,1.10626,0.199641,-0.461778,-0.707445,0.496413,-6.69548e-05,-0.000147083,-8.23473e-05,-0.000855396,0.00115569,-0.00208794,0.08372,0.0809977,0.00512967
1662917364852720384,2.04499,0.504755,1.10626,0.199634,-0.46178,-0.707444,0.496416,-0.000118232,-0.000414775,-3.77384e-05,-0.00085543,0.00115573,-0.00208799,0.0837112,0.0810007,0.00513869
1662917364862720512,2.04499,0.504751,1.10626,0.199633,-0.46178,-0.707443,0.496418,-0.000144002,-0.000424231,-5.3288e-05,-0.000855464,0.00115577,-0.00208804,0.0837028,0.0810033,0.00514886
1662917364872720384,2.04499,0.504748,1.10626,0.199625,-0.461776,-0.707451,0.496413,-0.000175659,-0.000120765,-0.00018849,-0.000855499,0.00115582,-0.0020881,0.0836947,0.0810054,0.0051601
1662917364882720512,2.04499,0.504748,1.10626,0.199613,-0.461778,-0.707458,0.496406,-0.000157473,-3.46558e-05,-8.39345e-05,-0.000855535,0.00115586,-0.00208815,0.0836868,0.0810068,0.00517224
1662917364892720384,2.04499,0.504748,1.10625,0.199608,-0.461779,-0.707456,0.496409,-0.000156796,-3.34628e-06,-0.000187299,-0.000855571,0.0011559,-0.00208821,0.0836793,0.0810076,0.00518516
1662917364902720512,2.04499,0.504747,1.10625,0.199625,-0.461783,-0.707455,0.496401,-0.000124153,-0.000173335,-7.83853e-05,-0.000855607,0.00115595,-0.00208826,0.083672,0.0810077,0.0051987
1662917364912720384,2.04498,0.504746,1.10625,0.199631,-0.461784,-0.707454,0.496399,-0.000272637,-2.25617e-05,-5.80823e-05,-0.000855644,0.00115599,-0.00208832,0.0836652,0.0810071,0.00521274
1662917364922720512,2.04498,0.504746,1.10625,0.199637,-0.461784,-0.707455,0.496396,-0.000322955,7.47045e-05,-5.37024e-05,-0.000855682,0.00115603,-0.00208838,0.0836588,0.0810058,0.00522708
1662917364932720384,2.04498,0.504746,1.10625,0.199636,-0.46179,-0.707458,0.496385,-0.00026611,-3.17036e-05,-1.01447e-05,-0.000855721,0.00115608,-0.00208844,0.0836527,0.0810035,0.00524153
1662917364942720512,2.04498,0.504746,1.10625,0.199635,-0.461781,-0.707467,0.496382,-0.000175081,-6.9047e-07,4.85891e-05,-0.00085576,0.00115612,-0.00208851,0.0836473,0.0810002,0.00525586
1662917364952720384,2.04498,0.504745,1.10625,0.199629,-0.461781,-0.707464,0.496388,2.82116e-05,-9.10341e-05,0.000133133,-0.0008558,0.00115616,-0.00208857,0.0836426,0.0809957,0.00526988
1662917364962720512,2.04498,0.504744,1.10625,0.199629,-0.46178,-0.707464,0.496389,-7.07095e-05,-8.47362e-05,0.000237555,-0.00085584,0.0011562,-0.00208863,0.0836389,0.0809897,0.00528341
1662917364972720384,2.04497,0.504744,1.10625,0.199629,-0.461774,-0.707471,0.496386,-0.000242774,0.000121301,0.000170283,-0.000855883,0.00115625,-0.0020887,0.0836361,0.0809823,0.00529633
1662917364982720256,2.04497,0.504746,1.10626,0.199622,-0.461774,-0.707478,0.496378,-0.000405962,0.000226176,0.000163808,-0.000855928,0.00115629,-0.00208877,0.0836338,0.0809739,0.00530855
1662917364992720384,2.04497,0.504747,1.10626,0.199623,-0.461775,-0.70748,0.496374,-0.000294368,0.000145655,7.59947e-05,-0.000855975,0.00115634,-0.00208883,0.0836318,0.0809644,0.00531997
1662917365002720256,2.04497,0.504748,1.10626,0.199619,-0.461777,-0.707481,0.496373,-0.000150777,-0.00012487,0.000189116,-0.000856023,0.00115638,-0.0020889,0.0836298,0.0809543,0.00533049
1662917365012720384,2.04496,0.504747,1.10626,0.199627,-0.461773,-0.707479,0.496374,-0.000100715,8.30425e-06,0.000282623,-0.000856072,0.00115643,-0.00208897,0.0836275,0.0809437,0.00534003
1662917365022720256,2.04496,0.504748,1.10626,0.199633,-0.461768,-0.707484,0.496371,-3.38218e-05,0.000153184,0.000387606,-0.000856122,0.00115647,-0.00208904,0.0836248,0.0809328,0.0053486
1662917365032720384,2.04496,0.504749,1.10627,0.19963,-0.461775,-0.707481,0.496369,-0.000112196,9.8369e-05,0.000344426,-0.000856173,0.00115652,-0.00208911,0.0836213,0.0809219,0.00535629
1662917365042720256,2.04496,0.50475,1.10627,0.199624,-0.461778,-0.707484,0.496364,-0.000125134,2.32755e-05,0.000276733,-0.000856226,0.00115657,-0.00208918,0.0836167,0.0809115,0.00536327
1662917365052720384,2.04496,0.50475,1.10627,0.199617,-0.461782,-0.707485,0.496363,-5.36519e-05,-2.09988e-05,0.000227801,-0.00085628,0.00115662,-0.00208926,0.0836109,0.0809019,0.00536965
1662917365062720256,2.04496,0.504749,1.10627,0.199613,-0.461786,-0.707479,0.496369,5.22803e-05,-0.000224061,0.00010505,-0.000856333,0.00115667,-0.00208933,0.0836038,0.0808934,0.00537553
1662917365072720384,2.04496,0.504746,1.10628,0.199621,-0.461789,-0.707475,0.496369,-3.9342e-05,-0.000488157,0.000140065,-0.000856386,0.00115672,-0.0020894,0.0835954,0.0808862,0.00538096
1662917365082720256,2.04496,0.504741,1.10628,0.199623,-0.461788,-0.707473,0.496371,-0.000165143,-0.000357508,-3.79971e-05,-0.000856438,0.00115677,-0.00208947,0.083586,0.0808806,0.00538595
1662917365092720384,2.04496,0.504738,1.10628,0.19962,-0.461794,-0.70747,0.496371,-7.83523e-05,-0.000261189,-2.00375e-05,-0.00085649,0.00115683,-0.00208955,0.0835761,0.0808764,0.00539049
1662917365102720256,2.04496,0.504734,1.10628,0.199616,-0.461791,-0.707466,0.496381,0.000215019,-0.000453498,7.30025e-05,-0.00085654,0.00115688,-0.00208962,0.0835665,0.0808737,0.00539453
1662917365112720128,2.04496,0.504729,1.10628,0.199614,-0.461794,-0.70746,0.496387,0.000281636,-0.000535504,3.88151e-05,-0.00085659,0.00115693,-0.0020897,0.0835575,0.0808724,0.00539802
1662917365122720256,2.04496,0.504724,1.10628,0.199614,-0.461791,-0.707466,0.496382,0.000319051,-0.000310457,0.000240993,-0.00085664,0.00115699,-0.00208977,0.0835495,0.0808726,0.00540097
1662917365132720128,2.04497,0.504722,1.10628,0.199607,-0.461793,-0.707463,0.496388,0.000467939,-0.000159761,6.50997e-05,-0.000856691,0.00115704,-0.00208984,0.0835424,0.0808742,0.00540342
1662917365142720256,2.04497,0.50472,1.10628,0.199613,-0.461797,-0.70746,0.496385,0.000506068,-0.000144453,0.000213684,-0.000856742,0.00115709,-0.00208992,0.0835365,0.0808768,0.00540547
1662917365152720128,2.04498,0.504717,1.10628,0.199609,-0.461801,-0.707455,0.49639,0.000596548,-0.00034548,9.29176e-05,-0.000856794,0.00115714,-0.00208999,0.083532,0.0808804,0.00540718
1662917365162720256,2.04498,0.504714,1.10629,0.199602,-0.4618,-0.707464,0.496381,0.000524287,-0.000217625,5.11906e-05,-0.000856846,0.0011572,-0.00209007,0.0835291,0.0808849,0.00540864
1662917365172720128,2.04499,0.504712,1.10629,0.199601,-0.461796,-0.707469,0.496378,0.000440791,-0.000128926,2.11537e-05,-0.0008569,0.00115725,-0.00209014,0.0835278,0.0808902,0.00540994
1662917365182720256,2.04499,0.504711,1.10629,0.199599,-0.461795,-0.707471,0.496376,0.000245154,5.74874e-05,-0.000138832,-0.000856957,0.00115731,-0.00209022,0.0835279,0.0808966,0.00541128
1662917365192720128,2.04499,0.504712,1.10629,0.199599,-0.46179,-0.707478,0.496372,0.000112268,3.3449e-05,-6.69968e-05,-0.000857014,0.00115737,-0.0020903,0.0835291,0.0809039,0.00541287
1662917365202720256,2.04499,0.504712,1.10628,0.199594,-0.461792,-0.70748,0.49637,7.42283e-05,0.000127599,-0.00020989,-0.000857073,0.00115742,-0.00209038,0.0835314,0.0809122,0.00541494
